asset,mode,market_cost_bps,trades,total_return,win_rate,avg_net_ret,avg_hold_minutes,tp_hit_rate,sl_hit_rate,timeout_rate,same_bar_conflict_rate,confirmed_at_close_ratio,preview_only_ratio,avg_lead_minutes,avg_entry_improve_bps
AAVE-USD,preview_unclosed15m,6.0,91,0.0855426095036049,0.5604395604395604,0.0009404482092359,34.714285714285715,0.5384615384615384,0.4285714285714285,0.0329670329670329,0.0,0.6703296703296703,0.3296703296703296,6.590163934426229,25.7496065773988
AAVE-USD,preview_unclosed15m,10.0,91,0.0292571908333552,0.5494505494505495,0.0003565733918358,34.714285714285715,0.5384615384615384,0.4285714285714285,0.0329670329670329,0.0,0.6703296703296703,0.3296703296703296,6.590163934426229,25.7496065773988
AAVE-USD,preview_unclosed15m,15.0,91,-0.0370423663691559,0.5494505494505495,-0.0003730637579905,34.714285714285715,0.5384615384615384,0.4285714285714285,0.0329670329670329,0.0,0.6703296703296703,0.3296703296703296,6.590163934426229,25.7496065773988
AAVE-USD,preview_unclosed15m,20.0,91,-0.0991012859309906,0.5494505494505495,-0.0011024716056797,34.714285714285715,0.5384615384615384,0.4285714285714285,0.0329670329670329,0.0,0.6703296703296703,0.3296703296703296,6.590163934426229,25.7496065773988
SUI-USD,official_close,6.0,66,0.0198953756169379,0.5303030303030303,0.0003328194592565,41.68181818181818,0.4848484848484848,0.4242424242424242,0.0909090909090909,0.0,1.0,0.0,,
SUI-USD,official_close,10.0,66,-0.0201266761445317,0.5303030303030303,-0.0002722509668554,41.68181818181818,0.4848484848484848,0.4242424242424242,0.0909090909090909,0.0,1.0,0.0,,
SUI-USD,official_close,15.0,66,-0.0679739893962153,0.5151515151515151,-0.001028358484772,41.68181818181818,0.4848484848484848,0.4242424242424242,0.0909090909090909,0.0,1.0,0.0,,
SUI-USD,official_close,20.0,66,-0.1135071427548565,0.5151515151515151,-0.0017842098752184,41.68181818181818,0.4848484848484848,0.4242424242424242,0.0909090909090909,0.0,1.0,0.0,,
SUI-USD,preview_unclosed15m,6.0,88,-0.0351898955524478,0.4886363636363636,-0.0003702867812761,39.875,0.4545454545454545,0.4659090909090909,0.0795454545454545,0.0,0.75,0.25,5.636363636363637,11.589928190300746
SUI-USD,preview_unclosed15m,10.0,88,-0.0863132910922289,0.4886363636363636,-0.0009869886740774,39.875,0.4545454545454545,0.4659090909090909,0.0795454545454545,0.0,0.75,0.25,5.636363636363637,11.589928190300746
SUI-USD,preview_unclosed15m,15.0,88,-0.1464512693848709,0.4659090909090909,-0.0017576221099526,39.875,0.4545454545454545,0.4659090909090909,0.0795454545454545,0.0,0.75,0.25,5.636363636363637,11.589928190300746
SUI-USD,preview_unclosed15m,20.0,88,-0.2026582155254251,0.4659090909090909,-0.002527984512354,39.875,0.4545454545454545,0.4659090909090909,0.0795454545454545,0.0,0.75,0.25,5.636363636363637,11.589928190300746
WLD-USD,official_close,6.0,61,-0.0740541350149713,0.4426229508196721,-0.0012170739930747,49.65573770491803,0.3442622950819672,0.4918032786885246,0.1639344262295081,0.0,1.0,0.0,,
WLD-USD,official_close,10.0,61,-0.1107455407977777,0.4262295081967213,-0.0018773387628225,49.65573770491803,0.3442622950819672,0.4918032786885246,0.1639344262295081,0.0,1.0,0.0,,
WLD-USD,official_close,15.0,61,-0.1545912651234811,0.3934426229508196,-0.0027023763559221,49.65573770491803,0.3442622950819672,0.4918032786885246,0.1639344262295081,0.0,1.0,0.0,,
WLD-USD,official_close,20.0,61,-0.1962954798847718,0.3770491803278688,-0.0035270879833719,49.65573770491803,0.3442622950819672,0.4918032786885246,0.1639344262295081,0.0,1.0,0.0,,
WLD-USD,preview_unclosed15m,6.0,91,-0.0335031907479279,0.4725274725274725,-0.0003315375403263,46.48351648351648,0.4285714285714285,0.4725274725274725,0.0989010989010989,0.0,0.6483516483516484,0.3516483516483517,6.559322033898305,41.50492076903719
WLD-USD,preview_unclosed15m,10.0,91,-0.0872772183810682,0.4505494505494505,-0.000958519513717,46.48351648351648,0.4285714285714285,0.4725274725274725,0.0989010989010989,0.0,0.6483516483516484,0.3516483516483517,6.559322033898305,41.50492076903719
WLD-USD,preview_unclosed15m,15.0,91,-0.1503345264034478,0.4505494505494505,-0.0017419914911267,46.48351648351648,0.4285714285714285,0.4725274725274725,0.0989010989010989,0.0,0.6483516483516484,0.3516483516483517,6.559322033898305,41.50492076903719
WLD-USD,preview_unclosed15m,20.0,91,-0.2090637536705605,0.4505494505494505,-0.0025251795915045,46.48351648351648,0.4285714285714285,0.4725274725274725,0.0989010989010989,0.0,0.6483516483516484,0.3516483516483517,6.559322033898305,41.50492076903719
