factor_id,horizon,n_months,rolling_ic_3m_mean_latest,rolling_ic_3m_min,rolling_ic_3m_max,rolling_ls_3m_mean_latest,rolling_ic_6m_mean_latest,rolling_ic_6m_min,rolling_ic_6m_max,rolling_ls_6m_mean_latest,ic_positive_month_rate,ls_positive_month_rate,recent_6m_ic_mean,full_period_ic_mean,recent_vs_full_ic_delta,recent_6m_ls_mean,full_period_ls_mean,recent_vs_full_ls_delta,stability_score,stability_class,main_stability_note_zh,main_stability_note_en
williams_r_14h,72h,25,-0.004691,-0.022403,0.015615,0.0113707,-0.002324,-0.014778,0.006166,0.00750586,0.48,0.64,-0.002324,-0.003496,0.001173,0.00750586,0.00402896,0.0034769,77.2,REGIME_OR_PERIOD_DEPENDENT,因子表现依赖市场环境，建议结合市场状态使用,Factor performance is regime-dependent — use with market state overlay
wq101_alpha101,1h,25,-0.032598,-0.032598,-0.010578,-0.00018285,-0.029011,-0.029011,-0.018911,-0.00010674,0.0,0.44,-0.029011,-0.02556,-0.003451,-0.00010674,-8.831e-05,-1.842e-05,57.1,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
wq101_alpha101,24h,25,-0.009418,-0.017004,-0.003058,0.00123833,-0.010891,-0.013541,-0.005441,0.0007965,0.12,0.56,-0.010891,-0.00837,-0.002521,0.0007965,0.00040652,0.00038998,63.5,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
wq101_alpha101,4h,25,-0.025548,-0.026935,-0.013478,-0.00022063,-0.02194,-0.023225,-0.014716,4.273e-05,0.0,0.48,-0.02194,-0.019865,-0.002075,4.273e-05,4.089e-05,1.84e-06,58.6,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
wq101_alpha101,72h,25,-0.004332,-0.008507,0.005549,0.00329052,-0.004204,-0.006378,0.001867,0.00223123,0.2,0.6,-0.004204,-0.002764,-0.00144,0.00223123,0.00134634,0.00088489,67.3,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
wq101_alpha12,1h,25,0.005398,0.001588,0.014282,-0.00023964,0.007258,0.003738,0.011098,-6.139e-05,0.92,0.56,0.007258,0.006944,0.000314,-6.139e-05,1.2e-05,-7.339e-05,88.8,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
wq101_alpha12,24h,25,0.004646,0.001445,0.012877,-0.0006982,0.007057,0.004037,0.011984,-0.00038164,0.84,0.36,0.007057,0.007438,-0.000382,-0.00038164,-0.00031084,-7.08e-05,82.2,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
wq101_alpha12,4h,25,0.008021,0.002969,0.014795,-0.00024138,0.008812,0.005904,0.013162,-0.00012841,0.96,0.56,0.008812,0.008325,0.000487,-0.00012841,-9.435e-05,-3.405e-05,90.0,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
wq101_alpha12,72h,25,0.003561,0.003561,0.009337,-0.0023516,0.004621,0.004621,0.008682,-0.00166457,0.92,0.4,0.004621,0.006426,-0.001805,-0.00166457,-0.00093918,-0.00072539,84.7,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
wq101_alpha53,1h,25,0.026746,0.010937,0.026746,0.00026897,0.020203,0.014117,0.020444,0.00011982,1.0,0.72,0.020203,0.01829,0.001913,0.00011982,7.01e-05,4.973e-05,94.4,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
wq101_alpha53,24h,25,0.008703,0.003021,0.008909,0.00043085,0.006889,0.003537,0.006889,0.00015299,0.96,0.72,0.006889,0.005522,0.001367,0.00015299,0.0001587,-5.71e-06,93.2,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
wq101_alpha53,4h,25,0.018585,0.009272,0.019578,0.00027474,0.013928,0.009819,0.016796,0.00013769,1.0,0.68,0.013928,0.013775,0.000154,0.00013769,0.00010163,3.606e-05,93.6,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
wq101_alpha53,72h,25,0.004536,0.000437,0.004717,0.00101795,0.002812,0.001153,0.004629,0.00049219,0.84,0.52,0.002812,0.002972,-0.000159,0.00049219,0.00023318,0.000259,85.5,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
wvma_20h,1h,25,-0.023452,-0.040954,-0.019644,-0.00037871,-0.021548,-0.037141,-0.021548,-0.00019536,0.0,0.44,-0.021548,-0.029547,0.007999,-0.00019536,-6.237e-05,-0.00013299,58.8,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
wvma_20h,24h,25,-0.056653,-0.093294,-0.045766,-0.00692001,-0.060732,-0.079607,-0.056164,-0.00360636,0.0,0.36,-0.060732,-0.06734,0.006608,-0.00360636,-0.00189553,-0.00171083,52.2,UNSTABLE_SIGN_FLIP,因子信号方向不稳定，不建议单独使用,Factor signal direction is unstable — not recommended standalone
wvma_20h,4h,25,-0.038672,-0.058931,-0.028548,-0.00133438,-0.035692,-0.052198,-0.035692,-0.00077862,0.0,0.36,-0.035692,-0.04353,0.007838,-0.00077862,-0.00028492,-0.0004937,52.2,UNSTABLE_SIGN_FLIP,因子信号方向不稳定，不建议单独使用,Factor signal direction is unstable — not recommended standalone
wvma_20h,72h,25,-0.065327,-0.10438,-0.047938,-0.0213938,-0.069543,-0.091032,-0.065746,-0.01181328,0.04,0.36,-0.069543,-0.075166,0.005622,-0.01181328,-0.00562728,-0.006186,48.4,UNSTABLE_SIGN_FLIP,因子信号方向不稳定，不建议单独使用,Factor signal direction is unstable — not recommended standalone
xs_rank_ret_1h,1h,25,-0.040828,-0.048474,-0.019052,-0.00016406,-0.036489,-0.045036,-0.033469,-8.598e-05,0.0,0.36,-0.036489,-0.036783,0.000294,-8.598e-05,-0.00012215,3.617e-05,57.2,UNSTABLE_SIGN_FLIP,因子信号方向不稳定，不建议单独使用,Factor signal direction is unstable — not recommended standalone
xs_rank_ret_1h,24h,25,-0.015711,-0.021854,-0.003537,0.0008924,-0.016619,-0.018448,-0.007544,0.00047627,0.08,0.56,-0.016619,-0.011731,-0.004888,0.00047627,0.00039048,8.579e-05,61.2,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
xs_rank_ret_1h,4h,25,-0.033263,-0.040096,-0.011892,-0.00038235,-0.029013,-0.034494,-0.019261,-0.00011007,0.0,0.44,-0.029013,-0.028282,-0.000731,-0.00011007,-5.45e-05,-5.557e-05,58.4,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
xs_rank_ret_1h,72h,25,-0.004885,-0.013032,0.008305,0.00261291,-0.005423,-0.010378,0.002301,0.00179294,0.24,0.64,-0.005423,-0.004347,-0.001076,0.00179294,0.00147757,0.00031537,69.5,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
xs_rank_vol,1h,25,-0.011887,-0.026909,-0.011887,4.459e-05,-0.01279,-0.023657,-0.01279,-1.45e-06,0.0,0.44,-0.01279,-0.018764,0.005974,-1.45e-06,-2.38e-06,9.3e-07,58.8,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
xs_rank_vol,24h,25,-0.044651,-0.078581,-0.038504,0.0005302,-0.048459,-0.065284,-0.045459,-0.00054432,0.0,0.36,-0.048459,-0.054255,0.005796,-0.00054432,-0.00060624,6.193e-05,52.2,UNSTABLE_SIGN_FLIP,因子信号方向不稳定，不建议单独使用,Factor signal direction is unstable — not recommended standalone
xs_rank_vol,4h,25,-0.023607,-0.040195,-0.023607,0.00010489,-0.024183,-0.035708,-0.024183,-4.103e-05,0.0,0.44,-0.024183,-0.028823,0.00464,-4.103e-05,-1.722e-05,-2.381e-05,58.8,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
xs_rank_vol,72h,25,-0.055415,-0.101983,-0.037052,0.00105486,-0.062267,-0.081633,-0.052476,-0.00287824,0.08,0.4,-0.062267,-0.067271,0.005004,-0.00287824,-0.00227873,-0.00059951,50.4,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
mom_vol_adjusted_20h,1h,0,,,,,,,,,,,,,,,,,0.0,INSUFFICIENT_HISTORY,历史数据不足，暂无法评估稳定性,Insufficient history to assess stability
mom_vol_adjusted_20h,24h,0,,,,,,,,,,,,,,,,,0.0,INSUFFICIENT_HISTORY,历史数据不足，暂无法评估稳定性,Insufficient history to assess stability
mom_vol_adjusted_20h,4h,0,,,,,,,,,,,,,,,,,0.0,INSUFFICIENT_HISTORY,历史数据不足，暂无法评估稳定性,Insufficient history to assess stability
mom_vol_adjusted_20h,72h,0,,,,,,,,,,,,,,,,,0.0,INSUFFICIENT_HISTORY,历史数据不足，暂无法评估稳定性,Insufficient history to assess stability
range_breakout_vol_confirm_20h,1h,0,,,,,,,,,,,,,,,,,0.0,INSUFFICIENT_HISTORY,历史数据不足，暂无法评估稳定性,Insufficient history to assess stability
range_breakout_vol_confirm_20h,24h,0,,,,,,,,,,,,,,,,,0.0,INSUFFICIENT_HISTORY,历史数据不足，暂无法评估稳定性,Insufficient history to assess stability
range_breakout_vol_confirm_20h,4h,0,,,,,,,,,,,,,,,,,0.0,INSUFFICIENT_HISTORY,历史数据不足，暂无法评估稳定性,Insufficient history to assess stability
range_breakout_vol_confirm_20h,72h,0,,,,,,,,,,,,,,,,,0.0,INSUFFICIENT_HISTORY,历史数据不足，暂无法评估稳定性,Insufficient history to assess stability
rev_2h,1h,0,,,,,,,,,,,,,,,,,0.0,INSUFFICIENT_HISTORY,历史数据不足，暂无法评估稳定性,Insufficient history to assess stability
rev_2h,24h,0,,,,,,,,,,,,,,,,,0.0,INSUFFICIENT_HISTORY,历史数据不足，暂无法评估稳定性,Insufficient history to assess stability
rev_2h,4h,0,,,,,,,,,,,,,,,,,0.0,INSUFFICIENT_HISTORY,历史数据不足，暂无法评估稳定性,Insufficient history to assess stability
rev_2h,72h,0,,,,,,,,,,,,,,,,,0.0,INSUFFICIENT_HISTORY,历史数据不足，暂无法评估稳定性,Insufficient history to assess stability
volume_pressure_20h,1h,0,,,,,,,,,,,,,,,,,0.0,INSUFFICIENT_HISTORY,历史数据不足，暂无法评估稳定性,Insufficient history to assess stability
volume_pressure_20h,24h,0,,,,,,,,,,,,,,,,,0.0,INSUFFICIENT_HISTORY,历史数据不足，暂无法评估稳定性,Insufficient history to assess stability
volume_pressure_20h,4h,0,,,,,,,,,,,,,,,,,0.0,INSUFFICIENT_HISTORY,历史数据不足，暂无法评估稳定性,Insufficient history to assess stability
volume_pressure_20h,72h,0,,,,,,,,,,,,,,,,,0.0,INSUFFICIENT_HISTORY,历史数据不足，暂无法评估稳定性,Insufficient history to assess stability
xs_rank_mom_accel,1h,0,,,,,,,,,,,,,,,,,0.0,INSUFFICIENT_HISTORY,历史数据不足，暂无法评估稳定性,Insufficient history to assess stability
xs_rank_mom_accel,24h,0,,,,,,,,,,,,,,,,,0.0,INSUFFICIENT_HISTORY,历史数据不足，暂无法评估稳定性,Insufficient history to assess stability
xs_rank_mom_accel,4h,0,,,,,,,,,,,,,,,,,0.0,INSUFFICIENT_HISTORY,历史数据不足，暂无法评估稳定性,Insufficient history to assess stability
xs_rank_mom_accel,72h,0,,,,,,,,,,,,,,,,,0.0,INSUFFICIENT_HISTORY,历史数据不足，暂无法评估稳定性,Insufficient history to assess stability
up_down_vol_ratio_20h,1h,0,,,,,,,,,,,,,,,,,0.0,INSUFFICIENT_HISTORY,历史数据不足，暂无法评估稳定性,Insufficient history to assess stability
up_down_vol_ratio_20h,24h,0,,,,,,,,,,,,,,,,,0.0,INSUFFICIENT_HISTORY,历史数据不足，暂无法评估稳定性,Insufficient history to assess stability
up_down_vol_ratio_20h,4h,0,,,,,,,,,,,,,,,,,0.0,INSUFFICIENT_HISTORY,历史数据不足，暂无法评估稳定性,Insufficient history to assess stability
up_down_vol_ratio_20h,72h,0,,,,,,,,,,,,,,,,,0.0,INSUFFICIENT_HISTORY,历史数据不足，暂无法评估稳定性,Insufficient history to assess stability
clv_20h,1h,25,-0.006085,-0.009059,0.008176,2.67e-06,-0.0052,-0.007039,0.004084,3.711e-05,0.16,0.4,-0.0052,-0.003374,-0.001826,3.711e-05,-3.838e-05,7.549e-05,61.9,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
clv_20h,24h,25,0.003058,-0.012216,0.049789,0.00489479,-0.002075,-0.006594,0.036452,0.00219093,0.64,0.64,-0.002075,0.012097,-0.014172,0.00219093,0.00121356,0.00097737,74.9,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
clv_20h,4h,25,-0.006885,-0.01196,0.017949,0.00044607,-0.006034,-0.009641,0.010761,0.00040308,0.4,0.48,-0.006034,-0.00053,-0.005505,0.00040308,0.00010006,0.00030302,68.8,REGIME_OR_PERIOD_DEPENDENT,因子表现依赖市场环境，建议结合市场状态使用,Factor performance is regime-dependent — use with market state overlay
clv_20h,72h,25,0.007462,-0.015404,0.061358,0.01374392,0.008901,0.003895,0.038207,0.00743453,0.64,0.56,0.008901,0.016873,-0.007973,0.00743453,0.0020748,0.00535973,76.4,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
a101_volume_cap_alpha_min_56_84,1h,25,0.011627,0.01079,0.021358,0.00018363,0.011208,0.011208,0.019347,0.00015882,1.0,0.76,0.011208,0.015593,-0.004385,0.00015882,9.082e-05,6.801e-05,93.0,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
a101_volume_cap_alpha_min_56_84,24h,25,0.034797,0.032858,0.06405,0.00278878,0.035596,0.035596,0.05452,0.00203349,0.96,0.72,0.035596,0.045476,-0.00988,0.00203349,0.0009954,0.00103809,88.3,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
a101_volume_cap_alpha_min_56_84,4h,25,0.022574,0.01885,0.031665,0.00067347,0.020712,0.020569,0.028421,0.00059824,1.0,0.76,0.020712,0.024602,-0.00389,0.00059824,0.00034644,0.0002518,93.3,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
a101_volume_cap_alpha_min_56_84,72h,25,0.044954,0.021894,0.083016,0.00813168,0.044412,0.044412,0.071448,0.00465856,0.92,0.68,0.044412,0.05519,-0.010778,0.00465856,0.00225053,0.00240803,85.8,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
a101_volume_cap_alpha_min_80_80,1h,25,0.012963,0.010899,0.021676,0.00013533,0.012165,0.011841,0.019045,0.00014092,1.0,0.64,0.012165,0.015685,-0.00352,0.00014092,6.766e-05,7.325e-05,91.0,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
a101_volume_cap_alpha_min_80_80,24h,25,0.042772,0.036968,0.067184,0.00372475,0.03987,0.039123,0.057134,0.00311092,1.0,0.72,0.03987,0.047501,-0.00763,0.00311092,0.00100552,0.0021054,90.6,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
a101_volume_cap_alpha_min_80_80,4h,25,0.024621,0.019657,0.035278,0.00056721,0.022139,0.021064,0.030589,0.00059365,1.0,0.68,0.022139,0.025421,-0.003282,0.00059365,0.00026118,0.00033247,92.0,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
a101_volume_cap_alpha_min_80_80,72h,25,0.054808,0.034113,0.083278,0.01076873,0.048929,0.046089,0.070124,0.00727934,0.96,0.64,0.048929,0.056528,-0.007599,0.00727934,0.0017338,0.00554554,87.8,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
a101_vol_xs_z_product_112h,1h,25,0.013952,0.013056,0.024209,-2.05e-06,0.014462,0.014462,0.020509,3.33e-05,1.0,0.56,0.014462,0.016716,-0.002254,3.33e-05,-1.108e-05,4.438e-05,90.1,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
a101_vol_xs_z_product_112h,24h,25,0.04281,0.013977,0.065805,-0.00089822,0.046728,0.031534,0.054688,-0.00011797,0.96,0.6,0.046728,0.045648,0.00108,-0.00011797,-0.00040807,0.0002901,90.8,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
a101_vol_xs_z_product_112h,4h,25,0.023881,0.015372,0.035909,-2.211e-05,0.024717,0.019635,0.030393,0.00010222,1.0,0.56,0.024717,0.025341,-0.000624,0.00010222,-5.619e-05,0.00015841,90.9,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
a101_vol_xs_z_product_112h,72h,25,0.061138,-0.007056,0.088837,0.00087644,0.063512,0.029099,0.070858,0.00223967,0.88,0.56,0.063512,0.056007,0.007505,0.00223967,0.00030846,0.00193121,87.6,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
a101_volume_high_alpha_min_84_84,1h,25,0.011967,0.011367,0.022211,5.398e-05,0.011667,0.011667,0.020103,3.848e-05,1.0,0.6,0.011667,0.016482,-0.004815,3.848e-05,2.687e-05,1.16e-05,89.6,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
a101_volume_high_alpha_min_84_84,24h,25,0.037987,0.03442,0.061293,0.00230773,0.036296,0.036296,0.056494,0.00110981,1.0,0.64,0.036296,0.047126,-0.010829,0.00110981,0.0006869,0.0004229,87.4,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
a101_volume_high_alpha_min_84_84,4h,25,0.022237,0.019246,0.032482,0.00025969,0.020742,0.020742,0.030498,0.00015403,1.0,0.64,0.020742,0.025643,-0.004901,0.00015403,0.00010846,4.557e-05,90.3,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
a101_volume_high_alpha_min_84_84,72h,25,0.049115,0.036481,0.07822,0.00845898,0.045103,0.045103,0.067301,0.00401582,0.96,0.68,0.045103,0.057764,-0.012661,0.00401582,0.00220421,0.00181162,86.1,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
a101_volume_low_alpha_min_84_120,1h,25,0.016585,0.013303,0.023479,9.373e-05,0.015217,0.015217,0.02075,3.56e-05,1.0,0.52,0.015217,0.018527,-0.003311,3.56e-05,2.07e-05,1.49e-05,88.7,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
a101_volume_low_alpha_min_84_120,24h,25,0.048531,0.037141,0.067399,0.00421304,0.044608,0.044608,0.057565,0.00182489,1.0,0.6,0.044608,0.052602,-0.007994,0.00182489,0.00074309,0.00108179,88.0,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
a101_volume_low_alpha_min_84_120,4h,25,0.027646,0.023061,0.035501,0.00054917,0.025353,0.025353,0.032619,0.00021398,1.0,0.56,0.025353,0.029309,-0.003955,0.00021398,8.944e-05,0.00012453,89.2,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
a101_volume_low_alpha_min_84_120,72h,25,0.058746,0.03445,0.089826,0.01248555,0.055613,0.045685,0.071048,0.00504149,1.0,0.56,0.055613,0.06239,-0.006776,0.00504149,0.0018059,0.00323559,87.8,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
a101_volume_xs_z_mean_neg_112h,1h,25,0.012609,0.012609,0.026419,-6.389e-05,0.013476,0.013476,0.022972,6.76e-06,1.0,0.6,0.013476,0.018644,-0.005168,6.76e-06,1.18e-06,5.58e-06,89.4,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
a101_volume_xs_z_mean_neg_112h,24h,25,0.042172,0.038068,0.079616,-0.00137927,0.04662,0.04573,0.064577,0.00010765,1.0,0.64,0.04662,0.053385,-0.006765,0.00010765,0.00017892,-7.128e-05,89.4,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
a101_volume_xs_z_mean_neg_112h,4h,25,0.022964,0.022964,0.040297,-0.00019672,0.023915,0.023915,0.034931,6.046e-05,1.0,0.64,0.023915,0.028375,-0.00446,6.046e-05,2.995e-05,3.051e-05,90.6,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
a101_volume_xs_z_mean_neg_112h,72h,25,0.052657,0.036475,0.102869,-0.00191449,0.061249,0.054551,0.080512,0.00263039,0.96,0.6,0.061249,0.067031,-0.005782,0.00263039,0.00148292,0.00114747,87.9,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_klen_open,1h,25,-0.027748,-0.05321,-0.023507,0.00044554,-0.027149,-0.046874,-0.027149,0.0002803,0.0,0.68,-0.027149,-0.037028,0.009879,0.0002803,0.00011247,0.00016783,58.6,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_klen_open,24h,25,-0.057333,-0.112062,-0.057333,0.00726858,-0.063066,-0.102264,-0.063066,0.00400494,0.0,0.6,-0.063066,-0.079361,0.016295,0.00400494,0.00193206,0.00207288,52.0,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_klen_open,4h,25,-0.041764,-0.077101,-0.040939,0.00136135,-0.043133,-0.066481,-0.043133,0.00082301,0.0,0.72,-0.043133,-0.052457,0.009324,0.00082301,0.00039211,0.0004309,59.4,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_klen_open,72h,25,-0.070106,-0.141486,-0.048312,0.0191626,-0.076693,-0.114456,-0.07485,0.01058034,0.04,0.64,-0.076693,-0.089769,0.013076,0.01058034,0.00551024,0.0050701,54.0,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_klow_open,1h,25,-0.026905,-0.037292,-0.019393,-6.269e-05,-0.023149,-0.031108,-0.023149,-6.774e-05,0.0,0.32,-0.023149,-0.02745,0.004301,-6.774e-05,-4.853e-05,-1.921e-05,56.4,UNSTABLE_SIGN_FLIP,因子信号方向不稳定，不建议单独使用,Factor signal direction is unstable — not recommended standalone
q158_klow_open,24h,25,-0.034031,-0.065336,-0.034031,0.00470213,-0.035958,-0.054685,-0.035958,0.00260887,0.0,0.6,-0.035958,-0.046144,0.010186,0.00260887,0.00113418,0.00147469,57.0,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_klow_open,4h,25,-0.028269,-0.043176,-0.024483,0.00059472,-0.026376,-0.036747,-0.026376,0.000353,0.0,0.6,-0.026376,-0.032387,0.006011,0.000353,0.00010056,0.00025244,62.0,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_klow_open,72h,25,-0.042192,-0.082396,-0.03024,0.01399799,-0.047335,-0.063243,-0.046549,0.0071617,0.08,0.6,-0.047335,-0.05414,0.006804,0.0071617,0.00314193,0.00401977,59.4,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_ksft_open,1h,25,-0.045124,-0.04922,-0.027523,-0.00044923,-0.040048,-0.044807,-0.03367,-0.00026625,0.0,0.2,-0.040048,-0.039067,-0.000981,-0.00026625,-0.00018852,-7.772e-05,53.5,UNSTABLE_SIGN_FLIP,因子信号方向不稳定，不建议单独使用,Factor signal direction is unstable — not recommended standalone
q158_ksft_open,24h,25,-0.012941,-0.014392,0.003727,0.00035845,-0.012018,-0.012895,-0.001127,0.00013848,0.16,0.6,-0.012018,-0.006648,-0.00537,0.00013848,0.00026132,-0.00012284,64.1,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_ksft_open,4h,25,-0.030291,-0.033882,-0.009418,-0.00057987,-0.024984,-0.030111,-0.017879,-0.00023796,0.0,0.32,-0.024984,-0.02487,-0.000114,-0.00023796,-0.00011263,-0.00012533,56.3,UNSTABLE_SIGN_FLIP,因子信号方向不稳定，不建议单独使用,Factor signal direction is unstable — not recommended standalone
q158_ksft_open,72h,25,-0.003256,-0.009131,0.010568,0.00197606,-0.002646,-0.006147,0.005807,0.00098903,0.32,0.64,-0.002646,-0.000243,-0.002403,0.00098903,0.00072251,0.00026652,71.2,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_ksft_range,1h,25,-0.044258,-0.044258,-0.021602,-0.00044414,-0.038532,-0.039869,-0.025034,-0.00032892,0.0,0.16,-0.038532,-0.033546,-0.004986,-0.00032892,-0.00024144,-8.748e-05,50.7,UNSTABLE_SIGN_FLIP,因子信号方向不稳定，不建议单独使用,Factor signal direction is unstable — not recommended standalone
q158_ksft_range,24h,25,-0.011476,-0.013891,0.003925,0.0004397,-0.010411,-0.011643,0.001709,0.00024702,0.16,0.48,-0.010411,-0.004716,-0.005696,0.00024702,0.00019602,5.099e-05,61.6,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_ksft_range,4h,25,-0.028293,-0.030288,-0.011062,-0.00035236,-0.022682,-0.026551,-0.015215,-0.00010024,0.0,0.32,-0.022682,-0.021186,-0.001496,-0.00010024,-0.00017741,7.717e-05,55.7,UNSTABLE_SIGN_FLIP,因子信号方向不稳定，不建议单独使用,Factor signal direction is unstable — not recommended standalone
