factor_id,fee_bps,total_return,annualized_return,annualized_vol,sharpe,max_drawdown,positive_month_rate,avg_turnover
volatility_20h,20,-0.7941745931466856,-0.5409055823705079,0.6020151909475048,-0.8984915837741284,0.7474143572366713,0.48,0.0643621759375866
rsi_14h,0,2.4113698343032017,0.8296836578274343,0.4766187267956048,1.7407701611003616,0.4348757072245825,0.72,0.2086770250208361
rsi_14h,2,0.6234014398820464,0.26940051182159275,0.4766375930347551,0.565210373160702,0.4348757072245825,0.72,0.2086770250208361
rsi_14h,5,-0.4671017693970879,-0.2664677662060455,0.4766708640917286,-0.5590183631504013,0.4348757072245825,0.72,0.2086770250208361
rsi_14h,10,-0.9167721579246167,-0.7059524690389911,0.4767395704929199,-1.4807926858453955,0.4348757072245825,0.72,0.2086770250208361
rsi_14h,20,-0.9979711781838482,-0.9527632963969667,0.47692666024011593,-1.9977144828038835,0.4348757072245825,0.72,0.2086770250208361
bb_zscore_20h,0,0.33189344996609416,0.15158789732069566,0.45843587907401023,0.3306632491917658,0.6843376724886355,0.68,0.2939203235482104
bb_zscore_20h,2,-0.5319090554924887,-0.31190472191945595,0.45845276545355307,-0.6803421102954514,0.6843376724886355,0.68,0.2939203235482104
bb_zscore_20h,5,-0.9024858355796761,-0.6822033058988652,0.45848701201237724,-1.4879446702417136,0.6843376724886355,0.68,0.2939203235482104
bb_zscore_20h,10,-0.9928634717274959,-0.9123173757411158,0.4585678618673097,-1.989492617354642,0.6843376724886355,0.68,0.2939203235482104
bb_zscore_20h,20,-0.9999618241671256,-0.993329208117628,0.4588186437146115,-2.164971327397685,0.6843376724886355,0.68,0.2939203235482104
wq101_alpha101,0,-0.8341296027498594,-0.5867888468850291,0.4004646020796107,-1.4652701982593155,0.8862055759456269,0.44,0.7669924526670279
wq101_alpha101,2,-0.989204439525617,-0.8922364365573748,0.40045839518583226,-2.228037786905013,0.8862055759456269,0.44,0.7669924526670279
wq101_alpha101,5,-0.9998208934267638,-0.9856533486215691,0.40046809196515437,-2.461253139506887,0.8862055759456269,0.44,0.7669924526670279
wq101_alpha101,10,-0.9999998071173235,-0.9995025402581372,0.4005349324218164,-2.495419149123124,0.8862055759456269,0.44,0.7669924526670279
wq101_alpha101,20,-0.9999999999997781,-0.9999994042231809,0.4008585082539052,-2.4946443286911046,0.8862055759456269,0.44,0.7669924526670279
wq101_alpha12,0,0.24858425599351275,0.11541015814760747,0.34200239843470454,0.3374542362153688,0.42239260578383037,0.52,0.6241581716026114
wq101_alpha12,2,-0.8647811632329598,-0.6263222504786978,0.3419921790014918,-1.8313934906563045,0.42239260578383037,0.52,0.6241581716026114
wq101_alpha12,5,-0.9951834748420145,-0.9275602599898534,0.3419979247233896,-2.712180960571825,0.42239260578383037,0.52,0.6241581716026114
wq101_alpha12,10,-0.9999814529450406,-0.995299565913978,0.34206369397528785,-2.909690748957072,0.42239260578383037,0.52,0.6241581716026114
wq101_alpha12,20,-0.9999999997264538,-0.9999802614363713,0.3424057562316169,-2.92045400299855,0.42239260578383037,0.52,0.6241581716026114
wq101_alpha53,0,1.6002218466722868,0.6005307621011593,0.3667987029311303,1.6372216076617758,0.4131876396815168,0.72,0.7636281160215104
wq101_alpha53,2,-0.8284197364169796,-0.5800357006680665,0.3668089669514041,-1.5813018571732773,0.4131876396815168,0.72,0.7636281160215104
wq101_alpha53,5,-0.9970939122744408,-0.9435757779760239,0.36684243793264426,-2.5721554553327697,0.4131876396815168,0.72,0.7636281160215104
wq101_alpha53,10,-0.9999967606350361,-0.9980134362124425,0.3669464057408864,-2.7197798386862373,0.4131876396815168,0.72,0.7636281160215104
wq101_alpha53,20,-0.9999999999960069,-0.9999975471023209,0.36733480557371934,-2.722305460655931,0.4131876396815168,0.72,0.7636281160215104
q158_high_low_range,0,3.2885723378256646,1.0467311364520073,0.602518503198245,1.737259737079982,0.727281319404196,0.64,0.43245766621664034
q158_high_low_range,2,-0.08074237418499586,-0.04057006133552876,0.6025312719970398,-0.06733270656817972,0.727281319404196,0.64,0.43245766621664034
q158_high_low_range,5,-0.9087963547029058,-0.6921161037221759,0.6025566373866683,-1.1486324451157546,0.727281319404196,0.64,0.43245766621664034
q158_high_low_range,10,-0.9980620663320644,-0.9537054590285166,0.6026154763847996,-1.582610298610268,0.727281319404196,0.64,0.43245766621664034
q158_high_low_range,20,-0.9999991272830588,-0.9989546422235587,0.6027952424246583,-1.6572039258395694,0.727281319404196,0.64,0.43245766621664034
vwap_dev_20h,0,1.0723617428054126,0.4316893512870861,0.5213607440490609,0.8280050928546002,0.5505555132406196,0.64,0.21874038877688784
vwap_dev_20h,2,-0.04830002146682011,-0.024085001823354935,0.5213659525331896,-0.04619596217653225,0.5505555132406196,0.64,0.21874038877688784
vwap_dev_20h,5,-0.7038429777942445,-0.4507853277632985,0.5213781977478412,-0.8646033334545297,0.5505555132406196,0.64,0.21874038877688784
vwap_dev_20h,10,-0.957686468388194,-0.7893378073668156,0.5214104253823708,-1.5138512176621,0.5505555132406196,0.64,0.21874038877688784
vwap_dev_20h,20,-0.999136830736377,-0.9690166132051258,0.5215191902475148,-1.858065113088604,0.5505555132406196,0.64,0.21874038877688784
wvma_20h,0,0.8906166214949016,0.36843978989512616,0.53249776336551,0.691908614914175,0.7245941184629867,0.48,0.08714542758236334
wvma_20h,2,0.3866247664001574,0.17466493858341425,0.5325165558497662,0.32799907658212,0.7245941184629867,0.48,0.08714542758236334
wvma_20h,5,-0.12906991060364337,-0.0657951840481733,0.5325542727072375,-0.1235464391520206,0.7245941184629867,0.48,0.08714542758236334
wvma_20h,10,-0.598825319897228,-0.36225959906746685,0.5326425360341198,-0.6801176672158631,0.7245941184629867,0.48,0.08714542758236334
wvma_20h,20,-0.914896953928187,-0.702830776316502,0.5329142558564987,-1.3188440140091842,0.7245941184629867,0.48,0.08714542758236334
vol_ret_corr_20h,0,0.8322813114448324,0.3474795822959431,0.4023010707727005,0.8637301949719854,0.40818404980029904,0.56,0.14056863926456345
vol_ret_corr_20h,2,0.11126758014467164,0.053332371364626985,0.4023084008959592,0.132565890361358,0.40818404980029904,0.56,0.14056863926456345
vol_ret_corr_20h,5,-0.4751402610265695,-0.2720143138241644,0.40232974991569964,-0.6760979367823525,0.40818404980029904,0.56,0.14056863926456345
vol_ret_corr_20h,10,-0.8496705907098581,-0.6067229016885841,0.40239293624822814,-1.5077871578598212,0.40818404980029904,0.56,0.14056863926456345
vol_ret_corr_20h,20,-0.9876719600961987,-0.8852439013105851,0.4026227566240788,-2.198693160647947,0.40818404980029904,0.56,0.14056863926456345
