factor_id,horizon,month,rank_ic,rolling_ic_3m,rolling_ic_6m,long_short_return,rolling_ls_3m,rolling_ls_6m
q158_cntn_20h,4h,2024-08,0.015838,0.00544,0.00544,-0.00029138,-0.00012401,-0.00012401
q158_cntn_20h,4h,2024-09,0.004696,0.008605,0.005254,-0.00028992,-0.00028337,-0.00016548
q158_cntn_20h,4h,2024-10,0.023637,0.014724,0.008931,-0.00061455,-0.00039862,-0.0002553
q158_cntn_20h,4h,2024-11,-0.014243,0.004697,0.005068,0.00108485,6.013e-05,-3.194e-05
q158_cntn_20h,4h,2024-12,0.026836,0.012077,0.010341,-0.00018369,9.554e-05,-9.391e-05
q158_cntn_20h,4h,2025-01,0.002192,0.004928,0.009826,0.00025054,0.0003839,-7.36e-06
q158_cntn_20h,4h,2025-02,-0.003667,0.008454,0.006575,0.00086385,0.00031023,0.00018518
q158_cntn_20h,4h,2025-03,0.007039,0.001854,0.006966,-0.00084154,9.095e-05,9.324e-05
q158_cntn_20h,4h,2025-04,0.000317,0.001229,0.003079,8.028e-05,3.42e-05,0.00020905
q158_cntn_20h,4h,2025-05,0.021596,0.009651,0.009052,-0.00043976,-0.00040034,-4.505e-05
q158_cntn_20h,4h,2025-06,0.007991,0.009968,0.005911,-6.859e-05,-0.00014269,-2.587e-05
q158_cntn_20h,4h,2025-07,0.011234,0.013607,0.007418,0.00057311,2.159e-05,2.789e-05
q158_cntn_20h,4h,2025-08,-0.009799,0.003142,0.006396,0.00186715,0.00079056,0.00019511
q158_cntn_20h,4h,2025-09,0.016136,0.005857,0.007913,0.00016942,0.00086989,0.0003636
q158_cntn_20h,4h,2025-10,0.012776,0.006371,0.009989,0.00136992,0.0011355,0.00057854
q158_cntn_20h,4h,2025-11,0.002476,0.010463,0.006802,0.00127613,0.00093849,0.00086452
q158_cntn_20h,4h,2025-12,0.012208,0.009153,0.007505,0.00047645,0.00104083,0.00095536
q158_cntn_20h,4h,2026-01,0.005895,0.006859,0.006615,0.00120114,0.00098457,0.00106003
q158_cntn_20h,4h,2026-02,0.023093,0.013732,0.012097,1.403e-05,0.00056387,0.00075118
q158_cntn_20h,4h,2026-03,0.031865,0.020284,0.014719,-0.00093292,9.408e-05,0.00056746
q158_cntn_20h,4h,2026-04,0.027534,0.027497,0.017178,-0.00032958,-0.00041616,0.00028421
q158_cntn_20h,4h,2026-05,0.012428,0.023942,0.018837,-0.00054684,-0.00060311,-1.962e-05
q158_cntn_20h,4h,2026-06,-0.006489,0.011157,0.015721,0.00175465,0.00029274,0.00019341
q158_cntn_20h,72h,2024-06,-0.04688,-0.04688,-0.04688,0.00620198,0.00620198,0.00620198
q158_cntn_20h,72h,2024-07,-0.002868,-0.024874,-0.024874,-0.00436161,0.00092019,0.00092019
q158_cntn_20h,72h,2024-08,-0.021851,-0.023866,-0.023866,0.00395233,0.0019309,0.0019309
q158_cntn_20h,72h,2024-09,-0.008206,-0.010975,-0.019951,-0.00126533,-0.0005582,0.00113184
q158_cntn_20h,72h,2024-10,0.041765,0.003903,-0.007608,-0.00847578,-0.00192959,-0.00078968
q158_cntn_20h,72h,2024-11,-0.055748,-0.007396,-0.015631,0.01455354,0.00160414,0.00176752
q158_cntn_20h,72h,2024-12,0.02369,0.003236,-0.00387,-0.00358644,0.00083044,0.00013612
q158_cntn_20h,72h,2025-01,-0.039126,-0.023728,-0.009913,0.01106204,0.00734305,0.00270673
q158_cntn_20h,72h,2025-02,-0.000847,-0.005428,-0.006412,0.00318097,0.00355219,0.00257817
q158_cntn_20h,72h,2025-03,-0.010952,-0.016975,-0.00687,0.00170825,0.00531709,0.00307376
q158_cntn_20h,72h,2025-04,0.005726,-0.002024,-0.012876,0.00839253,0.00442725,0.00588515
q158_cntn_20h,72h,2025-05,0.025469,0.006748,0.00066,-0.00770559,0.0007984,0.00217529
q158_cntn_20h,72h,2025-06,0.004537,0.01191,-0.002532,0.0022597,0.00098221,0.00314965
q158_cntn_20h,72h,2025-07,0.000244,0.010083,0.004029,0.00315123,-0.00076489,0.00183118
q158_cntn_20h,72h,2025-08,-0.002399,0.000794,0.003771,0.02754674,0.01098589,0.00589214
q158_cntn_20h,72h,2025-09,0.017368,0.005071,0.008491,0.00538247,0.01202681,0.00650451
q158_cntn_20h,72h,2025-10,-0.00845,0.002173,0.006128,0.01426826,0.01573249,0.0074838
q158_cntn_20h,72h,2025-11,-0.000632,0.002762,0.001778,-0.00408258,0.00518938,0.00808764
q158_cntn_20h,72h,2025-12,-0.003687,-0.004256,0.000407,0.00623295,0.00547288,0.00874985
q158_cntn_20h,72h,2026-01,-0.01342,-0.005913,-0.00187,0.00597244,0.0027076,0.00922005
q158_cntn_20h,72h,2026-02,0.013476,-0.00121,0.000776,0.00083267,0.00434602,0.0047677
q158_cntn_20h,72h,2026-03,0.015034,0.00503,0.000387,-0.0003765,0.00214287,0.00380787
q158_cntn_20h,72h,2026-04,0.028753,0.019088,0.006587,0.00590598,0.00212072,0.00241416
q158_cntn_20h,72h,2026-05,-0.00252,0.013755,0.006273,0.00513475,0.00355474,0.00395038
q158_cntn_20h,72h,2026-06,-0.004688,0.007182,0.006106,0.00766896,0.00623656,0.00418972
q158_cntp_20h,1h,2024-06,0.001748,0.001748,0.001748,5.517e-05,5.517e-05,5.517e-05
q158_cntp_20h,1h,2024-07,-0.006526,-0.002389,-0.002389,2.03e-06,2.86e-05,2.86e-05
q158_cntp_20h,1h,2024-08,-0.011903,-0.005561,-0.005561,-7.653e-05,-6.44e-06,-6.44e-06
q158_cntp_20h,1h,2024-09,-0.011016,-0.009815,-0.006924,-0.00011593,-6.348e-05,-3.382e-05
q158_cntp_20h,1h,2024-10,-0.021298,-0.014739,-0.009799,-0.00022648,-0.00013965,-7.235e-05
q158_cntp_20h,1h,2024-11,-0.001627,-0.011314,-0.008437,0.00023003,-3.746e-05,-2.195e-05
q158_cntp_20h,1h,2024-12,-0.022859,-0.015261,-0.012538,-0.00023889,-7.845e-05,-7.096e-05
q158_cntp_20h,1h,2025-01,0.000501,-0.007995,-0.011367,1.064e-05,5.9e-07,-6.953e-05
q158_cntp_20h,1h,2025-02,0.002343,-0.006672,-0.008993,0.00017919,-1.635e-05,-2.691e-05
q158_cntp_20h,1h,2025-03,-0.007746,-0.001634,-0.008448,-0.00024083,-1.7e-05,-4.772e-05
q158_cntp_20h,1h,2025-04,-0.00673,-0.004044,-0.00602,1.634e-05,-1.51e-05,-7.25e-06
q158_cntp_20h,1h,2025-05,-0.013614,-0.009363,-0.008018,-6.561e-05,-9.67e-05,-5.653e-05
q158_cntp_20h,1h,2025-06,-0.007173,-0.009172,-0.005403,-3.811e-05,-2.913e-05,-2.306e-05
q158_cntp_20h,1h,2025-07,-0.012439,-0.011075,-0.00756,0.00013082,9.03e-06,-3.03e-06
q158_cntp_20h,1h,2025-08,-0.0053,-0.008304,-0.008834,0.00039871,0.00016381,3.355e-05
q158_cntp_20h,1h,2025-09,-0.018683,-0.012141,-0.010657,-5.143e-05,0.00015937,6.512e-05
q158_cntp_20h,1h,2025-10,-0.013596,-0.012526,-0.011801,0.00034286,0.00023005,0.00011954
q158_cntp_20h,1h,2025-11,-0.009733,-0.014004,-0.011154,0.00023603,0.00017582,0.00016981
q158_cntp_20h,1h,2025-12,-0.012065,-0.011798,-0.011969,0.00019815,0.00025901,0.00020919
q158_cntp_20h,1h,2026-01,-0.00847,-0.010089,-0.011308,0.00036715,0.00026711,0.00024858
q158_cntp_20h,1h,2026-02,-0.012826,-0.01112,-0.012562,-3.447e-05,0.00017694,0.00017638
q158_cntp_20h,1h,2026-03,-0.014612,-0.011969,-0.011884,-0.00011784,7.161e-05,0.00016531
q158_cntp_20h,1h,2026-04,-0.015812,-0.014417,-0.012253,-2.356e-05,-5.862e-05,0.00010424
q158_cntp_20h,1h,2026-05,-0.008848,-0.01309,-0.012105,-0.00011411,-8.517e-05,4.589e-05
q158_cntp_20h,1h,2026-06,-0.004131,-0.009597,-0.010783,0.00038135,8.123e-05,7.642e-05
q158_cntp_20h,24h,2024-06,0.033153,0.033153,0.033153,0.00291931,0.00291931,0.00291931
q158_cntp_20h,24h,2024-07,0.005769,0.019461,0.019461,0.00143458,0.00217695,0.00217695
q158_cntp_20h,24h,2024-08,0.013851,0.017591,0.017591,0.00101686,0.00179025,0.00179025
q158_cntp_20h,24h,2024-09,-0.002318,0.005767,0.012614,-0.00082934,0.0005407,0.00113535
q158_cntp_20h,24h,2024-10,-0.043409,-0.010625,0.001409,-0.00447209,-0.00142819,1.386e-05
q158_cntp_20h,24h,2024-11,0.03803,-0.002566,0.007513,0.00634904,0.0003492,0.00106973
q158_cntp_20h,24h,2024-12,-0.019245,-0.008208,-0.00122,-0.00052974,0.00044907,0.00049489
q158_cntp_20h,24h,2025-01,0.02098,0.013255,0.001315,0.00472868,0.00351599,0.0010439
q158_cntp_20h,24h,2025-02,0.022217,0.007984,0.002709,0.00569082,0.00329659,0.0018229
q158_cntp_20h,24h,2025-03,0.014596,0.019264,0.005528,0.00092363,0.00378104,0.00211506
q158_cntp_20h,24h,2025-04,-0.012899,0.007971,0.010613,-0.00153858,0.00169196,0.00260398
q158_cntp_20h,24h,2025-05,-0.032036,-0.010113,-0.001064,-0.00395644,-0.0015238,0.0008864
q158_cntp_20h,24h,2025-06,-0.004786,-0.016573,0.001345,0.0013518,-0.00138107,0.00119998
q158_cntp_20h,24h,2025-07,-0.009057,-0.015293,-0.003661,0.00143486,-0.00038993,0.00065101
q158_cntp_20h,24h,2025-08,0.004235,-0.003202,-0.006658,0.00595865,0.0029151,0.00069565
q158_cntp_20h,24h,2025-09,-0.025154,-0.009992,-0.013283,0.00369215,0.00369522,0.00115707
q158_cntp_20h,24h,2025-10,-0.008455,-0.009791,-0.012542,0.00235798,0.00400293,0.0018065
q158_cntp_20h,24h,2025-11,-0.003661,-0.012424,-0.007813,0.00290011,0.00298341,0.00294926
q158_cntp_20h,24h,2025-12,-0.003158,-0.005092,-0.007542,-0.00074844,0.00150322,0.00259922
q158_cntp_20h,24h,2026-01,0.001446,-0.001791,-0.005791,0.00390294,0.0020182,0.00301057
q158_cntp_20h,24h,2026-02,-0.027764,-0.009825,-0.011124,-0.00128267,0.00062394,0.00180368
q158_cntp_20h,24h,2026-03,-0.03056,-0.018959,-0.012026,-0.00163927,0.000327,0.00091511
q158_cntp_20h,24h,2026-04,-0.048505,-0.03561,-0.0187,-0.00157816,-0.00150003,0.00025909
q158_cntp_20h,24h,2026-05,0.001829,-0.025745,-0.017785,0.00237872,-0.00027957,0.00017219
q158_cntp_20h,24h,2026-06,0.027873,-0.006268,-0.012614,0.01029904,0.00369987,0.00201343
q158_cntp_20h,4h,2024-06,0.003785,0.003785,0.003785,0.00027942,0.00027942,0.00027942
q158_cntp_20h,4h,2024-07,-0.010339,-0.003277,-0.003277,-0.00034342,-3.2e-05,-3.2e-05
q158_cntp_20h,4h,2024-08,-0.016486,-0.00768,-0.00768,-0.00031673,-0.00012691,-0.00012691
q158_cntp_20h,4h,2024-09,-0.00608,-0.010968,-0.00728,-0.00017219,-0.00027745,-0.00013823
q158_cntp_20h,4h,2024-10,-0.026458,-0.016341,-0.011115,-0.0005832,-0.00035737,-0.00022722
q158_cntp_20h,4h,2024-11,0.010298,-0.007413,-0.007546,0.00096201,6.887e-05,-2.902e-05
q158_cntp_20h,4h,2024-12,-0.028476,-0.014878,-0.012923,-0.00025161,4.24e-05,-0.00011752
q158_cntp_20h,4h,2025-01,-0.00012,-0.006099,-0.01122,0.00029941,0.0003366,-1.038e-05
q158_cntp_20h,4h,2025-02,0.004291,-0.008102,-0.007757,0.00073898,0.00026226,0.00016557
q158_cntp_20h,4h,2025-03,-0.011849,-0.002559,-0.008719,-0.00077696,8.714e-05,6.477e-05
q158_cntp_20h,4h,2025-04,-0.003409,-0.003656,-0.004877,0.00018384,4.862e-05,0.00019261
q158_cntp_20h,4h,2025-05,-0.023536,-0.012931,-0.010517,-0.0001298,-0.00024097,1.064e-05
q158_cntp_20h,4h,2025-06,-0.01145,-0.012799,-0.007679,-6.139e-05,-2.45e-06,4.235e-05
q158_cntp_20h,4h,2025-07,-0.010724,-0.015237,-0.009446,0.0007071,0.00017197,0.00011029
q158_cntp_20h,4h,2025-08,0.00374,-0.006145,-0.009538,0.00178422,0.00080998,0.0002845
q158_cntp_20h,4h,2025-09,-0.020861,-0.009282,-0.01104,0.00033866,0.00094333,0.00047044
q158_cntp_20h,4h,2025-10,-0.015061,-0.010727,-0.012982,0.00153312,0.00121867,0.00069532
q158_cntp_20h,4h,2025-11,-0.007577,-0.0145,-0.010322,0.00106006,0.00097728,0.00089363
q158_cntp_20h,4h,2025-12,-0.012957,-0.011865,-0.010573,0.00051936,0.00103751,0.00099042
q158_cntp_20h,4h,2026-01,-0.005879,-0.008804,-0.009766,0.00145638,0.00101193,0.0011153
q158_cntp_20h,4h,2026-02,-0.024992,-0.014609,-0.014554,7.011e-05,0.00068195,0.00082962
q158_cntp_20h,4h,2026-03,-0.032943,-0.021271,-0.016568,-0.00075176,0.00025824,0.00064788
q158_cntp_20h,4h,2026-04,-0.030269,-0.029401,-0.019103,-0.00013189,-0.00027118,0.00037038
q158_cntp_20h,4h,2026-05,-0.014603,-0.025938,-0.020274,-0.00014932,-0.00034432,0.00016881
q158_cntp_20h,4h,2026-06,0.004038,-0.013611,-0.017441,0.00208793,0.00060224,0.00043024
q158_cntp_20h,72h,2024-06,0.049817,0.049817,0.049817,0.0069229,0.0069229,0.0069229
q158_cntp_20h,72h,2024-07,-0.006754,0.021531,0.021531,-0.00497873,0.00097209,0.00097209
q158_cntp_20h,72h,2024-08,0.008944,0.017336,0.017336,0.0015118,0.00115199,0.00115199
q158_cntp_20h,72h,2024-09,0.011052,0.004414,0.015765,-0.00089464,-0.00145386,0.00064033
q158_cntp_20h,72h,2024-10,-0.044732,-0.008245,0.003665,-0.00839568,-0.00259284,-0.00116687
q158_cntp_20h,72h,2024-11,0.050997,0.005772,0.011554,0.0140442,0.00158463,0.00136831
q158_cntp_20h,72h,2024-12,-0.025424,-0.006387,-0.000986,-0.00370843,0.0006467,-0.00040358
q158_cntp_20h,72h,2025-01,0.044507,0.02336,0.007557,0.012302,0.00754592,0.00247654
q158_cntp_20h,72h,2025-02,-0.009281,0.003267,0.00452,0.00182699,0.00347352,0.00252907
q158_cntp_20h,72h,2025-03,-0.00274,0.010829,0.002221,-0.00014262,0.00466212,0.00265441
q158_cntp_20h,72h,2025-04,-0.005078,-0.0057,0.00883,-0.00269281,-0.00033615,0.00360489
q158_cntp_20h,72h,2025-05,-0.026909,-0.011576,-0.004154,-0.0052919,-0.00270911,0.00038221
q158_cntp_20h,72h,2025-06,-0.014867,-0.015618,-0.002395,-0.00057483,-0.00285318,0.00090447
q158_cntp_20h,72h,2025-07,-0.000734,-0.01417,-0.009935,0.0073673,0.00050019,8.202e-05
q158_cntp_20h,72h,2025-08,-0.010768,-0.00879,-0.010183,0.02576771,0.01085339,0.00407214
q158_cntp_20h,72h,2025-09,-0.01431,-0.008604,-0.012111,0.00763507,0.01359003,0.00536842
q158_cntp_20h,72h,2025-10,0.008053,-0.005675,-0.009922,0.01741839,0.01694039,0.00872029
q158_cntp_20h,72h,2025-11,-0.006239,-0.004165,-0.006477,-0.00384519,0.00706942,0.00896141
q158_cntp_20h,72h,2025-12,-0.005808,-0.001331,-0.004968,-0.00836729,0.0017353,0.00766266
q158_cntp_20h,72h,2026-01,0.010532,-0.000505,-0.00309,0.00860493,-0.00120252,0.00786894
q158_cntp_20h,72h,2026-02,-0.011766,-0.002347,-0.003256,0.00233681,0.00085815,0.00396379
q158_cntp_20h,72h,2026-03,-0.010851,-0.004028,-0.00268,0.00114714,0.00402963,0.00288247
q158_cntp_20h,72h,2026-04,-0.033785,-0.018801,-0.009653,0.00977462,0.00441952,0.0016085
q158_cntp_20h,72h,2026-05,0.002908,-0.013909,-0.008128,0.00926131,0.00672769,0.00379292
q158_cntp_20h,72h,2026-06,0.00618,-0.008233,-0.00613,0.01014272,0.00972622,0.00687792
q158_qtld_20h,1h,2024-06,0.017783,0.017783,0.017783,-0.00013058,-0.00013058,-0.00013058
q158_qtld_20h,1h,2024-07,0.030262,0.024022,0.024022,-7e-06,-6.879e-05,-6.879e-05
q158_qtld_20h,1h,2024-08,0.047156,0.031734,0.031734,0.00020287,2.176e-05,2.176e-05
q158_qtld_20h,1h,2024-09,0.038863,0.03876,0.033516,-0.00013032,2.185e-05,-1.626e-05
q158_qtld_20h,1h,2024-10,0.056754,0.047591,0.038164,0.00031711,0.00012989,5.042e-05
q158_qtld_20h,1h,2024-11,0.045851,0.047156,0.039445,-0.00011873,2.269e-05,2.222e-05
q158_qtld_20h,1h,2024-12,0.056027,0.052877,0.045819,0.00027614,0.00015817,9.001e-05
q158_qtld_20h,1h,2025-01,0.028602,0.043493,0.045542,-0.000109,1.614e-05,7.301e-05
q158_qtld_20h,1h,2025-02,0.020941,0.03519,0.041173,-0.00023663,-2.316e-05,-2.4e-07
q158_qtld_20h,1h,2025-03,0.034326,0.027956,0.040417,0.00022849,-3.905e-05,5.956e-05
q158_qtld_20h,1h,2025-04,0.038785,0.031351,0.037422,0.000292,9.462e-05,5.538e-05
q158_qtld_20h,1h,2025-05,0.030552,0.034554,0.034872,-0.00020137,0.00010637,4.161e-05
q158_qtld_20h,1h,2025-06,0.042577,0.037305,0.032631,0.00018096,9.053e-05,2.574e-05
q158_qtld_20h,1h,2025-07,0.045023,0.039384,0.035367,-0.0002249,-8.177e-05,6.43e-06
q158_qtld_20h,1h,2025-08,0.043039,0.043547,0.03905,-0.00016479,-6.958e-05,1.84e-05
q158_qtld_20h,1h,2025-09,0.040458,0.04284,0.040072,-0.00039587,-0.00026185,-8.566e-05
q158_qtld_20h,1h,2025-10,0.042453,0.041983,0.040684,-0.00028841,-0.00028302,-0.0001824
q158_qtld_20h,1h,2025-11,0.044789,0.042567,0.043057,-0.00024768,-0.00031065,-0.00019012
q158_qtld_20h,1h,2025-12,0.047904,0.045048,0.043944,4.629e-05,-0.00016327,-0.00021256
q158_qtld_20h,1h,2026-01,0.042925,0.045206,0.043595,-1.489e-05,-7.209e-05,-0.00017756
q158_qtld_20h,1h,2026-02,0.031696,0.040842,0.041704,-9.138e-05,-1.999e-05,-0.00016532
q158_qtld_20h,1h,2026-03,0.029188,0.034603,0.039826,-0.00020098,-0.00010242,-0.00013284
q158_qtld_20h,1h,2026-04,0.032844,0.031243,0.038224,-0.00026214,-0.00018483,-0.00012846
q158_qtld_20h,1h,2026-05,0.040166,0.034066,0.037454,7.865e-05,-0.00012816,-7.407e-05
q158_qtld_20h,1h,2026-06,0.032513,0.035175,0.034889,-0.0003416,-0.00017503,-0.00013872
q158_qtld_20h,24h,2024-06,0.033731,0.033731,0.033731,0.00034286,0.00034286,0.00034286
q158_qtld_20h,24h,2024-07,0.02745,0.030591,0.030591,-0.00116654,-0.00041184,-0.00041184
q158_qtld_20h,24h,2024-08,0.031753,0.030978,0.030978,0.00138523,0.00018718,0.00018718
q158_qtld_20h,24h,2024-09,0.020188,0.026464,0.028281,-0.00187449,-0.00055193,-0.00032823
q158_qtld_20h,24h,2024-10,0.067721,0.039887,0.036169,0.00288642,0.00079905,0.0003147
q158_qtld_20h,24h,2024-11,0.047369,0.045093,0.038035,-0.0019615,-0.00031652,-6.467e-05
q158_qtld_20h,24h,2024-12,0.060489,0.058526,0.042495,0.00135109,0.00075867,0.00010337
q158_qtld_20h,24h,2025-01,0.035492,0.047783,0.043835,-0.00118492,-0.00059844,0.0001003
q158_qtld_20h,24h,2025-02,0.032985,0.042988,0.044041,-0.00126758,-0.00036714,-0.00034183
q158_qtld_20h,24h,2025-03,0.030002,0.032826,0.045676,0.0016251,-0.0002758,0.00024143
q158_qtld_20h,24h,2025-04,0.032758,0.031915,0.039849,-0.00436327,-0.00133525,-0.00096685
q158_qtld_20h,24h,2025-05,0.063287,0.042016,0.042502,-0.0006249,-0.00112102,-0.00074408
q158_qtld_20h,24h,2025-06,0.044092,0.046712,0.039769,0.00145916,-0.00117634,-0.00072607
q158_qtld_20h,24h,2025-07,0.046711,0.051363,0.041639,-0.00323467,-0.00080014,-0.00106769
q158_qtld_20h,24h,2025-08,0.02925,0.040018,0.041017,-0.00650626,-0.00276059,-0.00194081
q158_qtld_20h,24h,2025-09,0.048337,0.041433,0.044072,-0.00703347,-0.00559147,-0.0033839
q158_qtld_20h,24h,2025-10,0.067083,0.048223,0.049793,-0.00039592,-0.00464522,-0.00272268
q158_qtld_20h,24h,2025-11,0.069465,0.061628,0.050823,0.00060825,-0.00227371,-0.00251715
q158_qtld_20h,24h,2025-12,0.060111,0.065553,0.053493,0.0010366,0.00041631,-0.00258758
q158_qtld_20h,24h,2026-01,0.049657,0.059744,0.053984,-0.00356148,-0.00063888,-0.00264205
q158_qtld_20h,24h,2026-02,0.065869,0.058545,0.060087,0.00127153,-0.00041778,-0.00134575
q158_qtld_20h,24h,2026-03,0.048915,0.054814,0.060183,-0.00133825,-0.0012094,-0.00039655
q158_qtld_20h,24h,2026-04,0.087187,0.067324,0.063534,-0.00261177,-0.00089283,-0.00076585
q158_qtld_20h,24h,2026-05,0.041049,0.059051,0.058798,-0.00339354,-0.00244785,-0.00143282
q158_qtld_20h,24h,2026-06,-0.007111,0.040375,0.047594,-0.01357554,-0.00652695,-0.00386818
q158_qtld_20h,4h,2024-06,0.022433,0.022433,0.022433,-0.00023143,-0.00023143,-0.00023143
q158_qtld_20h,4h,2024-07,0.049102,0.035768,0.035768,0.00053492,0.00015175,0.00015175
q158_qtld_20h,4h,2024-08,0.058002,0.043179,0.043179,0.00076484,0.00035611,0.00035611
q158_qtld_20h,4h,2024-09,0.021508,0.042871,0.037761,-0.00089557,0.00013473,4.319e-05
q158_qtld_20h,4h,2024-10,0.064469,0.047993,0.043103,0.00074412,0.00020446,0.00018338
q158_qtld_20h,4h,2024-11,0.042395,0.042791,0.042985,-0.00036842,-0.00017329,9.141e-05
q158_qtld_20h,4h,2024-12,0.054761,0.053875,0.048373,0.00033591,0.0002372,0.00018597
q158_qtld_20h,4h,2025-01,0.036128,0.044428,0.04621,-0.00016509,-6.587e-05,6.93e-05
q158_qtld_20h,4h,2025-02,0.018746,0.036545,0.039668,-0.00098537,-0.00027152,-0.0002224
q158_qtld_20h,4h,2025-03,0.047389,0.034087,0.043981,0.00091875,-7.724e-05,7.998e-05
q158_qtld_20h,4h,2025-04,0.038878,0.035004,0.039716,-0.00042066,-0.00016243,-0.00011415
q158_qtld_20h,4h,2025-05,0.033653,0.039973,0.038259,-0.00097982,-0.00016058,-0.00021605
q158_qtld_20h,4h,2025-06,0.060015,0.044182,0.039135,0.00081559,-0.00019496,-0.0001361
q158_qtld_20h,4h,2025-07,0.051863,0.04851,0.041757,-0.00103538,-0.00039987,-0.00028115
q158_qtld_20h,4h,2025-08,0.037465,0.049781,0.044877,-0.00109509,-0.00043829,-0.00029943
q158_qtld_20h,4h,2025-09,0.042351,0.043893,0.044037,-0.00165041,-0.00126029,-0.00072763
q158_qtld_20h,4h,2025-10,0.055033,0.04495,0.04673,-0.00117377,-0.00130642,-0.00085315
q158_qtld_20h,4h,2025-11,0.059949,0.052444,0.051113,-0.00050686,-0.00111035,-0.00077432
q158_qtld_20h,4h,2025-12,0.063281,0.059421,0.051657,0.00036555,-0.00043836,-0.00084933
q158_qtld_20h,4h,2026-01,0.04275,0.055327,0.050138,-0.00091071,-0.00035067,-0.00082855
q158_qtld_20h,4h,2026-02,0.043302,0.049778,0.051111,-0.0003874,-0.00031085,-0.0007106
q158_qtld_20h,4h,2026-03,0.047115,0.044389,0.051905,-0.00027937,-0.00052583,-0.00048209
q158_qtld_20h,4h,2026-04,0.050576,0.046998,0.051162,-0.00122226,-0.00062968,-0.00049017
q158_qtld_20h,4h,2026-05,0.056171,0.051287,0.050533,-2.071e-05,-0.00050745,-0.00040915
q158_qtld_20h,4h,2026-06,0.029456,0.045401,0.044895,-0.00128769,-0.00084355,-0.00068469
q158_qtld_20h,72h,2024-06,0.001863,0.001863,0.001863,-0.00321442,-0.00321442,-0.00321442
q158_qtld_20h,72h,2024-07,0.048643,0.025253,0.025253,0.00546099,0.00112328,0.00112328
q158_qtld_20h,72h,2024-08,0.014688,0.021731,0.021731,0.00080138,0.00101598,0.00101598
q158_qtld_20h,72h,2024-09,0.029208,0.030846,0.0236,-0.00222246,0.00134664,0.00020637
q158_qtld_20h,72h,2024-10,0.080608,0.041501,0.035002,0.00782419,0.00213437,0.00172994
q158_qtld_20h,72h,2024-11,-0.008689,0.033709,0.02772,-0.01805734,-0.00415187,-0.00156794
q158_qtld_20h,72h,2024-12,0.048715,0.040211,0.035529,0.00152934,-0.00290127,-0.00077732
q158_qtld_20h,72h,2025-01,0.030837,0.023621,0.032561,0.00312235,-0.00446855,-0.00116709
q158_qtld_20h,72h,2025-02,0.054323,0.044625,0.039167,0.00448852,0.00304674,-0.00055257
q158_qtld_20h,72h,2025-03,0.032699,0.039287,0.039749,0.00632442,0.0046451,0.00087191
q158_qtld_20h,72h,2025-04,0.005865,0.030963,0.027292,-0.01301906,-0.00073537,-0.00260196
q158_qtld_20h,72h,2025-05,0.046005,0.02819,0.036408,-0.00401695,-0.00357053,-0.0002619
q158_qtld_20h,72h,2025-06,0.083431,0.045101,0.042194,0.00640879,-0.00354241,0.00055134
q158_qtld_20h,72h,2025-07,0.041433,0.056956,0.043959,-0.0039443,-0.00051749,-0.00062643
q158_qtld_20h,72h,2025-08,0.062724,0.062529,0.04536,-0.02374371,-0.00709307,-0.0053318
q158_qtld_20h,72h,2025-09,0.020978,0.041712,0.043406,-0.02975376,-0.01914726,-0.01134483
q158_qtld_20h,72h,2025-10,0.044567,0.042757,0.049857,-0.01693311,-0.02347686,-0.01199717
q158_qtld_20h,72h,2025-11,0.0427,0.036082,0.049306,0.00762362,-0.01302108,-0.01005708
q158_qtld_20h,72h,2025-12,0.052508,0.046592,0.044152,0.00629163,-0.00100595,-0.01007661
q158_qtld_20h,72h,2026-01,0.022171,0.039126,0.040942,-0.00925429,0.00155365,-0.0109616
q158_qtld_20h,72h,2026-02,0.031403,0.035361,0.035721,-0.00396743,-0.00231003,-0.00766556
q158_qtld_20h,72h,2026-03,0.034129,0.029234,0.037913,-0.00072979,-0.0046505,-0.00282823
q158_qtld_20h,72h,2026-04,0.053913,0.039815,0.039471,-0.0175767,-0.00742464,-0.00293549
q158_qtld_20h,72h,2026-05,0.019215,0.035752,0.035557,-0.01062824,-0.00964491,-0.00597747
q158_qtld_20h,72h,2026-06,0.021195,0.031441,0.030338,-0.01118836,-0.0131311,-0.0088908
q158_qtlu_20h,1h,2024-06,-0.009679,-0.009679,-0.009679,-0.00021624,-0.00021624,-0.00021624
q158_qtlu_20h,1h,2024-07,0.008929,-0.000375,-0.000375,-8.219e-05,-0.00014922,-0.00014922
q158_qtlu_20h,1h,2024-08,0.022519,0.007256,0.007256,8.306e-05,-7.179e-05,-7.179e-05
q158_qtlu_20h,1h,2024-09,0.031757,0.021068,0.013382,-1.392e-05,-4.35e-06,-5.732e-05
q158_qtlu_20h,1h,2024-10,0.031834,0.028703,0.017072,7.795e-05,4.903e-05,-3.027e-05
q158_qtlu_20h,1h,2024-11,0.031065,0.031552,0.019404,2.601e-05,3.001e-05,-2.089e-05
q158_qtlu_20h,1h,2024-12,0.041089,0.034663,0.027866,0.00027134,0.0001251,6.037e-05
q158_qtlu_20h,1h,2025-01,-0.001697,0.023486,0.026095,-0.00031921,-7.29e-06,2.087e-05
q158_qtlu_20h,1h,2025-02,0.003197,0.014197,0.022874,-0.00034589,-0.00013125,-5.062e-05
