factor_id,horizon,horizon_hours,n_months,rankic_mean,rankic_std,naive_t_stat,naive_n_periods,monthly_naive_t_stat,robust_standard_error,robust_t_stat,robust_p_value,effective_n_proxy,nw_lag,overlap_ratio,tstat_inflation_ratio,significance_class_naive,significance_class_robust,overlap_warning
mom_vol_adjusted_20h,1h,1,25,-0.02033378,0.00841714,-20.4668,17786,-12.0788,0.00166601,-12.2051,0.0,24.03,1,0.0014,1.6769,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,NO_MAJOR_OVERLAP
mom_vol_adjusted_20h,4h,4,25,-0.02546366,0.01535434,-25.0203,17784,-8.292,0.00222276,-11.4559,0.0,25.0,4,0.0056,2.1841,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,MODERATE_OVERLAP
mom_vol_adjusted_20h,24h,24,25,-0.02040282,0.02708773,-20.4706,17764,-3.7661,0.00526925,-3.8721,0.000108,37.12,5,0.0333,5.2868,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,HIGH_OVERLAP
mom_vol_adjusted_20h,72h,72,25,-0.01268311,0.0276418,-13.0742,17716,-2.2942,0.00373226,-3.3982,0.000678,279.68,5,0.1,3.8473,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,SEVERE_OVERLAP
price_pos_120h,1h,1,25,-0.01240022,0.00915686,-12.0107,17687,-6.771,0.00189136,-6.5563,0.0,20.46,1,0.0014,1.8319,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,NO_MAJOR_OVERLAP
price_pos_120h,4h,4,25,-0.01477299,0.0147321,-14.1338,17685,-5.0139,0.00240211,-6.15,0.0,695.82,4,0.0056,2.2982,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,MODERATE_OVERLAP
price_pos_120h,24h,24,25,-0.00687191,0.0287832,-6.6854,17665,-1.1937,0.0043898,-1.5654,0.117483,165.28,5,0.0333,4.2707,ROBUST_SIGNIFICANT_NEGATIVE,NAIVE_ONLY_SIGNIFICANT,HIGH_OVERLAP
price_pos_120h,72h,72,25,0.00255032,0.04327172,3.2908,17617,0.2947,0.00670583,0.3803,0.703712,25.0,5,0.1,8.6528,ROBUST_SIGNIFICANT_POSITIVE,NAIVE_ONLY_SIGNIFICANT,SEVERE_OVERLAP
price_pos_24h,1h,1,25,-0.02078283,0.00935116,-20.696,17783,-11.1124,0.00194004,-10.7126,0.0,20.13,1,0.0014,1.9319,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,NO_MAJOR_OVERLAP
price_pos_24h,4h,4,25,-0.02023687,0.01364404,-19.8453,17781,-7.416,0.00216541,-9.3455,0.0,61.05,4,0.0056,2.1235,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,MODERATE_OVERLAP
price_pos_24h,24h,24,25,-0.00833148,0.02294261,-9.0024,17761,-1.8157,0.00396677,-2.1003,0.035701,75.0,5,0.0333,4.2862,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,HIGH_OVERLAP
price_pos_24h,72h,72,25,0.00169974,0.02684075,1.5217,17713,0.3166,0.00326893,0.52,0.603087,25.0,5,0.1,2.9265,NOT_SIGNIFICANT,NOT_SIGNIFICANT,SEVERE_OVERLAP
price_pos_72h,1h,1,25,-0.01538572,0.00933743,-15.1282,17735,-8.2387,0.00191159,-8.0487,0.0,21.13,1,0.0014,1.8796,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,NO_MAJOR_OVERLAP
price_pos_72h,4h,4,25,-0.01771309,0.01478393,-17.2105,17733,-5.9907,0.0023775,-7.4503,0.0,83.38,4,0.0056,2.31,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,MODERATE_OVERLAP
price_pos_72h,24h,24,25,-0.01046396,0.0281626,-10.0922,17713,-1.8578,0.00379329,-2.7585,0.005806,143.89,5,0.0333,3.6585,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,HIGH_OVERLAP
price_pos_72h,72h,72,25,0.00171555,0.03976311,2.4408,17665,0.2157,0.00531742,0.3226,0.746977,25.0,5,0.1,7.5654,ROBUST_SIGNIFICANT_POSITIVE,NAIVE_ONLY_SIGNIFICANT,SEVERE_OVERLAP
price_volume_corr_20h,1h,1,25,-0.02132877,0.00673222,-25.2656,17766,-15.8408,0.00149556,-14.2614,0.0,15.92,1,0.0014,1.7716,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,NO_MAJOR_OVERLAP
price_volume_corr_20h,4h,4,25,-0.03109276,0.01090827,-36.3568,17764,-14.2519,0.00201219,-15.4522,0.0,31.22,4,0.0056,2.3529,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,MODERATE_OVERLAP
price_volume_corr_20h,24h,24,25,-0.03876726,0.01909877,-46.3692,17744,-10.1492,0.00397673,-9.7485,0.0,21.66,5,0.0333,4.7565,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,HIGH_OVERLAP
price_volume_corr_20h,72h,72,25,-0.03542744,0.01830697,-42.5232,17696,-9.6759,0.00216357,-16.3745,0.0,58.2,5,0.1,2.5969,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,SEVERE_OVERLAP
q158_beta_20h,1h,1,25,-0.01283792,0.00707077,-11.1663,17787,-9.0782,0.0015182,-8.456,0.0,17.84,1,0.0014,1.3205,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,NO_MAJOR_OVERLAP
q158_beta_20h,4h,4,25,-0.02031018,0.01293508,-17.3931,17785,-7.8508,0.00229575,-8.8469,0.0,47.43,4,0.0056,1.966,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,MODERATE_OVERLAP
q158_beta_20h,24h,24,25,-0.02354852,0.02498394,-20.3019,17765,-4.7127,0.00516695,-4.5575,5e-06,26.92,5,0.0333,4.4546,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,HIGH_OVERLAP
q158_beta_20h,72h,72,25,-0.0145225,0.02826155,-12.5132,17717,-2.5693,0.00394969,-3.6769,0.000236,100.11,5,0.1,3.4032,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,SEVERE_OVERLAP
q158_cntd_20h,1h,1,25,-0.0090626,0.00660577,-10.8132,17786,-6.8596,0.00117637,-7.7039,0.0,38.36,1,0.0014,1.4036,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,NO_MAJOR_OVERLAP
q158_cntd_20h,4h,4,25,-0.01071958,0.01238863,-12.7035,17784,-4.3264,0.00213159,-5.0289,0.0,67.9,4,0.0056,2.5261,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,MODERATE_OVERLAP
q158_cntd_20h,24h,24,25,-0.00247142,0.02387737,-3.6968,17764,-0.5175,0.00451431,-0.5475,0.58406,29.39,5,0.0333,6.7526,ROBUST_SIGNIFICANT_NEGATIVE,NAIVE_ONLY_SIGNIFICANT,HIGH_OVERLAP
q158_cntd_20h,72h,72,25,-3.7e-06,0.02296334,-0.254,17716,-0.0008,0.00375004,-0.001,0.999212,30.11,5,0.1,257.213,NOT_SIGNIFICANT,NOT_SIGNIFICANT,SEVERE_OVERLAP
q158_cntn_20h,1h,1,25,0.00777691,0.00647295,9.3114,17786,6.0072,0.00109437,7.1063,0.0,51.15,1,0.0014,1.3103,ROBUST_SIGNIFICANT_POSITIVE,ROBUST_SIGNIFICANT_POSITIVE,NO_MAJOR_OVERLAP
q158_cntn_20h,4h,4,25,0.00928275,0.01222788,11.0645,17784,3.7957,0.00206391,4.4977,7e-06,69.46,4,0.0056,2.4601,ROBUST_SIGNIFICANT_POSITIVE,ROBUST_SIGNIFICANT_POSITIVE,MODERATE_OVERLAP
q158_cntn_20h,24h,24,25,0.00093121,0.02395658,1.9392,17764,0.1944,0.00454538,0.2049,0.837675,30.29,5,0.0333,9.4656,NOT_SIGNIFICANT,NOT_SIGNIFICANT,HIGH_OVERLAP
q158_cntn_20h,72h,72,25,-0.0018485,0.02260887,-2.0229,17716,-0.4088,0.00376692,-0.4907,0.623625,28.76,5,0.1,4.1223,ROBUST_SIGNIFICANT_NEGATIVE,NAIVE_ONLY_SIGNIFICANT,SEVERE_OVERLAP
q158_cntp_20h,1h,1,25,-0.00969665,0.00657262,-11.8747,17786,-7.3765,0.00119719,-8.0995,0.0,34.34,1,0.0014,1.4661,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,NO_MAJOR_OVERLAP
q158_cntp_20h,4h,4,25,-0.01151662,0.01206412,-13.9363,17784,-4.7731,0.00199803,-5.764,0.0,103.52,4,0.0056,2.4178,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,MODERATE_OVERLAP
q158_cntp_20h,24h,24,25,-0.00348108,0.02305554,-4.9503,17764,-0.7549,0.00428796,-0.8118,0.416891,30.28,5,0.0333,6.0977,ROBUST_SIGNIFICANT_NEGATIVE,NAIVE_ONLY_SIGNIFICANT,HIGH_OVERLAP
q158_cntp_20h,72h,72,25,-0.00148221,0.02325761,-2.1088,17716,-0.3187,0.0036409,-0.4071,0.683935,32.54,5,0.1,5.1801,ROBUST_SIGNIFICANT_NEGATIVE,NAIVE_ONLY_SIGNIFICANT,SEVERE_OVERLAP
q158_cord_20h,1h,1,25,-0.02159393,0.00655117,-25.5756,17766,-16.481,0.0014458,-14.9356,0.0,16.27,1,0.0014,1.7124,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,NO_MAJOR_OVERLAP
q158_cord_20h,4h,4,25,-0.03122095,0.01046153,-36.5518,17764,-14.9218,0.00186288,-16.7595,0.0,33.71,4,0.0056,2.181,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,MODERATE_OVERLAP
q158_cord_20h,24h,24,25,-0.0382059,0.01962618,-45.7255,17744,-9.7334,0.00406753,-9.3929,0.0,24.59,5,0.0333,4.8681,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,HIGH_OVERLAP
q158_cord_20h,72h,72,25,-0.03465203,0.01850464,-41.6062,17696,-9.3631,0.00231434,-14.9727,0.0,59.85,5,0.1,2.7788,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,SEVERE_OVERLAP
q158_corr_20h,1h,1,25,-0.01987854,0.00568745,-22.6817,17787,-17.4758,0.00128988,-15.4112,0.0,14.89,1,0.0014,1.4718,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,NO_MAJOR_OVERLAP
q158_corr_20h,4h,4,25,-0.03078378,0.0108365,-34.684,17785,-14.2037,0.00242429,-12.6981,0.0,23.9,4,0.0056,2.7314,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,MODERATE_OVERLAP
q158_corr_20h,24h,24,25,-0.04290615,0.01709309,-49.1868,17765,-12.5507,0.0034942,-12.2793,0.0,20.68,5,0.0333,4.0057,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,HIGH_OVERLAP
q158_corr_20h,72h,72,25,-0.04123572,0.01715354,-47.4912,17717,-12.0196,0.00253711,-16.253,0.0,35.47,5,0.1,2.922,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,SEVERE_OVERLAP
q158_high_low_range,1h,1,25,-0.03672425,0.01052638,-24.1094,17805,-17.4439,0.00245974,-14.9302,0.0,13.56,1,0.0014,1.6148,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,NO_MAJOR_OVERLAP
q158_high_low_range,4h,4,25,-0.05222852,0.01407306,-35.0851,17803,-18.5562,0.00323146,-16.1625,0.0,23.25,4,0.0056,2.1708,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,MODERATE_OVERLAP
q158_high_low_range,24h,24,25,-0.07925783,0.02917848,-53.7869,17783,-13.5816,0.00537531,-14.7448,0.0,32.71,5,0.0333,3.6479,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,HIGH_OVERLAP
q158_high_low_range,72h,72,25,-0.08975107,0.04638798,-62.2471,17735,-9.674,0.00590944,-15.1877,0.0,147.37,5,0.1,4.0985,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,SEVERE_OVERLAP
q158_imax_20h,1h,1,25,0.00878537,0.00614512,10.1602,17787,7.1482,0.00126632,6.9377,0.0,20.63,1,0.0014,1.4645,ROBUST_SIGNIFICANT_POSITIVE,ROBUST_SIGNIFICANT_POSITIVE,NO_MAJOR_OVERLAP
q158_imax_20h,4h,4,25,0.01242377,0.01248378,14.4978,17785,4.976,0.00205241,6.0533,0.0,224.08,4,0.0056,2.395,ROBUST_SIGNIFICANT_POSITIVE,ROBUST_SIGNIFICANT_POSITIVE,MODERATE_OVERLAP
q158_imax_20h,24h,24,25,0.00785637,0.01674757,9.6992,17765,2.3455,0.00315785,2.4879,0.012851,40.6,5,0.0333,3.8986,ROBUST_SIGNIFICANT_POSITIVE,ROBUST_SIGNIFICANT_POSITIVE,HIGH_OVERLAP
q158_imax_20h,72h,72,25,0.00242864,0.01573274,2.7168,17717,0.7718,0.00271337,0.8951,0.370753,28.62,5,0.1,3.0353,ROBUST_SIGNIFICANT_POSITIVE,NAIVE_ONLY_SIGNIFICANT,SEVERE_OVERLAP
q158_imin_20h,1h,1,25,-0.00753321,0.00572073,-9.0457,17756,-6.5841,0.00119874,-6.2843,0.0,19.43,1,0.0014,1.4394,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,NO_MAJOR_OVERLAP
q158_imin_20h,4h,4,25,-0.01056665,0.01101475,-12.7685,17754,-4.7966,0.00204783,-5.1599,0.0,31.52,4,0.0056,2.4745,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,MODERATE_OVERLAP
q158_imin_20h,24h,24,25,-0.01275982,0.01706136,-15.3021,17734,-3.7394,0.00431719,-2.9556,0.003121,12.09,5,0.0333,5.1774,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,HIGH_OVERLAP
q158_imin_20h,72h,72,25,-0.0078783,0.01865105,-9.5861,17686,-2.112,0.00306774,-2.5681,0.010226,42.25,5,0.1,3.7327,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,SEVERE_OVERLAP
q158_imxd_20h,1h,1,25,0.01047158,0.00667961,11.7583,17787,7.8385,0.00130612,8.0173,0.0,25.22,1,0.0014,1.4666,ROBUST_SIGNIFICANT_POSITIVE,ROBUST_SIGNIFICANT_POSITIVE,NO_MAJOR_OVERLAP
q158_imxd_20h,4h,4,25,0.0149584,0.01325639,16.9504,17785,5.642,0.00189038,7.9129,0.0,25.0,4,0.0056,2.1421,ROBUST_SIGNIFICANT_POSITIVE,ROBUST_SIGNIFICANT_POSITIVE,MODERATE_OVERLAP
q158_imxd_20h,24h,24,25,0.0126941,0.0190263,14.4108,17765,3.3359,0.00404267,3.14,0.001689,23.36,5,0.0333,4.5894,ROBUST_SIGNIFICANT_POSITIVE,ROBUST_SIGNIFICANT_POSITIVE,HIGH_OVERLAP
q158_imxd_20h,72h,72,25,0.00591673,0.02007133,6.6764,17717,1.4739,0.00329417,1.7961,0.072475,35.29,5,0.1,3.7171,ROBUST_SIGNIFICANT_POSITIVE,NAIVE_ONLY_SIGNIFICANT,SEVERE_OVERLAP
q158_klen_open,1h,1,25,-0.03702782,0.0105181,-24.3097,17805,-17.602,0.00245784,-15.0652,0.0,13.56,1,0.0014,1.6136,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,NO_MAJOR_OVERLAP
q158_klen_open,4h,4,25,-0.05245697,0.01407645,-35.2479,17803,-18.6329,0.00323133,-16.2339,0.0,23.42,4,0.0056,2.1713,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,MODERATE_OVERLAP
q158_klen_open,24h,24,25,-0.07936137,0.02918269,-53.879,17783,-13.5973,0.00536287,-14.7983,0.0,33.04,5,0.0333,3.6409,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,HIGH_OVERLAP
q158_klen_open,72h,72,25,-0.08976896,0.0463702,-62.2806,17735,-9.6796,0.00590042,-15.214,0.0,147.95,5,0.1,4.0936,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,SEVERE_OVERLAP
q158_klow_open,1h,1,25,-0.02744963,0.00737486,-24.2414,17805,-18.6103,0.00154335,-17.7857,0.0,19.52,1,0.0014,1.363,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,NO_MAJOR_OVERLAP
q158_klow_open,4h,4,25,-0.03238667,0.00802958,-29.2194,17803,-20.1671,0.00138851,-23.3247,0.0,50.8,4,0.0056,1.2527,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,MODERATE_OVERLAP
q158_klow_open,24h,24,25,-0.04614444,0.01680891,-41.7788,17783,-13.7262,0.00292973,-15.7504,0.0,36.57,5,0.0333,2.6526,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,HIGH_OVERLAP
q158_klow_open,72h,72,25,-0.05413986,0.0278417,-49.6557,17735,-9.7228,0.00334962,-16.163,0.0,157.75,5,0.1,3.0722,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,SEVERE_OVERLAP
q158_ksft_open,1h,1,25,-0.03906693,0.01051927,-32.8797,17805,-18.5692,0.00227248,-17.1913,0.0,17.47,1,0.0014,1.9126,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,NO_MAJOR_OVERLAP
q158_ksft_open,4h,4,25,-0.02487026,0.01091936,-21.229,17803,-11.3882,0.00177084,-14.0443,0.0,34.51,4,0.0056,1.5116,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,MODERATE_OVERLAP
q158_ksft_open,24h,24,25,-0.00664819,0.00647599,-5.7727,17783,-5.133,0.00175128,-3.7962,0.000147,9.85,5,0.0333,1.5207,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,HIGH_OVERLAP
q158_ksft_open,72h,72,25,-0.00024332,0.00843618,-0.0288,17735,-0.1442,0.00165025,-0.1474,0.882783,48.15,5,0.1,0.1953,NOT_SIGNIFICANT,NOT_SIGNIFICANT,SEVERE_OVERLAP
q158_ksft_range,1h,1,25,-0.03354614,0.01013569,-36.4073,17805,-16.5485,0.00227711,-14.7319,0.0,15.35,1,0.0014,2.4713,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,NO_MAJOR_OVERLAP
q158_ksft_range,4h,4,25,-0.02118613,0.00937553,-23.1611,17803,-11.2986,0.00174396,-12.1483,0.0,21.14,4,0.0056,1.9065,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,MODERATE_OVERLAP
q158_ksft_range,24h,24,25,-0.00471556,0.00734902,-5.3165,17783,-3.2083,0.00192867,-2.445,0.014486,10.49,5,0.0333,2.1745,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,HIGH_OVERLAP
q158_ksft_range,72h,72,25,0.00038595,0.00889478,0.4872,17735,0.217,0.00165213,0.2336,0.81529,50.25,5,0.1,2.0856,NOT_SIGNIFICANT,NOT_SIGNIFICANT,SEVERE_OVERLAP
q158_kup_open,1h,1,25,-0.01160215,0.0106113,-10.1401,17805,-5.4669,0.00244608,-4.7432,2e-06,14.14,1,0.0014,2.1378,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,NO_MAJOR_OVERLAP
q158_kup_open,4h,4,25,-0.0259261,0.00827243,-23.1322,17803,-15.6702,0.00153552,-16.8843,0.0,44.93,4,0.0056,1.37,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,MODERATE_OVERLAP
q158_kup_open,24h,24,25,-0.04775657,0.01834807,-42.9534,17783,-13.0141,0.00318587,-14.9901,0.0,40.01,5,0.0333,2.8654,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,HIGH_OVERLAP
q158_kup_open,72h,72,25,-0.05525873,0.02775636,-51.0153,17735,-9.9542,0.00321147,-17.2067,0.0,489.64,5,0.1,2.9649,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,SEVERE_OVERLAP
q158_ma_20h,1h,1,25,0.03017855,0.010389,24.8571,17787,14.5243,0.00232675,12.9702,0.0,15.5,1,0.0014,1.9165,ROBUST_SIGNIFICANT_POSITIVE,ROBUST_SIGNIFICANT_POSITIVE,NO_MAJOR_OVERLAP
q158_ma_20h,4h,4,25,0.03435013,0.01317701,28.0088,17785,13.0341,0.00269994,12.7226,0.0,21.78,4,0.0056,2.2015,ROBUST_SIGNIFICANT_POSITIVE,ROBUST_SIGNIFICANT_POSITIVE,MODERATE_OVERLAP
q158_ma_20h,24h,24,25,0.02855161,0.02308961,23.6985,17765,6.1828,0.00500309,5.7068,0.0,19.98,5,0.0333,4.1527,ROBUST_SIGNIFICANT_POSITIVE,ROBUST_SIGNIFICANT_POSITIVE,HIGH_OVERLAP
q158_ma_20h,72h,72,25,0.01498851,0.02736125,12.987,17717,2.739,0.00411159,3.6454,0.000267,61.82,5,0.1,3.5625,ROBUST_SIGNIFICANT_POSITIVE,ROBUST_SIGNIFICANT_POSITIVE,SEVERE_OVERLAP
q158_max_20h,1h,1,25,-0.00482197,0.01209609,-3.7797,17787,-1.9932,0.00257971,-1.8692,0.061596,18.26,1,0.0014,2.0221,ROBUST_SIGNIFICANT_NEGATIVE,NAIVE_ONLY_SIGNIFICANT,NO_MAJOR_OVERLAP
q158_max_20h,4h,4,25,-0.015383,0.01398184,-11.3046,17785,-5.5011,0.00303645,-5.0661,0.0,20.51,4,0.0056,2.2314,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,MODERATE_OVERLAP
q158_max_20h,24h,24,25,-0.04428024,0.02722971,-32.0543,17765,-8.1309,0.0048909,-9.0536,0.0,59.4,5,0.0333,3.5405,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,HIGH_OVERLAP
q158_max_20h,72h,72,25,-0.06258243,0.04138562,-47.9056,17717,-7.5609,0.00499055,-12.5402,0.0,25.0,5,0.1,3.8202,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,SEVERE_OVERLAP
q158_min_20h,1h,1,25,0.04407224,0.0083598,37.5109,17787,26.3596,0.0017819,24.7332,0.0,18.3,1,0.0014,1.5166,ROBUST_SIGNIFICANT_POSITIVE,ROBUST_SIGNIFICANT_POSITIVE,NO_MAJOR_OVERLAP
q158_min_20h,4h,4,25,0.05393279,0.01387975,46.1684,17785,19.4286,0.00126297,42.7032,0.0,25.0,4,0.0056,1.0811,ROBUST_SIGNIFICANT_POSITIVE,ROBUST_SIGNIFICANT_POSITIVE,MODERATE_OVERLAP
q158_min_20h,24h,24,25,0.06514516,0.0243299,54.8047,17765,13.3879,0.003249,20.0508,0.0,98.94,5,0.0333,2.7333,ROBUST_SIGNIFICANT_POSITIVE,ROBUST_SIGNIFICANT_POSITIVE,HIGH_OVERLAP
q158_min_20h,72h,72,25,0.06638574,0.03088116,56.2966,17717,10.7486,0.00335598,19.7813,0.0,71.71,5,0.1,2.8459,ROBUST_SIGNIFICANT_POSITIVE,ROBUST_SIGNIFICANT_POSITIVE,SEVERE_OVERLAP
q158_qtld_20h,1h,1,25,0.03845912,0.00958271,33.6936,17787,20.0669,0.00214654,17.9168,0.0,15.5,1,0.0014,1.8806,ROBUST_SIGNIFICANT_POSITIVE,ROBUST_SIGNIFICANT_POSITIVE,NO_MAJOR_OVERLAP
q158_qtld_20h,4h,4,25,0.04507155,0.01302649,39.0975,17785,17.3,0.00211936,21.2666,0.0,56.33,4,0.0056,1.8384,ROBUST_SIGNIFICANT_POSITIVE,ROBUST_SIGNIFICANT_POSITIVE,MODERATE_OVERLAP
q158_qtld_20h,24h,24,25,0.04535361,0.01988475,39.3866,17765,11.4041,0.00410958,11.0361,0.0,21.65,5,0.0333,3.5689,ROBUST_SIGNIFICANT_POSITIVE,ROBUST_SIGNIFICANT_POSITIVE,HIGH_OVERLAP
q158_qtld_20h,72h,72,25,0.03660537,0.0223551,33.0299,17717,8.1873,0.00327721,11.1697,0.0,28.38,5,0.1,2.9571,ROBUST_SIGNIFICANT_POSITIVE,ROBUST_SIGNIFICANT_POSITIVE,SEVERE_OVERLAP
q158_qtlu_20h,1h,1,25,0.02219682,0.01200796,17.8158,17787,9.2425,0.00265644,8.3559,0.0,16.14,1,0.0014,2.1321,ROBUST_SIGNIFICANT_POSITIVE,ROBUST_SIGNIFICANT_POSITIVE,NO_MAJOR_OVERLAP
q158_qtlu_20h,4h,4,25,0.02204185,0.01442288,17.6656,17785,7.6413,0.00303765,7.2562,0.0,19.28,4,0.0056,2.4345,ROBUST_SIGNIFICANT_POSITIVE,ROBUST_SIGNIFICANT_POSITIVE,MODERATE_OVERLAP
q158_qtlu_20h,24h,24,25,0.00772995,0.02500282,6.9722,17765,1.5458,0.00520936,1.4839,0.137846,24.78,5,0.0333,4.6987,ROBUST_SIGNIFICANT_POSITIVE,NAIVE_ONLY_SIGNIFICANT,HIGH_OVERLAP
q158_qtlu_20h,72h,72,25,-0.00935323,0.03049342,-7.4894,17717,-1.5336,0.00432495,-2.1626,0.03057,25.0,5,0.1,3.4631,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,SEVERE_OVERLAP
q158_rank_close_20h,1h,1,25,-0.02817816,0.00972858,-28.0473,17785,-14.4822,0.00217509,-12.9549,0.0,15.59,1,0.0014,2.165,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,NO_MAJOR_OVERLAP
q158_rank_close_20h,4h,4,25,-0.03135464,0.01341018,-30.8276,17783,-11.6906,0.00267388,-11.7263,0.0,20.35,4,0.0056,2.6289,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,MODERATE_OVERLAP
q158_rank_close_20h,24h,24,25,-0.02169038,0.0206318,-21.9515,17763,-5.2565,0.00439114,-4.9396,1e-06,18.82,5,0.0333,4.444,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,HIGH_OVERLAP
