factor_id,horizon,month,long_short_return,cum_long_short_return,drawdown
q158_low_close_1h,1h,2025-12,-6.229e-05,0.00139151,-0.00071388
q158_low_close_1h,1h,2026-01,0.00033455,0.00172653,-0.00037957
q158_low_close_1h,1h,2026-02,-6.007e-05,0.00166635,-0.00043962
q158_low_close_1h,1h,2026-03,-0.00023066,0.00143531,-0.00067018
q158_low_close_1h,1h,2026-04,-0.00023254,0.00120244,-0.00090256
q158_low_close_1h,1h,2026-05,0.00032061,0.00152343,-0.00058224
q158_low_close_1h,1h,2026-06,9.336e-05,0.00161693,-0.00048894
q158_low_close_1h,24h,2024-06,0.00017969,0.00017969,0.0
q158_low_close_1h,24h,2024-07,-0.0005327,-0.00035311,-0.0005327
q158_low_close_1h,24h,2024-08,0.00171964,0.00136593,0.0
q158_low_close_1h,24h,2024-09,-0.00153807,-0.00017424,-0.00153807
q158_low_close_1h,24h,2024-10,0.0015656,0.00139108,0.0
q158_low_close_1h,24h,2024-11,-0.00185249,-0.00046398,-0.00185249
q158_low_close_1h,24h,2024-12,0.00336085,0.00289531,0.0
q158_low_close_1h,24h,2025-01,0.00294534,0.00584917,0.0
q158_low_close_1h,24h,2025-02,-0.0009056,0.00493828,-0.0009056
q158_low_close_1h,24h,2025-03,0.00235285,0.00730275,0.0
q158_low_close_1h,24h,2025-04,-0.0029086,0.00437291,-0.0029086
q158_low_close_1h,24h,2025-05,-0.00106817,0.00330006,-0.00397366
q158_low_close_1h,24h,2025-06,0.00092519,0.00422831,-0.00305215
q158_low_close_1h,24h,2025-07,-0.00209623,0.00212321,-0.00514198
q158_low_close_1h,24h,2025-08,-0.00610987,-0.00399963,-0.01122043
q158_low_close_1h,24h,2025-09,-0.00501902,-0.00899857,-0.01618314
q158_low_close_1h,24h,2025-10,-0.00646223,-0.01540265,-0.02254079
q158_low_close_1h,24h,2025-11,-1.728e-05,-0.01541967,-0.02255768
q158_low_close_1h,24h,2025-12,-0.00036817,-0.01578216,-0.02291755
q158_low_close_1h,24h,2026-01,-0.00057083,-0.01634398,-0.02347529
q158_low_close_1h,24h,2026-02,0.00018875,-0.01615832,-0.02329097
q158_low_close_1h,24h,2026-03,-0.00044338,-0.01659453,-0.02372403
q158_low_close_1h,24h,2026-04,-0.00494894,-0.02146135,-0.02855556
q158_low_close_1h,24h,2026-05,-0.00173018,-0.02315439,-0.03023633
q158_low_close_1h,24h,2026-06,-0.00681146,-0.02980814,-0.03684184
q158_low_close_1h,4h,2024-06,-6.536e-05,-6.536e-05,-6.536e-05
q158_low_close_1h,4h,2024-07,-0.00060871,-0.00067403,-0.00067403
q158_low_close_1h,4h,2024-08,0.00097543,0.00030074,0.0
q158_low_close_1h,4h,2024-09,1.365e-05,0.0003144,0.0
q158_low_close_1h,4h,2024-10,0.00070886,0.00102348,0.0
q158_low_close_1h,4h,2024-11,-0.00075433,0.00026838,-0.00075433
q158_low_close_1h,4h,2024-12,0.0022234,0.00249237,0.0
q158_low_close_1h,4h,2025-01,-0.00040149,0.00208988,-0.00040149
q158_low_close_1h,4h,2025-02,-0.00079288,0.00129535,-0.00119405
q158_low_close_1h,4h,2025-03,0.00072774,0.00202403,-0.00046718
q158_low_close_1h,4h,2025-04,0.00055076,0.0025759,0.0
q158_low_close_1h,4h,2025-05,-0.00055896,0.0020155,-0.00055896
q158_low_close_1h,4h,2025-06,0.00045701,0.00247343,-0.00010221
q158_low_close_1h,4h,2025-07,-0.00012332,0.00234981,-0.00022551
q158_low_close_1h,4h,2025-08,-0.00016112,0.00218831,-0.0003866
q158_low_close_1h,4h,2025-09,-0.00105628,0.00112972,-0.00144247
q158_low_close_1h,4h,2025-10,-0.0017922,-0.0006645,-0.00323208
q158_low_close_1h,4h,2025-11,-0.00059188,-0.00125599,-0.00382205
q158_low_close_1h,4h,2025-12,0.00025949,-0.00099683,-0.00356355
q158_low_close_1h,4h,2026-01,0.00050363,-0.0004937,-0.00306172
q158_low_close_1h,4h,2026-02,-0.0007345,-0.00122784,-0.00379397
q158_low_close_1h,4h,2026-03,-0.00023097,-0.00145852,-0.00402406
q158_low_close_1h,4h,2026-04,-0.00050898,-0.00196676,-0.00453099
q158_low_close_1h,4h,2026-05,0.00017362,-0.00179348,-0.00435816
q158_low_close_1h,4h,2026-06,-0.00012894,-0.00192219,-0.00448654
q158_low_close_1h,72h,2024-06,0.00206395,0.00206395,0.0
q158_low_close_1h,72h,2024-07,0.00198431,0.00405236,0.0
q158_low_close_1h,72h,2024-08,0.00264223,0.00670529,0.0
q158_low_close_1h,72h,2024-09,-0.00377922,0.00290073,-0.00377922
q158_low_close_1h,72h,2024-10,0.00365605,0.00656739,-0.00013699
q158_low_close_1h,72h,2024-11,-0.00976507,-0.00326181,-0.00990072
q158_low_close_1h,72h,2024-12,0.00419984,0.00092433,-0.00574246
q158_low_close_1h,72h,2025-01,0.00979542,0.0107288,0.0
q158_low_close_1h,72h,2025-02,-0.0020428,0.00866408,-0.0020428
q158_low_close_1h,72h,2025-03,0.00831275,0.01704886,0.0
q158_low_close_1h,72h,2025-04,-0.00548899,0.01146629,-0.00548899
q158_low_close_1h,72h,2025-05,-0.00533313,0.006072,-0.01079285
q158_low_close_1h,72h,2025-06,0.00325877,0.00935056,-0.00756925
q158_low_close_1h,72h,2025-07,-0.00293462,0.0063885,-0.01048166
q158_low_close_1h,72h,2025-08,-0.01911148,-0.01284507,-0.02939282
q158_low_close_1h,72h,2025-09,-0.02018738,-0.03277314,-0.04898683
q158_low_close_1h,72h,2025-10,-0.02356962,-0.05557031,-0.07140185
q158_low_close_1h,72h,2025-11,0.00201852,-0.05366396,-0.06952746
q158_low_close_1h,72h,2025-12,0.00177427,-0.05198491,-0.06787655
q158_low_close_1h,72h,2026-01,-0.00227503,-0.05414167,-0.06999716
q158_low_close_1h,72h,2026-02,-0.00287842,-0.05686425,-0.07267409
q158_low_close_1h,72h,2026-03,8.565e-05,-0.05678347,-0.07259467
q158_low_close_1h,72h,2026-04,-0.01633979,-0.07219543,-0.08774828
q158_low_close_1h,72h,2026-05,-0.00566666,-0.07745298,-0.0929177
q158_low_close_1h,72h,2026-06,-0.00730991,-0.08419672,-0.09954839
q158_low_close_2h,1h,2024-06,-5.602e-05,-5.602e-05,-5.602e-05
q158_low_close_2h,1h,2024-07,-0.00044034,-0.00049634,-0.00049634
q158_low_close_2h,1h,2024-08,0.00021755,-0.00027889,-0.00027889
q158_low_close_2h,1h,2024-09,0.00016267,-0.00011627,-0.00011627
q158_low_close_2h,1h,2024-10,0.00028841,0.00017211,0.0
q158_low_close_2h,1h,2024-11,-0.00014825,2.383e-05,-0.00014825
q158_low_close_2h,1h,2024-12,0.00085738,0.00088123,0.0
q158_low_close_2h,1h,2025-01,-4.838e-05,0.00083281,-4.838e-05
q158_low_close_2h,1h,2025-02,-4.783e-05,0.00078494,-9.621e-05
q158_low_close_2h,1h,2025-03,0.00021861,0.00100372,0.0
q158_low_close_2h,1h,2025-04,0.00072308,0.00172753,0.0
q158_low_close_2h,1h,2025-05,-0.00011442,0.00161291,-0.00011442
q158_low_close_2h,1h,2025-06,9.263e-05,0.00170569,-2.18e-05
q158_low_close_2h,1h,2025-07,0.00010834,0.00181421,0.0
q158_low_close_2h,1h,2025-08,8.656e-05,0.00190093,0.0
q158_low_close_2h,1h,2025-09,-0.00029656,0.00160381,-0.00029656
q158_low_close_2h,1h,2025-10,-0.00035795,0.00124528,-0.0006544
q158_low_close_2h,1h,2025-11,-0.00017809,0.00106697,-0.00083238
q158_low_close_2h,1h,2025-12,-2.228e-05,0.00104467,-0.00085464
q158_low_close_2h,1h,2026-01,0.00040294,0.00144803,-0.00045204
q158_low_close_2h,1h,2026-02,-0.00037728,0.0010702,-0.00082915
q158_low_close_2h,1h,2026-03,-0.00010993,0.00096015,-0.00093899
q158_low_close_2h,1h,2026-04,-0.00028266,0.00067722,-0.00122139
q158_low_close_2h,1h,2026-05,0.00013505,0.00081236,-0.0010865
q158_low_close_2h,1h,2026-06,2.308e-05,0.00083546,-0.00106345
q158_low_close_2h,24h,2024-06,-0.00054641,-0.00054641,-0.00054641
q158_low_close_2h,24h,2024-07,-0.00038053,-0.00092673,-0.00092673
q158_low_close_2h,24h,2024-08,0.00180148,0.00087308,0.0
q158_low_close_2h,24h,2024-09,-0.00131535,-0.00044342,-0.00131535
q158_low_close_2h,24h,2024-10,0.00082742,0.00038363,-0.00048902
q158_low_close_2h,24h,2024-11,-0.00111243,-0.00072922,-0.0016009
q158_low_close_2h,24h,2024-12,0.00310139,0.0023699,0.0
q158_low_close_2h,24h,2025-01,0.00151251,0.003886,0.0
q158_low_close_2h,24h,2025-02,-0.00133683,0.00254397,-0.00133683
q158_low_close_2h,24h,2025-03,0.00193728,0.00448618,0.0
q158_low_close_2h,24h,2025-04,-0.00375572,0.00071361,-0.00375572
q158_low_close_2h,24h,2025-05,-0.00153275,-0.00082023,-0.00528271
q158_low_close_2h,24h,2025-06,0.00054177,-0.0002789,-0.00474381
q158_low_close_2h,24h,2025-07,-0.00233197,-0.00261022,-0.00706471
q158_low_close_2h,24h,2025-08,-0.00615891,-0.00875306,-0.01318011
q158_low_close_2h,24h,2025-09,-0.00558918,-0.01429332,-0.01869563
q158_low_close_2h,24h,2025-10,-0.00400451,-0.01824059,-0.02262527
q158_low_close_2h,24h,2025-11,-0.00097847,-0.01920121,-0.0235816
q158_low_close_2h,24h,2025-12,-0.00048668,-0.01967854,-0.0240568
q158_low_close_2h,24h,2026-01,-0.00097453,-0.0206339,-0.02500789
q158_low_close_2h,24h,2026-02,0.00013307,-0.02050357,-0.02487815
q158_low_close_2h,24h,2026-03,-0.00064049,-0.02113093,-0.0255027
q158_low_close_2h,24h,2026-04,-0.00320114,-0.02426443,-0.02862221
q158_low_close_2h,24h,2026-05,-0.00174374,-0.02596586,-0.03031604
q158_low_close_2h,24h,2026-06,-0.00709864,-0.03288017,-0.03719947
q158_low_close_2h,4h,2024-06,3.414e-05,3.414e-05,0.0
q158_low_close_2h,4h,2024-07,-6.441e-05,-3.027e-05,-6.441e-05
q158_low_close_2h,4h,2024-08,0.00115814,0.00112783,0.0
q158_low_close_2h,4h,2024-09,-0.00010287,0.00102485,-0.00010287
q158_low_close_2h,4h,2024-10,0.00065865,0.00168417,0.0
q158_low_close_2h,4h,2024-11,-0.00079359,0.00088925,-0.00079359
q158_low_close_2h,4h,2024-12,0.0018055,0.00269635,0.0
q158_low_close_2h,4h,2025-01,-0.00090237,0.00179155,-0.00090237
q158_low_close_2h,4h,2025-02,-0.00089735,0.00089259,-0.00179891
q158_low_close_2h,4h,2025-03,0.00070778,0.001601,-0.0010924
q158_low_close_2h,4h,2025-04,0.00060528,0.00220725,-0.00048778
q158_low_close_2h,4h,2025-05,-0.00080493,0.00140054,-0.00129232
q158_low_close_2h,4h,2025-06,0.00052378,0.00192506,-0.00076922
q158_low_close_2h,4h,2025-07,-0.00017991,0.0017448,-0.00094899
q158_low_close_2h,4h,2025-08,-1.63e-05,0.00172847,-0.00096528
q158_low_close_2h,4h,2025-09,-0.00096357,0.00076324,-0.00192791
q158_low_close_2h,4h,2025-10,-0.00139415,-0.00063198,-0.00331938
q158_low_close_2h,4h,2025-11,-0.00063382,-0.0012654,-0.00395109
q158_low_close_2h,4h,2025-12,0.00033636,-0.00092946,-0.00361606
q158_low_close_2h,4h,2026-01,0.00035686,-0.00057293,-0.00326049
q158_low_close_2h,4h,2026-02,-0.00106666,-0.00163898,-0.00432367
q158_low_close_2h,4h,2026-03,-0.00016626,-0.00180497,-0.00448922
q158_low_close_2h,4h,2026-04,-0.00049539,-0.00229947,-0.00498238
q158_low_close_2h,4h,2026-05,6.453e-05,-0.00223508,-0.00491817
q158_low_close_2h,4h,2026-06,-0.00028997,-0.00252441,-0.00520672
q158_low_close_2h,72h,2024-06,-0.00081157,-0.00081157,-0.00081157
q158_low_close_2h,72h,2024-07,0.00275934,0.00194553,0.0
q158_low_close_2h,72h,2024-08,0.00206895,0.00401851,0.0
q158_low_close_2h,72h,2024-09,-0.00276729,0.0012401,-0.00276729
q158_low_close_2h,72h,2024-10,0.00314148,0.00438547,0.0
q158_low_close_2h,72h,2024-11,-0.00951499,-0.00517125,-0.00951499
q158_low_close_2h,72h,2024-12,0.00367254,-0.0015177,-0.00587739
q158_low_close_2h,72h,2025-01,0.00523867,0.00371302,-0.00066951
q158_low_close_2h,72h,2025-02,-0.00090965,0.00279999,-0.00157855
q158_low_close_2h,72h,2025-03,0.00803943,0.01086193,0.0
q158_low_close_2h,72h,2025-04,-0.00590729,0.00489048,-0.00590729
q158_low_close_2h,72h,2025-05,-0.00520796,-0.00034295,-0.01108449
q158_low_close_2h,72h,2025-06,0.00313857,0.00279454,-0.0079807
q158_low_close_2h,72h,2025-07,-0.00407371,-0.00129055,-0.0120219
q158_low_close_2h,72h,2025-08,-0.0188017,-0.02006799,-0.03059757
q158_low_close_2h,72h,2025-09,-0.0205777,-0.04023273,-0.05054564
q158_low_close_2h,72h,2025-10,-0.01854613,-0.0580327,-0.06815435
q158_low_close_2h,72h,2025-11,0.0019811,-0.05616657,-0.06630827
q158_low_close_2h,72h,2025-12,0.00168682,-0.05457449,-0.0647333
q158_low_close_2h,72h,2026-01,-0.00307749,-0.05748403,-0.06761157
q158_low_close_2h,72h,2026-02,-0.00446634,-0.06169363,-0.07177594
q158_low_close_2h,72h,2026-03,-8.078e-05,-0.06176942,-0.07185092
q158_low_close_2h,72h,2026-04,-0.01441563,-0.07529461,-0.08523077
q158_low_close_2h,72h,2026-05,-0.00559148,-0.08046508,-0.09034569
q158_low_close_2h,72h,2026-06,-0.0068074,-0.08672472,-0.09653807
q158_low_close_3h,1h,2024-06,4.52e-05,4.52e-05,0.0
q158_low_close_3h,1h,2024-07,-0.00026114,-0.00021595,-0.00026114
q158_low_close_3h,1h,2024-08,0.00020925,-6.75e-06,-5.194e-05
q158_low_close_3h,1h,2024-09,0.00019725,0.0001905,0.0
q158_low_close_3h,1h,2024-10,0.00019723,0.00038777,0.0
q158_low_close_3h,1h,2024-11,5.318e-05,0.00044097,0.0
q158_low_close_3h,1h,2024-12,0.00085588,0.00129723,0.0
q158_low_close_3h,1h,2025-01,-0.00017842,0.00111858,-0.00017842
q158_low_close_3h,1h,2025-02,-0.00025831,0.00085998,-0.00043668
q158_low_close_3h,1h,2025-03,0.00021812,0.00107828,-0.00021866
q158_low_close_3h,1h,2025-04,0.00055378,0.00163266,0.0
q158_low_close_3h,1h,2025-05,-0.00015078,0.00148164,-0.00015078
q158_low_close_3h,1h,2025-06,8.903e-05,0.0015708,-6.176e-05
q158_low_close_3h,1h,2025-07,-5.29e-05,0.00151781,-0.00011466
q158_low_close_3h,1h,2025-08,2.468e-05,0.00154253,-8.998e-05
q158_low_close_3h,1h,2025-09,-0.00027894,0.00126316,-0.0003689
q158_low_close_3h,1h,2025-10,-0.00024956,0.00101329,-0.00061837
q158_low_close_3h,1h,2025-11,-0.00018076,0.00083234,-0.00079901
q158_low_close_3h,1h,2025-12,6.945e-05,0.00090185,-0.00072962
q158_low_close_3h,1h,2026-01,0.00038022,0.00128241,-0.00034968
q158_low_close_3h,1h,2026-02,-0.00021841,0.00106372,-0.00056801
q158_low_close_3h,1h,2026-03,-0.00010726,0.00095635,-0.00067521
q158_low_close_3h,1h,2026-04,-0.00012326,0.00083297,-0.00079839
q158_low_close_3h,1h,2026-05,0.00022414,0.0010573,-0.00057443
q158_low_close_3h,1h,2026-06,0.00036445,0.00142213,-0.00021018
q158_low_close_3h,24h,2024-06,-0.00060877,-0.00060877,-0.00060877
q158_low_close_3h,24h,2024-07,-9.002e-05,-0.00069874,-0.00069874
q158_low_close_3h,24h,2024-08,0.00143685,0.00073711,0.0
q158_low_close_3h,24h,2024-09,-0.0014109,-0.00067483,-0.0014109
q158_low_close_3h,24h,2024-10,0.00072608,5.076e-05,-0.00068584
q158_low_close_3h,24h,2024-11,-8.1e-05,-3.024e-05,-0.00076679
q158_low_close_3h,24h,2024-12,0.00267955,0.00264923,0.0
q158_low_close_3h,24h,2025-01,0.00130967,0.00396237,0.0
q158_low_close_3h,24h,2025-02,-0.00167455,0.00228118,-0.00167455
q158_low_close_3h,24h,2025-03,0.00099639,0.00327984,-0.00067983
q158_low_close_3h,24h,2025-04,-0.00439971,-0.0011343,-0.00507655
q158_low_close_3h,24h,2025-05,-0.00196276,-0.00309483,-0.00702934
q158_low_close_3h,24h,2025-06,0.00060771,-0.002489,-0.00642591
q158_low_close_3h,24h,2025-07,-0.00276782,-0.00524993,-0.00917594
q158_low_close_3h,24h,2025-08,-0.00633258,-0.01154927,-0.01545041
q158_low_close_3h,24h,2025-09,-0.00567143,-0.0171552,-0.02103422
q158_low_close_3h,24h,2025-10,-0.00371985,-0.02081123,-0.02467582
q158_low_close_3h,24h,2025-11,-0.00115765,-0.02194479,-0.02580491
q158_low_close_3h,24h,2025-12,0.00014939,-0.02179868,-0.02565937
q158_low_close_3h,24h,2026-01,-0.00147619,-0.02324269,-0.02709768
q158_low_close_3h,24h,2026-02,0.00083381,-0.02242826,-0.02628647
q158_low_close_3h,24h,2026-03,-0.00054203,-0.02295813,-0.02681425
q158_low_close_3h,24h,2026-04,-0.00322759,-0.02611162,-0.02995529
q158_low_close_3h,24h,2026-05,-0.00170361,-0.02777075,-0.03160787
q158_low_close_3h,24h,2026-06,-0.0084344,-0.03597092,-0.03977568
q158_low_close_3h,4h,2024-06,-5.372e-05,-5.372e-05,-5.372e-05
q158_low_close_3h,4h,2024-07,0.00026821,0.00021448,0.0
q158_low_close_3h,4h,2024-08,0.00114851,0.00136323,0.0
q158_low_close_3h,4h,2024-09,-2.032e-05,0.00134288,-2.032e-05
q158_low_close_3h,4h,2024-10,0.00065816,0.00200193,0.0
q158_low_close_3h,4h,2024-11,-0.00036997,0.00163122,-0.00036997
q158_low_close_3h,4h,2024-12,0.00110069,0.0027337,0.0
q158_low_close_3h,4h,2025-01,-0.00076765,0.00196395,-0.00076765
q158_low_close_3h,4h,2025-02,-0.00110688,0.0008549,-0.00187368
q158_low_close_3h,4h,2025-03,0.0006925,0.00154799,-0.00118248
q158_low_close_3h,4h,2025-04,0.00043371,0.00198237,-0.00074928
q158_low_close_3h,4h,2025-05,-0.00110204,0.00087815,-0.00185049
q158_low_close_3h,4h,2025-06,0.00061602,0.00149471,-0.00123561
q158_low_close_3h,4h,2025-07,-0.00046873,0.00102528,-0.00170377
q158_low_close_3h,4h,2025-08,0.00011483,0.00114023,-0.00158913
q158_low_close_3h,4h,2025-09,-0.00085503,0.00028422,-0.0024428
q158_low_close_3h,4h,2025-10,-0.00135141,-0.00106757,-0.00379091
q158_low_close_3h,4h,2025-11,-0.00086775,-0.0019344,-0.00465537
q158_low_close_3h,4h,2025-12,0.00052774,-0.00140768,-0.00413009
q158_low_close_3h,4h,2026-01,0.00020071,-0.00120725,-0.00393021
q158_low_close_3h,4h,2026-02,-0.00091558,-0.00212172,-0.00484219
q158_low_close_3h,4h,2026-03,-0.00010895,-0.00223044,-0.00495061
q158_low_close_3h,4h,2026-04,-0.00063656,-0.00286558,-0.00558402
q158_low_close_3h,4h,2026-05,0.00015648,-0.00270955,-0.00542841
q158_low_close_3h,4h,2026-06,-0.00010459,-0.00281386,-0.00553244
q158_low_close_3h,72h,2024-06,-0.00106351,-0.00106351,-0.00106351
q158_low_close_3h,72h,2024-07,0.00402621,0.00295842,0.0
q158_low_close_3h,72h,2024-08,0.00185975,0.00482367,0.0
q158_low_close_3h,72h,2024-09,-0.00152668,0.00328963,-0.00152668
q158_low_close_3h,72h,2024-10,0.00357043,0.0068718,0.0
q158_low_close_3h,72h,2024-11,-0.00833601,-0.00152149,-0.00833601
q158_low_close_3h,72h,2024-12,0.00332222,0.00179567,-0.00504148
q158_low_close_3h,72h,2025-01,0.00313623,0.00493753,-0.00192107
q158_low_close_3h,72h,2025-02,-0.00057047,0.00436425,-0.00249044
q158_low_close_3h,72h,2025-03,0.00667618,0.01106956,0.0
q158_low_close_3h,72h,2025-04,-0.00646587,0.00453212,-0.00646587
q158_low_close_3h,72h,2025-05,-0.00630709,-0.00180355,-0.01273218
q158_low_close_3h,72h,2025-06,0.00314076,0.00133154,-0.00963141
q158_low_close_3h,72h,2025-07,-0.00396808,-0.00264182,-0.01356127
q158_low_close_3h,72h,2025-08,-0.02103296,-0.02361922,-0.034309
q158_low_close_3h,72h,2025-09,-0.02033254,-0.04347152,-0.05394395
q158_low_close_3h,72h,2025-10,-0.0166551,-0.0594026,-0.06970061
q158_low_close_3h,72h,2025-11,0.00323484,-0.05635991,-0.06669124
q158_low_close_3h,72h,2025-12,0.0023334,-0.05415802,-0.06451345
q158_low_close_3h,72h,2026-01,-0.00425179,-0.05817955,-0.06849095
q158_low_close_3h,72h,2026-02,-0.00382937,-0.06178612,-0.07205804
q158_low_close_3h,72h,2026-03,0.00052901,-0.0612898,-0.07156715
q158_low_close_3h,72h,2026-04,-0.01541928,-0.07576404,-0.08588291
q158_low_close_3h,72h,2026-05,-0.00650905,-0.08177993,-0.09183295
q158_low_close_3h,72h,2026-06,-0.00744286,-0.08861412,-0.09859231
q158_low_close_4h,1h,2024-06,-0.00014766,-0.00014766,-0.00014766
q158_low_close_4h,1h,2024-07,-4.93e-05,-0.00019695,-0.00019695
q158_low_close_4h,1h,2024-08,0.00030007,0.00010306,0.0
q158_low_close_4h,1h,2024-09,0.00011402,0.00021709,0.0
q158_low_close_4h,1h,2024-10,0.00025545,0.0004726,0.0
q158_low_close_4h,1h,2024-11,-0.0001276,0.00034494,-0.0001276
q158_low_close_4h,1h,2024-12,0.00057575,0.00092088,0.0
q158_low_close_4h,1h,2025-01,-0.00029432,0.00062629,-0.00029432
q158_low_close_4h,1h,2025-02,-0.00038052,0.00024553,-0.00067473
q158_low_close_4h,1h,2025-03,0.0001833,0.00042888,-0.00049155
q158_low_close_4h,1h,2025-04,0.00048533,0.00091442,-6.46e-06
q158_low_close_4h,1h,2025-05,-0.00023458,0.00067962,-0.00024104
q158_low_close_4h,1h,2025-06,9.169e-05,0.00077138,-0.00014937
q158_low_close_4h,1h,2025-07,-0.00010904,0.00066225,-0.00025839
q158_low_close_4h,1h,2025-08,0.00014008,0.00080242,-0.00011835
q158_low_close_4h,1h,2025-09,-0.00021786,0.00058439,-0.00033618
q158_low_close_4h,1h,2025-10,-0.00024919,0.00033505,-0.00058529
q158_low_close_4h,1h,2025-11,-0.00014466,0.00019035,-0.00072987
q158_low_close_4h,1h,2025-12,2.915e-05,0.0002195,-0.00070074
q158_low_close_4h,1h,2026-01,0.00024235,0.0004619,-0.00045856
q158_low_close_4h,1h,2026-02,-0.00038931,7.241e-05,-0.00084769
q158_low_close_4h,1h,2026-03,-0.00018716,-0.00011476,-0.00103469
q158_low_close_4h,1h,2026-04,-0.00013026,-0.000245,-0.00116482
q158_low_close_4h,1h,2026-05,0.00019954,-4.551e-05,-0.00096551
q158_low_close_4h,1h,2026-06,0.00013665,9.113e-05,-0.00082899
q158_low_close_4h,24h,2024-06,-0.00092907,-0.00092907,-0.00092907
q158_low_close_4h,24h,2024-07,-8.423e-05,-0.00101322,-0.00101322
q158_low_close_4h,24h,2024-08,0.00138297,0.00036835,0.0
q158_low_close_4h,24h,2024-09,-0.00185387,-0.00148621,-0.00185387
q158_low_close_4h,24h,2024-10,0.00045298,-0.0010339,-0.00140173
q158_low_close_4h,24h,2024-11,-0.00014654,-0.00118029,-0.00154806
q158_low_close_4h,24h,2024-12,0.00204372,0.00086102,0.0
q158_low_close_4h,24h,2025-01,0.00080738,0.0016691,0.0
q158_low_close_4h,24h,2025-02,-0.00165885,7.48e-06,-0.00165885
q158_low_close_4h,24h,2025-03,0.00084622,0.0008537,-0.00081403
q158_low_close_4h,24h,2025-04,-0.00479555,-0.00394594,-0.00560568
q158_low_close_4h,24h,2025-05,-0.00172056,-0.00565971,-0.0073166
q158_low_close_4h,24h,2025-06,0.0002524,-0.00540874,-0.00706604
q158_low_close_4h,24h,2025-07,-0.00230568,-0.00770195,-0.00935543
q158_low_close_4h,24h,2025-08,-0.00605852,-0.01371381,-0.01535727
q158_low_close_4h,24h,2025-09,-0.00627439,-0.01990215,-0.0215353
q158_low_close_4h,24h,2025-10,-0.00260627,-0.02245655,-0.02408545
q158_low_close_4h,24h,2025-11,-0.00132261,-0.02374946,-0.0253762
q158_low_close_4h,24h,2025-12,7.893e-05,-0.0236724,-0.02529927
q158_low_close_4h,24h,2026-01,-0.00196546,-0.02559134,-0.02721501
q158_low_close_4h,24h,2026-02,0.00106749,-0.02455117,-0.02617657
q158_low_close_4h,24h,2026-03,-0.00067138,-0.02520606,-0.02683038
q158_low_close_4h,24h,2026-04,-0.00328761,-0.0284108,-0.03002978
q158_low_close_4h,24h,2026-05,-0.00148715,-0.0298557,-0.03147227
q158_low_close_4h,24h,2026-06,-0.00925901,-0.03883828,-0.04043988
q158_low_close_4h,4h,2024-06,-0.00028007,-0.00028007,-0.00028007
q158_low_close_4h,4h,2024-07,0.00045255,0.00017235,0.0
q158_low_close_4h,4h,2024-08,0.00127966,0.00145223,0.0
q158_low_close_4h,4h,2024-09,-0.00019741,0.00125454,-0.00019741
q158_low_close_4h,4h,2024-10,0.00072096,0.0019764,0.0
q158_low_close_4h,4h,2024-11,-0.00044753,0.00152799,-0.00044753
q158_low_close_4h,4h,2024-12,0.00066953,0.00219854,0.0
q158_low_close_4h,4h,2025-01,-0.00060627,0.00159094,-0.00060627
q158_low_close_4h,4h,2025-02,-0.00100331,0.00058603,-0.00160897
q158_low_close_4h,4h,2025-03,0.00087763,0.00146418,-0.00073275
q158_low_close_4h,4h,2025-04,0.00042157,0.00188636,-0.00031149
q158_low_close_4h,4h,2025-05,-0.00106437,0.00081998,-0.00137553
q158_low_close_4h,4h,2025-06,0.00054409,0.00136452,-0.00083219
q158_low_close_4h,4h,2025-07,-0.00053891,0.00082488,-0.00137065
q158_low_close_4h,4h,2025-08,0.00016929,0.00099431,-0.00120159
q158_low_close_4h,4h,2025-09,-0.00094634,4.702e-05,-0.0021468
q158_low_close_4h,4h,2025-10,-0.00162249,-0.00157554,-0.0037658
q158_low_close_4h,4h,2025-11,-0.00107475,-0.0026486,-0.00483651
q158_low_close_4h,4h,2025-12,0.00044489,-0.00220489,-0.00439377
q158_low_close_4h,4h,2026-01,-0.00015547,-0.00236001,-0.00454855
q158_low_close_4h,4h,2026-02,-0.00102829,-0.00338588,-0.00557217
q158_low_close_4h,4h,2026-03,2.32e-06,-0.00338357,-0.00556986
q158_low_close_4h,4h,2026-04,-0.00100015,-0.00438033,-0.00656444
q158_low_close_4h,4h,2026-05,0.00026629,-0.00411521,-0.0062999
q158_low_close_4h,4h,2026-06,-0.00019591,-0.00431031,-0.00649457
q158_low_close_4h,72h,2024-06,-0.00236152,-0.00236152,-0.00236152
q158_low_close_4h,72h,2024-07,0.0045326,0.00216038,0.0
q158_low_close_4h,72h,2024-08,0.00140784,0.00357126,0.0
q158_low_close_4h,72h,2024-09,-0.00159484,0.00197072,-0.00159484
q158_low_close_4h,72h,2024-10,0.00345327,0.0054308,0.0
q158_low_close_4h,72h,2024-11,-0.00863575,-0.00325185,-0.00863575
q158_low_close_4h,72h,2024-12,0.00300405,-0.00025757,-0.00565764
q158_low_close_4h,72h,2025-01,0.00237137,0.00211319,-0.00329969
q158_low_close_4h,72h,2025-02,0.000561,0.00267537,-0.00274054
q158_low_close_4h,72h,2025-03,0.0061741,0.00886599,0.0
q158_low_close_4h,72h,2025-04,-0.00765391,0.00114422,-0.00765391
q158_low_close_4h,72h,2025-05,-0.00606639,-0.00492911,-0.01367387
q158_low_close_4h,72h,2025-06,0.00338149,-0.00156429,-0.01033862
