factor,label,symbol,mean_forward_return,mean_factor_exposure,n_q5,n_q1,spread_contribution
rsi_14h,ret_fwd_24h,ADAUSDT,-0.0039917248950477715,47.9646287796245,371,558,-0.007784174626862412
rsi_14h,ret_fwd_24h,AIOUSDT,0.008089626498393846,49.88866593545857,1381,1243,-0.0007465253380200569
rsi_14h,ret_fwd_24h,ALLOUSDT,0.014078837997174302,48.91364416489214,1009,1147,0.04974890663799631
rsi_14h,ret_fwd_24h,ARBUSDT,-0.004138682749012684,48.11300407341582,454,625,0.0017283324175906968
rsi_14h,ret_fwd_24h,AVAXUSDT,-0.0030712486148310094,48.38189478354544,366,469,-0.012492755186619986
rsi_14h,ret_fwd_24h,BCHUSDT,-0.004940336075819682,47.45503934934771,824,1134,0.0005402308466878848
rsi_14h,ret_fwd_24h,BEATUSDT,0.01641028112634309,50.195516499207585,1447,1202,0.02560532289543032
rsi_14h,ret_fwd_24h,BNBUSDT,-0.0017404375227626837,49.513301452966765,754,554,0.003377412698571404
rsi_14h,ret_fwd_24h,BTCUSDT,-0.0015458658501225184,49.025019667236435,702,620,0.004792016149245987
rsi_14h,ret_fwd_24h,CHZUSDT,0.0006088488026053351,49.06338188093163,1052,973,0.019357274799597778
rsi_14h,ret_fwd_24h,CRVUSDT,-0.0012484745917443374,48.959005707637445,607,574,0.008259078460554488
rsi_14h,ret_fwd_24h,DOGEUSDT,-0.0017731531898345055,48.47348787784213,501,622,-0.004473418929946633
rsi_14h,ret_fwd_24h,DOTUSDT,-0.0031370831551695687,47.936982800555406,393,638,-0.009054811252190351
rsi_14h,ret_fwd_24h,ENAUSDT,-0.004620490081462488,47.53171034561216,475,928,0.011913094750961743
rsi_14h,ret_fwd_24h,EPICUSDT,0.004133753474999134,48.8652081614455,871,1018,0.020788603626678892
rsi_14h,ret_fwd_24h,ESPORTSUSDT,0.009943565882585078,48.972294408263075,1287,1302,0.016777639915522318
rsi_14h,ret_fwd_24h,ETHUSDT,-0.0028381115721529755,48.71068843130216,745,696,-0.00039748273257933075
rsi_14h,ret_fwd_24h,FILUSDT,-0.001959399272033464,48.62322166977174,573,564,-0.012077426191322396
rsi_14h,ret_fwd_24h,HMSTRUSDT,0.0037745314602567123,48.82500544128227,739,784,-0.0013011216938631134
rsi_14h,ret_fwd_24h,HOMEUSDT,0.004293929893709538,49.529647945519955,1265,1056,-0.0003715852262469923
rsi_14h,ret_fwd_24h,HUSDT,0.02044849801459964,50.36363030878729,1358,1075,0.02746044667398939
rsi_14h,ret_fwd_24h,HYPEUSDT,0.005445104108166647,50.423553408331436,1248,848,0.004394026673153202
rsi_14h,ret_fwd_24h,IDUSDT,-0.00250450739917399,47.50232222827349,652,1075,0.013537494489004556
rsi_14h,ret_fwd_24h,INJUSDT,0.0014496474319931427,49.48126730969763,673,582,0.00392361321367527
rsi_14h,ret_fwd_24h,LABUSDT,0.03939491893386652,51.57178502673267,1506,945,-0.012282461936708865
rsi_14h,ret_fwd_24h,LINKUSDT,-0.0023402454883174576,48.78907403330461,456,386,-0.00940814206740255
rsi_14h,ret_fwd_24h,LTCUSDT,-0.003109396741594808,48.73277974463983,518,440,-0.006035125177974654
rsi_14h,ret_fwd_24h,NEARUSDT,0.0029009970048102544,49.66321716192324,782,551,0.013223692442283216
rsi_14h,ret_fwd_24h,ONDOUSDT,0.0002576257973526313,48.90257936314779,634,540,-0.0008871957825504675
rsi_14h,ret_fwd_24h,PAXGUSDT,-6.68510484376025e-05,50.58921473116418,1411,1122,0.0011386576880570033
rsi_14h,ret_fwd_24h,PLAYUSDT,0.014637152951990251,48.887804460412084,1295,1353,0.019981282970723605
rsi_14h,ret_fwd_24h,SIRENUSDT,0.04497816794212576,51.2981795927449,1484,944,-0.052860353123812265
rsi_14h,ret_fwd_24h,SKYAIUSDT,0.020530420151199172,51.052598515171795,1555,1102,-0.02174357031150538
rsi_14h,ret_fwd_24h,SOLUSDT,-0.003114948249376214,48.58372500154361,508,606,0.0024294233902133425
rsi_14h,ret_fwd_24h,SPACEUSDT,0.0012818453549367642,48.06409622936594,818,981,0.004000303553983012
rsi_14h,ret_fwd_24h,STGUSDT,0.012271189707274215,49.88967585049782,1155,968,0.021142840405225814
rsi_14h,ret_fwd_24h,SUIUSDT,-0.002925441778683885,48.174929203739616,382,539,0.010979991027096365
rsi_14h,ret_fwd_24h,TAOUSDT,-0.0001560381324429838,49.025202023821066,761,660,0.0108543106885121
rsi_14h,ret_fwd_24h,TONUSDT,0.001735560566889566,49.179759556307985,1015,936,0.020511733500533983
rsi_14h,ret_fwd_24h,TRUMPUSDT,-0.005167521714497361,46.58823924199307,440,1144,0.0022956470138602164
rsi_14h,ret_fwd_24h,TRXUSDT,0.0007406936354092851,51.837905319677034,1628,975,-0.0017656360839819881
rsi_14h,ret_fwd_24h,UNIUSDT,-0.0032326286183927146,48.1534017975422,496,653,-0.007270688893258424
rsi_14h,ret_fwd_24h,VELVETUSDT,0.017642996879484903,48.97270451995892,1216,1329,0.055366224699800085
rsi_14h,ret_fwd_24h,WLDUSDT,0.0012651233288662371,48.655550070478526,632,725,0.00270741441794865
rsi_14h,ret_fwd_24h,XLMUSDT,3.908812201722069e-05,48.231979857238684,576,802,0.01092915002258342
rsi_14h,ret_fwd_24h,XMRUSDT,0.0005658329355650843,50.087232063069436,1150,870,-0.001170181080314366
rsi_14h,ret_fwd_24h,XPLUSDT,-0.0012287765845307864,48.35440701459668,712,942,-0.003734448673464557
rsi_14h,ret_fwd_24h,XRPUSDT,-0.002463290619016946,48.20973430481407,425,583,-0.0007906523582185904
rsi_14h,ret_fwd_24h,ZECUSDT,0.002986807222786635,49.507451602365244,1086,944,0.03406385013248592
rsi_14h,ret_fwd_72h,1000PEPEUSDT,-0.002629402769850966,48.35716597292991,432,535,0.05075440041164195
rsi_14h,ret_fwd_72h,ADAUSDT,-0.012217241304138612,47.973845589939714,371,558,-0.020413660126388018
rsi_14h,ret_fwd_72h,AIOUSDT,0.017162547134585694,49.81753091631344,1358,1235,-0.04568110945862483
rsi_14h,ret_fwd_72h,ALLOUSDT,0.04740882160075355,48.9541383878756,1002,1131,0.0991515103844795
rsi_14h,ret_fwd_72h,ARBUSDT,-0.012614876698089998,48.132533844501886,454,624,0.013947898041631381
rsi_14h,ret_fwd_72h,AVAXUSDT,-0.009136082054864316,48.41954055477103,366,469,-0.021464502096858653
rsi_14h,ret_fwd_72h,BCHUSDT,-0.015278109208161321,47.518093275542284,824,1122,0.003712914405496091
rsi_14h,ret_fwd_72h,BEATUSDT,0.05563579030951565,50.01624709631503,1399,1202,0.10328358857437064
rsi_14h,ret_fwd_72h,BNBUSDT,-0.0053278704659125336,49.545381050257355,753,548,-0.0037192716347813903
rsi_14h,ret_fwd_72h,BTCUSDT,-0.00486438197000865,49.043788183859746,696,614,0.0031733777535425077
rsi_14h,ret_fwd_72h,CHZUSDT,0.0027000711988651198,49.02298291588966,1030,963,0.019434888483696844
rsi_14h,ret_fwd_72h,CRVUSDT,-0.0056832411778861315,48.77331495580789,561,574,-0.007341425393209848
rsi_14h,ret_fwd_72h,DOGEUSDT,-0.005685921050661458,48.498917510713305,501,622,6.752266117969648e-05
rsi_14h,ret_fwd_72h,DOTUSDT,-0.009494996207710271,47.97192113889183,393,635,-0.028994476730284418
rsi_14h,ret_fwd_72h,ENAUSDT,-0.01361373876173209,47.61410119462911,475,906,0.01574584362372055
rsi_14h,ret_fwd_72h,EPICUSDT,0.011098563970315318,48.777267863770696,843,1017,0.05646049924024707
rsi_14h,ret_fwd_72h,ESPORTSUSDT,0.023279243361223032,48.90122436865263,1266,1301,-0.01727715085337967
rsi_14h,ret_fwd_72h,ETHUSDT,-0.008389254081887766,48.739335174795464,745,696,-0.004709762202639127
rsi_14h,ret_fwd_72h,FILUSDT,-0.006352185420843385,48.6539046351744,573,563,-0.0326552674536816
rsi_14h,ret_fwd_72h,HMSTRUSDT,0.007260149485271122,48.62743370028322,707,781,-0.022188182246169065
rsi_14h,ret_fwd_72h,HOMEUSDT,0.014176581582146566,49.45671522009463,1234,1054,0.008511055659987556
rsi_14h,ret_fwd_72h,HUSDT,0.048569514590601395,50.455623894657535,1351,1050,0.0376395062042624
rsi_14h,ret_fwd_72h,HYPEUSDT,0.016759783158583407,50.5641850368529,1248,815,0.017420151066238735
rsi_14h,ret_fwd_72h,IDUSDT,-0.010263123947549753,47.421043032001066,622,1066,-0.02725115978460601
rsi_14h,ret_fwd_72h,INJUSDT,0.004511228365797402,49.57107421494642,672,558,-0.018688032740851287
rsi_14h,ret_fwd_72h,LABUSDT,0.11921784946661274,51.80792538579232,1505,906,0.009390193396490748
rsi_14h,ret_fwd_72h,LINKUSDT,-0.007104914146050027,48.8193877699704,456,386,-0.01580197864896819
rsi_14h,ret_fwd_72h,LTCUSDT,-0.00952140219230856,48.73785509097672,511,440,-0.009109074802991382
rsi_14h,ret_fwd_72h,NEARUSDT,0.009402906018074223,49.70441239737653,775,541,0.00589865620623754
rsi_14h,ret_fwd_72h,ONDOUSDT,0.0005811175479974667,48.94936829279014,634,534,-0.016881971132380214
rsi_14h,ret_fwd_72h,PAXGUSDT,-0.00026676674309558787,50.80339281512958,1411,1077,0.004906019307025438
rsi_14h,ret_fwd_72h,PLAYUSDT,0.04736463510421886,48.959858462852104,1280,1323,-0.04007599300417918
rsi_14h,ret_fwd_72h,SIRENUSDT,0.11132143666006554,51.54867679604967,1484,901,-0.15857935187576092
rsi_14h,ret_fwd_72h,SKYAIUSDT,0.05542286730674462,51.17956884897811,1548,1075,-0.0485730773454941
rsi_14h,ret_fwd_72h,SOLUSDT,-0.009737127589457066,48.6240564975083,507,603,0.0024125989394794146
rsi_14h,ret_fwd_72h,SPACEUSDT,-0.00013934534013563412,47.98580901529895,802,979,0.03988499286056949
rsi_14h,ret_fwd_72h,STGUSDT,0.03656289703412093,49.70742365534776,1117,968,0.036354574670936265
rsi_14h,ret_fwd_72h,SUIUSDT,-0.008810949604966587,48.170326295637075,379,539,0.030291366287845345
rsi_14h,ret_fwd_72h,TAOUSDT,0.0004423481586454566,49.06465892206775,760,659,0.03337504813631195
rsi_14h,ret_fwd_72h,TONUSDT,0.006870718973896616,49.24215567620741,1015,927,0.03291049741362557
rsi_14h,ret_fwd_72h,TRUMPUSDT,-0.016183218504602928,46.54927112212003,434,1144,-0.007345321351670896
rsi_14h,ret_fwd_72h,TRXUSDT,0.0024991939383085028,51.921040450813365,1626,964,-0.003472673381324283
rsi_14h,ret_fwd_72h,UNIUSDT,-0.010142354904636337,48.17568377482744,495,651,-0.017196408558038966
rsi_14h,ret_fwd_72h,VELVETUSDT,0.05301675014351229,48.84697651776449,1181,1328,0.15496384613199468
rsi_14h,ret_fwd_72h,WLDUSDT,0.003946663733031432,48.665343001987445,626,719,0.009891095096211729
rsi_14h,ret_fwd_72h,XLMUSDT,0.0010016875226277638,48.30211176868414,575,788,0.025681929984080035
rsi_14h,ret_fwd_72h,XMRUSDT,-0.00038146699263763665,50.029668710040944,1122,864,0.01309611697877568
rsi_14h,ret_fwd_72h,XPLUSDT,-0.005339375668763724,48.446874200928875,712,917,0.01905694494128657
rsi_14h,ret_fwd_72h,XRPUSDT,-0.007744804864986267,48.286708979749925,425,570,-0.006107343407246022
rsi_14h,ret_fwd_72h,ZECUSDT,0.010074048261294918,49.55662129353079,1084,940,0.05086163025473937
bb_zscore_20h,ret_fwd_1h,1000PEPEUSDT,-5.434544982507033e-05,-0.11124009449800344,520,532,0.0005353655076594361
bb_zscore_20h,ret_fwd_1h,ADAUSDT,-0.00016941989913148855,-0.13302302459879287,397,548,7.317699096351371e-05
bb_zscore_20h,ret_fwd_1h,AIOUSDT,0.00028534784694640356,0.020756428592657805,1360,1239,0.00012869092615194107
bb_zscore_20h,ret_fwd_1h,ALLOUSDT,0.0004433461020092252,-0.07278383644731283,1087,1154,0.001364658896599156
bb_zscore_20h,ret_fwd_1h,ARBUSDT,-0.00017076651356852545,-0.1236426583589502,489,606,-0.00013891540490580976
bb_zscore_20h,ret_fwd_1h,AVAXUSDT,-0.00013445798258393809,-0.09544092602356746,411,477,-0.0003491172747809651
bb_zscore_20h,ret_fwd_1h,BCHUSDT,-0.00021242881295399705,-0.1601566737053957,842,1016,-0.00026404134208862665
bb_zscore_20h,ret_fwd_1h,BEATUSDT,0.0006682754221273491,0.03349459047143097,1395,1200,0.0008041075100850137
bb_zscore_20h,ret_fwd_1h,BNBUSDT,-7.720389515526708e-05,-0.002192017830200482,715,578,-2.1471664902015944e-05
bb_zscore_20h,ret_fwd_1h,BTCUSDT,-6.858024293768279e-05,-0.027292219127271113,644,596,-2.1430225132335547e-05
bb_zscore_20h,ret_fwd_1h,CHZUSDT,1.2580352107916874e-05,-0.04156361898164943,1029,948,-4.8002948552351796e-05
bb_zscore_20h,ret_fwd_1h,CRVUSDT,-6.278370817589051e-05,-0.07060518116727064,645,699,-0.0007325956912916892
bb_zscore_20h,ret_fwd_1h,DOGEUSDT,-7.820675166939199e-05,-0.0809074439645035,535,527,0.0004466638268215496
bb_zscore_20h,ret_fwd_1h,DOTUSDT,-0.0001363185080373833,-0.16119527588664287,467,676,-5.415131757409577e-05
bb_zscore_20h,ret_fwd_1h,ENAUSDT,-0.0001929466199471937,-0.15508505210595505,484,746,-0.0007989208092511649
bb_zscore_20h,ret_fwd_1h,EPICUSDT,0.00017526875926801366,-0.035466785508187555,955,980,-7.275599693235427e-05
bb_zscore_20h,ret_fwd_1h,ESPORTSUSDT,0.00043890211890673176,-0.07616097728832272,1304,1299,0.0007822216318873834
bb_zscore_20h,ret_fwd_1h,ETHUSDT,-0.00012615956523726336,-0.0477553458835182,678,607,-1.1295055534501456e-06
bb_zscore_20h,ret_fwd_1h,FILUSDT,-8.632191375685033e-05,-0.07298333383619196,607,563,0.00020406061802495255
bb_zscore_20h,ret_fwd_1h,HMSTRUSDT,0.00017336859022483916,-0.050234912755939325,858,841,-0.0002480711738305133
bb_zscore_20h,ret_fwd_1h,HOMEUSDT,0.0001765510491352808,-0.04147474495071548,1207,1189,-0.0006519360932851351
bb_zscore_20h,ret_fwd_1h,HUSDT,0.0007148328456534699,0.07114519551917073,1385,1133,0.0012616489210668775
bb_zscore_20h,ret_fwd_1h,HYPEUSDT,0.00022293735694133056,0.044386738907044386,1176,890,0.00038653020703747684
bb_zscore_20h,ret_fwd_1h,IDUSDT,-0.0001364000574081438,-0.13202436232870554,706,945,0.0008218620127019899
bb_zscore_20h,ret_fwd_1h,INJUSDT,5.584711758129241e-05,-0.024065374974362858,663,591,0.0002707025786807667
bb_zscore_20h,ret_fwd_1h,LABUSDT,0.0018102025807241416,0.09573613196599957,1409,1069,-0.0014198132384204295
bb_zscore_20h,ret_fwd_1h,LINKUSDT,-0.00010255828586433955,-0.05279737963315893,436,364,-0.0007490969729093751
bb_zscore_20h,ret_fwd_1h,LTCUSDT,-0.00012912813051202786,-0.07987969240498777,555,584,-0.0010297231339071857
bb_zscore_20h,ret_fwd_1h,NEARUSDT,0.00011302835381686346,-0.03344783966852789,752,660,4.224963410730427e-05
bb_zscore_20h,ret_fwd_1h,ONDOUSDT,4.272506747029271e-06,-0.061417174706294264,600,535,0.0003032162035343245
bb_zscore_20h,ret_fwd_1h,PAXGUSDT,-3.4182196996508683e-06,0.020893416067274857,1298,1165,0.00016218259514744988
bb_zscore_20h,ret_fwd_1h,PLAYUSDT,0.0005219379513313939,-0.08466876967540539,1241,1335,0.0007692079395266313
bb_zscore_20h,ret_fwd_1h,SIRENUSDT,0.0018316804328563294,0.11210048471316075,1413,1091,0.0026056591808269716
bb_zscore_20h,ret_fwd_1h,SKYAIUSDT,0.0008739925607885653,0.08509913970218863,1470,1127,0.002483881930909579
bb_zscore_20h,ret_fwd_1h,SOLUSDT,-0.00013440199175561367,-0.06361627089518258,527,546,-0.0004688402411673628
bb_zscore_20h,ret_fwd_1h,SPACEUSDT,2.793942052659074e-05,-0.050930029578574204,885,908,0.0003571559608248147
bb_zscore_20h,ret_fwd_1h,STGUSDT,0.0004993013851754314,0.0067931040280431836,1154,1002,0.0009619518384424118
bb_zscore_20h,ret_fwd_1h,SUIUSDT,-0.00013093883243729925,-0.1301333261780793,398,514,-5.9327531769242216e-05
bb_zscore_20h,ret_fwd_1h,TAOUSDT,-1.0355186177173321e-05,-0.07513302573227516,749,808,-0.00047323474199805556
bb_zscore_20h,ret_fwd_1h,TONUSDT,6.791879778811763e-05,-0.018984476518394872,1007,945,-0.00040465425592322115
bb_zscore_20h,ret_fwd_1h,TRUMPUSDT,-0.00017980987266908718,-0.20640071292522336,529,887,0.0006045296203565499
bb_zscore_20h,ret_fwd_1h,TRXUSDT,2.8225759339489417e-05,0.1158300265822769,1459,1076,-1.7485749812022374e-05
bb_zscore_20h,ret_fwd_1h,UNIUSDT,-0.00013774566537768675,-0.1184205144510459,495,649,0.00020928045431009362
bb_zscore_20h,ret_fwd_1h,VELVETUSDT,0.00071140549627285,-0.051707932105279956,1299,1320,0.0010679702964316055
bb_zscore_20h,ret_fwd_1h,WLDUSDT,4.254796104757402e-05,-0.09061201588207943,635,686,0.0008993171526677881
bb_zscore_20h,ret_fwd_1h,XLMUSDT,-2.687037761078117e-06,-0.14200610661615837,582,752,0.0007772687020440746
bb_zscore_20h,ret_fwd_1h,XMRUSDT,3.303505373186466e-05,0.05460591039312173,1228,1012,-0.0010987332324457653
bb_zscore_20h,ret_fwd_1h,XPLUSDT,-8.262139599817822e-06,-0.05721251032399608,845,817,0.0005561139061456926
bb_zscore_20h,ret_fwd_1h,XRPUSDT,-0.00010932758005581317,-0.12879112895769002,502,635,0.0005763193526136977
bb_zscore_20h,ret_fwd_1h,ZECUSDT,0.00010750992020437605,-0.057736677629762694,973,975,0.0008969808532529096
bb_zscore_20h,ret_fwd_4h,1000PEPEUSDT,-0.0002186676278960896,-0.11231436573429573,517,532,0.0024143817015760734
bb_zscore_20h,ret_fwd_4h,ADAUSDT,-0.0006814390846929633,-0.13376476458850625,397,548,0.001559742898777991
bb_zscore_20h,ret_fwd_4h,AIOUSDT,0.0011001507482124011,0.022452598892493913,1360,1236,0.0018175931187889222
bb_zscore_20h,ret_fwd_4h,ALLOUSDT,0.0018941885898651383,-0.07170397307122778,1087,1151,0.006251029124216863
bb_zscore_20h,ret_fwd_4h,ARBUSDT,-0.0006904493159421807,-0.12449333630948192,488,606,-0.002521159054984572
bb_zscore_20h,ret_fwd_4h,AVAXUSDT,-0.0005386360148471668,-0.09571086283678881,411,477,-0.002624754302960287
bb_zscore_20h,ret_fwd_4h,BCHUSDT,-0.0008533643346016106,-0.1604535434882934,842,1016,-2.482723789144943e-05
bb_zscore_20h,ret_fwd_4h,BEATUSDT,0.002632080915744909,0.03388577708747882,1395,1200,0.0011893854320243918
bb_zscore_20h,ret_fwd_4h,BNBUSDT,-0.00030914806780191944,-0.003109891501530773,712,578,-0.00021219276468467034
bb_zscore_20h,ret_fwd_4h,BTCUSDT,-0.0002722163218572345,-0.028007226928572538,644,596,-0.0004406157858066247
bb_zscore_20h,ret_fwd_4h,CHZUSDT,4.773096276763057e-05,-0.04090483505453441,1029,945,0.0015354065814541466
bb_zscore_20h,ret_fwd_4h,CRVUSDT,-0.00026327979144059047,-0.06976055742224695,645,696,-0.00040937638058846475
bb_zscore_20h,ret_fwd_4h,DOGEUSDT,-0.00031732489983667833,-0.08163854392437607,535,527,0.0012069923182535655
bb_zscore_20h,ret_fwd_4h,DOTUSDT,-0.0005410175290125202,-0.16219216030688996,465,676,8.684915666615293e-05
bb_zscore_20h,ret_fwd_4h,ENAUSDT,-0.0007886419278179576,-0.1556472105740652,484,746,-0.0024263989259080574
bb_zscore_20h,ret_fwd_4h,EPICUSDT,0.0006591648313728454,-0.035004059566676696,955,979,0.00044364589114109576
bb_zscore_20h,ret_fwd_4h,ESPORTSUSDT,0.001991795325068214,-0.077075967995242,1302,1299,0.0014337341843907606
bb_zscore_20h,ret_fwd_4h,ETHUSDT,-0.0005041066804717676,-0.04808639252604555,678,607,-1.7512314225315924e-05
bb_zscore_20h,ret_fwd_4h,FILUSDT,-0.0003383399416627423,-0.0727991035059632,607,563,-0.0002744415068193076
bb_zscore_20h,ret_fwd_4h,HMSTRUSDT,0.0007432781112303779,-0.050469142319923346,857,841,-0.001553871423338665
bb_zscore_20h,ret_fwd_4h,HOMEUSDT,0.0006965990907854592,-0.04067645286869185,1207,1186,-0.0008020701329044169
bb_zscore_20h,ret_fwd_4h,HUSDT,0.0031012489950028484,0.07108411822920496,1385,1133,0.004340348018536884
bb_zscore_20h,ret_fwd_4h,HYPEUSDT,0.0008655231940925641,0.04377788201875356,1176,890,0.0019810026583481893
bb_zscore_20h,ret_fwd_4h,IDUSDT,-0.0005229942816396851,-0.1310438550994754,706,942,0.0035659278088944653
bb_zscore_20h,ret_fwd_4h,INJUSDT,0.000221334848498994,-0.02405928175324909,663,591,-0.00036563233505931895
bb_zscore_20h,ret_fwd_4h,LABUSDT,0.006459372625523388,0.09488385750555968,1407,1069,0.000797324590848034
bb_zscore_20h,ret_fwd_4h,LINKUSDT,-0.00041160850838248985,-0.05310983820883198,436,364,-0.0012615491047551662
bb_zscore_20h,ret_fwd_4h,LTCUSDT,-0.0005221528962629789,-0.08123083855943926,552,584,-0.0030989313984284873
bb_zscore_20h,ret_fwd_4h,NEARUSDT,0.00044719863632028487,-0.03415111702597413,751,660,0.0005687317334310102
bb_zscore_20h,ret_fwd_4h,ONDOUSDT,1.375560900856082e-05,-0.06212694091196171,599,535,0.0027992648298032826
bb_zscore_20h,ret_fwd_4h,PAXGUSDT,-1.0611893291289193e-05,0.02049228164673023,1298,1165,0.0006900064191765537
bb_zscore_20h,ret_fwd_4h,PLAYUSDT,0.002278911279726269,-0.08354077292591089,1241,1332,7.7455851983104e-05
bb_zscore_20h,ret_fwd_4h,SIRENUSDT,0.007455318354461326,0.11274712912921903,1413,1089,0.007855780821075433
bb_zscore_20h,ret_fwd_4h,SKYAIUSDT,0.0035882002981479635,0.08379434568552312,1467,1127,0.005372936154467601
bb_zscore_20h,ret_fwd_4h,SOLUSDT,-0.0005372248030629073,-0.0640165266038485,527,546,-0.0003487372714843051
bb_zscore_20h,ret_fwd_4h,SPACEUSDT,0.00012140862439318401,-0.05141499123275205,885,908,-0.0025435124020923567
bb_zscore_20h,ret_fwd_4h,STGUSDT,0.002010292290017235,0.006518148930164065,1154,1002,0.0021848696523193026
bb_zscore_20h,ret_fwd_4h,SUIUSDT,-0.0005199416626434821,-0.13030461484074896,398,514,-0.000724063080196264
bb_zscore_20h,ret_fwd_4h,TAOUSDT,-4.7903420492178795e-05,-0.07542746243660174,749,808,0.002611251987713098
bb_zscore_20h,ret_fwd_4h,TONUSDT,0.00025817903349134846,-0.019662372242548305,1006,945,0.0002800820140775929
bb_zscore_20h,ret_fwd_4h,TRUMPUSDT,-0.0007361076460648671,-0.20868957197682297,526,887,0.0028549533871001895
bb_zscore_20h,ret_fwd_4h,TRXUSDT,0.00011051493378542384,0.11670504559128653,1459,1073,-3.0045497211634035e-05
bb_zscore_20h,ret_fwd_4h,UNIUSDT,-0.0005565110377584441,-0.11923781173716702,494,649,0.00211689141022817
bb_zscore_20h,ret_fwd_4h,VELVETUSDT,0.0028543171735653404,-0.05213956381099259,1299,1320,0.0044161216768845496
bb_zscore_20h,ret_fwd_4h,WLDUSDT,0.00018910499276072773,-0.08941312832865671,635,683,-0.0024019516832124574
bb_zscore_20h,ret_fwd_4h,XLMUSDT,-8.270629167219235e-06,-0.14273448091072438,582,752,0.0024998489939903014
bb_zscore_20h,ret_fwd_4h,XMRUSDT,9.536869058839231e-05,0.054504491465890884,1228,1012,-0.0026933958042413926
bb_zscore_20h,ret_fwd_4h,XPLUSDT,-7.220352254957039e-05,-0.05817057965938358,843,817,0.0031251079039160095
bb_zscore_20h,ret_fwd_4h,XRPUSDT,-0.0004299764853316161,-0.129261445146677,502,635,0.0010943913857512338
bb_zscore_20h,ret_fwd_4h,ZECUSDT,0.0004323409938318675,-0.058447518291160634,972,975,0.004197432829309631
bb_zscore_20h,ret_fwd_24h,1000PEPEUSDT,-0.0009148248799350457,-0.11646106144274744,516,532,0.0026223214024497584
bb_zscore_20h,ret_fwd_24h,ADAUSDT,-0.003935430609905869,-0.13930278821028252,391,548,-0.0021481679745901884
bb_zscore_20h,ret_fwd_24h,AIOUSDT,0.008027419933860488,0.022946503544791105,1359,1225,0.010690860893063129
bb_zscore_20h,ret_fwd_24h,ALLOUSDT,0.014158937308242612,-0.07489748013491751,1083,1147,0.04617280860392874
bb_zscore_20h,ret_fwd_24h,ARBUSDT,-0.004062999827414927,-0.12992526583655598,484,606,-0.0008374952818663104
bb_zscore_20h,ret_fwd_24h,AVAXUSDT,-0.002990775151204173,-0.09897444987954476,411,476,-0.004986432950251569
bb_zscore_20h,ret_fwd_24h,BCHUSDT,-0.004876824410151936,-0.1654572722886294,839,1016,0.0017901432459280012
bb_zscore_20h,ret_fwd_24h,BEATUSDT,0.01622469991737127,0.03332893991332985,1391,1191,0.020663436344053897
bb_zscore_20h,ret_fwd_24h,BNBUSDT,-0.0017014792143367344,-0.00611948537245929,711,576,0.00585078275925227
bb_zscore_20h,ret_fwd_24h,BTCUSDT,-0.0015012106387675233,-0.03195269196318367,644,596,0.0037152052735103525
bb_zscore_20h,ret_fwd_24h,CHZUSDT,0.0006881179672802349,-0.04330547107319848,1026,937,0.01512919237379537
bb_zscore_20h,ret_fwd_24h,CRVUSDT,-0.0011672940893742356,-0.07332185798024093,641,690,0.002373186799578467
bb_zscore_20h,ret_fwd_24h,DOGEUSDT,-0.0017115550170210237,-0.0865382819533454,531,527,-0.005222482958225417
bb_zscore_20h,ret_fwd_24h,DOTUSDT,-0.0030766887844947645,-0.16451696762760745,465,671,-0.0039139474412075775
bb_zscore_20h,ret_fwd_24h,ENAUSDT,-0.004513019608008568,-0.16149422041320238,481,746,9.112933108407911e-05
bb_zscore_20h,ret_fwd_24h,EPICUSDT,0.00411555823556172,-0.037797336328758285,951,975,0.00938066656178986
bb_zscore_20h,ret_fwd_24h,ESPORTSUSDT,0.00998875740536328,-0.08422905652913612,1292,1297,0.008947736937224844
bb_zscore_20h,ret_fwd_24h,ETHUSDT,-0.00276871472204069,-0.05121529451718347,676,604,0.0036642330500543576
bb_zscore_20h,ret_fwd_24h,FILUSDT,-0.001891622955663609,-0.07426752894845047,607,560,-0.007953475194197934
bb_zscore_20h,ret_fwd_24h,HMSTRUSDT,0.003819410903855991,-0.05309625464603573,851,832,0.002135174879295605
bb_zscore_20h,ret_fwd_24h,HOMEUSDT,0.0043607574884414165,-0.03502180494119751,1207,1168,-0.0009125583018754733
bb_zscore_20h,ret_fwd_24h,HUSDT,0.020463005982487997,0.06485969728168987,1374,1133,0.036056849516889956
bb_zscore_20h,ret_fwd_24h,HYPEUSDT,0.005553851384762704,0.03900548638778035,1171,889,0.005821804336287456
bb_zscore_20h,ret_fwd_24h,IDUSDT,-0.0024179967563991616,-0.13196874500047287,702,934,0.010183032097563535
bb_zscore_20h,ret_fwd_24h,INJUSDT,0.001537057308834705,-0.029050091513672407,656,590,0.007401606341190117
bb_zscore_20h,ret_fwd_24h,LABUSDT,0.0394784318522912,0.08977807818091843,1397,1065,-0.010602973560192321
bb_zscore_20h,ret_fwd_24h,LINKUSDT,-0.002270454314020531,-0.056349956359890964,436,364,-0.0035728438095904472
bb_zscore_20h,ret_fwd_24h,LTCUSDT,-0.003065871590258181,-0.08281337553121264,551,576,-0.006085627638674633
bb_zscore_20h,ret_fwd_24h,NEARUSDT,0.0029722274662860658,-0.03811140211428088,746,655,0.00671495766254783
bb_zscore_20h,ret_fwd_24h,ONDOUSDT,0.00037505776500391,-0.06776922545804029,593,535,0.00434086639827864
