factor,label,month,IC_mean,RankIC_mean,spread_mean,spread_t,n_timestamps
close_to_low_20h,ret_fwd_24h,2026-04,0.05123767781320671,-0.048403549001171976,,,720
close_to_low_20h,ret_fwd_24h,2026-05,0.07758073714675084,0.021389088063493156,,,744
close_to_low_20h,ret_fwd_24h,2026-06,0.1648685609728174,0.15614164111440304,,,253
close_to_low_20h,ret_fwd_72h,2025-12,-0.056656862838996014,-0.016560822843270498,,,400
close_to_low_20h,ret_fwd_72h,2026-01,-0.10258964150358793,-0.10575083558367343,,,744
close_to_low_20h,ret_fwd_72h,2026-02,0.037761281851252146,-0.033339112289427764,,,672
close_to_low_20h,ret_fwd_72h,2026-03,0.03991201096289532,-0.0115182652258876,,,744
close_to_low_20h,ret_fwd_72h,2026-04,0.10132456844998015,0.02485503381931604,,,720
close_to_low_20h,ret_fwd_72h,2026-05,0.1092587997468402,0.04201779825207988,,,744
close_to_low_20h,ret_fwd_72h,2026-06,0.19864599441303749,0.08137363550250833,,,205
atr_14h,ret_fwd_1h,2025-12,0.006531008736624722,-0.018423223687756597,,,406
atr_14h,ret_fwd_1h,2026-01,-0.02848435109438584,-0.03467072721953648,,,744
atr_14h,ret_fwd_1h,2026-02,-0.009294664457586622,-0.011124934385078236,,,672
atr_14h,ret_fwd_1h,2026-03,0.030373589333451786,-0.01679532971433501,,,744
atr_14h,ret_fwd_1h,2026-04,0.009665967404820943,-0.022228700018713507,,,720
atr_14h,ret_fwd_1h,2026-05,0.014993832222856442,-0.015037982914325631,,,744
atr_14h,ret_fwd_1h,2026-06,0.026282237770541686,0.014149398884551002,,,276
atr_14h,ret_fwd_4h,2025-12,0.02448837744728474,-0.013123224978844996,,,406
atr_14h,ret_fwd_4h,2026-01,-0.06359408521584205,-0.06208577684987079,,,744
atr_14h,ret_fwd_4h,2026-02,0.0008653705761177662,-0.015927432114914472,,,672
atr_14h,ret_fwd_4h,2026-03,0.053061801816577644,-0.023345472031707077,,,744
atr_14h,ret_fwd_4h,2026-04,0.025233845538289293,-0.02817170189110411,,,720
atr_14h,ret_fwd_4h,2026-05,0.042510034213701954,-0.011142944849040772,,,744
atr_14h,ret_fwd_4h,2026-06,0.07185957075176427,0.040873569225977145,,,273
atr_14h,ret_fwd_24h,2025-12,-0.017643387866247345,-0.014887158219581803,,,406
atr_14h,ret_fwd_24h,2026-01,-0.14454689615660266,-0.10841451657658603,,,744
atr_14h,ret_fwd_24h,2026-02,0.02280161060190245,-0.008039735284079112,,,672
atr_14h,ret_fwd_24h,2026-03,0.07742636878000705,-0.011921475191939384,,,744
atr_14h,ret_fwd_24h,2026-04,0.07972738996656135,-0.006333311528370873,,,720
atr_14h,ret_fwd_24h,2026-05,0.08833929321834885,-0.004343866261204728,,,744
atr_14h,ret_fwd_24h,2026-06,0.13539122984327467,0.11221597824306,,,253
atr_14h,ret_fwd_72h,2025-12,-0.040744805742217845,0.03810270385246611,,,406
atr_14h,ret_fwd_72h,2026-01,-0.23383419125780996,-0.16415407240798205,,,744
atr_14h,ret_fwd_72h,2026-02,0.057805164135887266,-0.020933163004671133,,,672
atr_14h,ret_fwd_72h,2026-03,0.07614771365155448,-0.006517389967771409,,,744
atr_14h,ret_fwd_72h,2026-04,0.22138343357915696,0.061780525391904,,,720
atr_14h,ret_fwd_72h,2026-05,0.12580530887627217,0.008647706069598117,,,744
atr_14h,ret_fwd_72h,2026-06,0.14777018678780185,0.07895411823265891,,,205
ma_gap_20h,ret_fwd_1h,2025-12,0.01835575426044958,-0.033111776231414015,,,400
ma_gap_20h,ret_fwd_1h,2026-01,-0.021256916297279167,-0.03765822624869151,,,744
ma_gap_20h,ret_fwd_1h,2026-02,-0.0034633976601071465,-0.012744764861348179,,,672
ma_gap_20h,ret_fwd_1h,2026-03,0.025434007604538587,-0.020584045913859608,,,744
ma_gap_20h,ret_fwd_1h,2026-04,-0.008187709566904856,-0.031111636805361127,,,720
ma_gap_20h,ret_fwd_1h,2026-05,0.020037127870476686,-0.012341871753785314,,,744
ma_gap_20h,ret_fwd_1h,2026-06,0.04031860220946912,0.018313351300065527,,,276
ma_gap_20h,ret_fwd_4h,2025-12,-0.0045100253576258395,-0.06039974816405407,,,400
ma_gap_20h,ret_fwd_4h,2026-01,-0.03057631378385019,-0.03775849546231004,,,744
ma_gap_20h,ret_fwd_4h,2026-02,-0.02261950041506232,-0.01984231111784226,,,672
ma_gap_20h,ret_fwd_4h,2026-03,0.030654609825362583,-0.029505130325657863,,,744
ma_gap_20h,ret_fwd_4h,2026-04,-0.0181444169476163,-0.04257728303388632,,,720
ma_gap_20h,ret_fwd_4h,2026-05,0.020235939830111575,-0.0039431741152277265,,,744
ma_gap_20h,ret_fwd_4h,2026-06,0.05755271447981329,0.037860932907111566,,,273
ma_gap_20h,ret_fwd_24h,2025-12,-0.013770343037971528,-0.04631751945428322,,,400
ma_gap_20h,ret_fwd_24h,2026-01,-0.01944654091627802,-0.04446034857915498,,,744
ma_gap_20h,ret_fwd_24h,2026-02,-0.07335155991931161,-0.051220665554612174,,,672
ma_gap_20h,ret_fwd_24h,2026-03,0.0015665892324802674,-0.01366632270835633,,,744
ma_gap_20h,ret_fwd_24h,2026-04,0.0020945139339335443,-0.06404905588623454,,,720
ma_gap_20h,ret_fwd_24h,2026-05,0.006713213514357069,0.03277847517771476,,,744
ma_gap_20h,ret_fwd_24h,2026-06,0.13078903912986253,0.13763239154992257,,,253
ma_gap_20h,ret_fwd_72h,2025-12,0.012341611742993386,-0.018243117698563537,,,400
ma_gap_20h,ret_fwd_72h,2026-01,0.03979527846559278,0.03120048292893706,,,744
ma_gap_20h,ret_fwd_72h,2026-02,-0.023707779255418174,-0.0319343643072077,,,672
ma_gap_20h,ret_fwd_72h,2026-03,-0.029267637557421736,-0.019086137217740926,,,744
ma_gap_20h,ret_fwd_72h,2026-04,-0.06019101594406072,-0.021916882158380155,,,720
ma_gap_20h,ret_fwd_72h,2026-05,0.021047577154843122,0.06328925917760632,,,744
ma_gap_20h,ret_fwd_72h,2026-06,0.1320810762222205,0.05048880039820806,,,205
