symbol,side_label,signal_rank,signal_value,notional_volume,candidate_id
HAEDALUSDT,EXCLUDED_NO_LIQUIDITY,-1,-0.5965233898777774,0.0,signal_v0_core_only__1h__original_no_guard
SEIUSDT,EXCLUDED_NO_LIQUIDITY,-1,-0.6044407758141989,0.0,signal_v0_core_only__1h__original_no_guard
HOMEUSDT,NEUTRAL,32,-0.6113683105199657,170321.236576,signal_v0_core_only__1h__original_no_guard
MELANIAUSDT,EXCLUDED_NO_LIQUIDITY,-1,-0.6158296940299295,0.0,signal_v0_core_only__1h__original_no_guard
TAUSDT,EXCLUDED_NO_LIQUIDITY,-1,-0.648670368005985,0.0,signal_v0_core_only__1h__original_no_guard
ZKUSDT,EXCLUDED_NO_LIQUIDITY,-1,-0.6874676028099596,0.0,signal_v0_core_only__1h__original_no_guard
1000LUNCUSDT,EXCLUDED_NO_LIQUIDITY,-1,-0.7257515989285086,0.0,signal_v0_core_only__1h__original_no_guard
ETHFIUSDT,EXCLUDED_NO_LIQUIDITY,-1,-0.7443749088358024,0.0,signal_v0_core_only__1h__original_no_guard
MEUSDT,EXCLUDED_NO_LIQUIDITY,-1,-0.7549700875883688,0.0,signal_v0_core_only__1h__original_no_guard
ENJUSDT,EXCLUDED_NO_LIQUIDITY,-1,-0.7839851570376518,0.0,signal_v0_core_only__1h__original_no_guard
BRUSDT,EXCLUDED_NO_LIQUIDITY,-1,-0.805466328491105,0.0,signal_v0_core_only__1h__original_no_guard
CATIUSDT,EXCLUDED_NO_LIQUIDITY,-1,-0.8478381987659251,0.0,signal_v0_core_only__1h__original_no_guard
BASEDUSDT,EXCLUDED_NO_LIQUIDITY,-1,-0.8633329819460558,0.0,signal_v0_core_only__1h__original_no_guard
XNYUSDT,EXCLUDED_NO_LIQUIDITY,-1,-0.872225085373849,0.0,signal_v0_core_only__1h__original_no_guard
XPLUSDT,NEUTRAL,33,-0.9808116046832093,2715798.3402,signal_v0_core_only__1h__original_no_guard
SOPHUSDT,EXCLUDED_NO_LIQUIDITY,-1,-1.0027630505880039,0.0,signal_v0_core_only__1h__original_no_guard
XMRUSDT,NEUTRAL,34,-1.0165859834865631,879806.97386,signal_v0_core_only__1h__original_no_guard
BANANAS31USDT,EXCLUDED_NO_LIQUIDITY,-1,-1.0852445801174961,0.0,signal_v0_core_only__1h__original_no_guard
MMTUSDT,EXCLUDED_NO_LIQUIDITY,-1,-1.1034793023684142,0.0,signal_v0_core_only__1h__original_no_guard
ZBTUSDT,EXCLUDED_NO_LIQUIDITY,-1,-1.181841074952276,0.0,signal_v0_core_only__1h__original_no_guard
LABUSDT,NEUTRAL,35,-1.406188525936246,430561.67007,signal_v0_core_only__1h__original_no_guard
ENSOUSDT,EXCLUDED_NO_LIQUIDITY,-1,-1.4237836191917888,0.0,signal_v0_core_only__1h__original_no_guard
ESPUSDT,EXCLUDED_NO_LIQUIDITY,-1,-1.5339998266727395,0.0,signal_v0_core_only__1h__original_no_guard
BILLUSDT,EXCLUDED_NO_LIQUIDITY,-1,-1.5799333237798492,0.0,signal_v0_core_only__1h__original_no_guard
EDGEUSDT,EXCLUDED_NO_LIQUIDITY,-1,-1.6536496577998705,0.0,signal_v0_core_only__1h__original_no_guard
FHEUSDT,EXCLUDED_NO_LIQUIDITY,-1,-1.6718662473773243,0.0,signal_v0_core_only__1h__original_no_guard
PIEVERSEUSDT,EXCLUDED_NO_LIQUIDITY,-1,-1.6978618599692925,0.0,signal_v0_core_only__1h__original_no_guard
ALLOUSDT,LOWER_SIDE,36,-1.701413690933871,249670.01338999998,signal_v0_core_only__1h__original_no_guard
ARIAUSDT,EXCLUDED_NO_LIQUIDITY,-1,-2.0588190003503337,0.0,signal_v0_core_only__1h__original_no_guard
SWARMSUSDT,EXCLUDED_NO_LIQUIDITY,-1,-2.065557213922423,0.0,signal_v0_core_only__1h__original_no_guard
ATUSDT,EXCLUDED_NO_LIQUIDITY,-1,-2.1497626293223386,0.0,signal_v0_core_only__1h__original_no_guard
AIXBTUSDT,EXCLUDED_NO_LIQUIDITY,-1,-2.151073992169204,0.0,signal_v0_core_only__1h__original_no_guard
ARCUSDT,EXCLUDED_NO_LIQUIDITY,-1,-2.228831309561315,0.0,signal_v0_core_only__1h__original_no_guard
UBUSDT,EXCLUDED_NO_LIQUIDITY,-1,-2.2654516735348356,0.0,signal_v0_core_only__1h__original_no_guard
TSTUSDT,EXCLUDED_NO_LIQUIDITY,-1,-2.304485205305397,0.0,signal_v0_core_only__1h__original_no_guard
TRUMPUSDT,LOWER_SIDE,37,-2.3829864770120084,5933998.13838,signal_v0_core_only__1h__original_no_guard
NOTUSDT,EXCLUDED_NO_LIQUIDITY,-1,-2.4880530294817023,0.0,signal_v0_core_only__1h__original_no_guard
SPACEUSDT,LOWER_SIDE,38,-2.518888304483549,297038.741636,signal_v0_core_only__1h__original_no_guard
SKYAIUSDT,LOWER_SIDE,39,-2.533517872383639,156986.46412,signal_v0_core_only__1h__original_no_guard
BEATUSDT,LOWER_SIDE,40,-2.5664587792556945,1549656.6778,signal_v0_core_only__1h__original_no_guard
COAIUSDT,EXCLUDED_NO_LIQUIDITY,-1,-2.966865079129481,0.0,signal_v0_core_only__1h__original_no_guard
ORCAUSDT,EXCLUDED_NO_LIQUIDITY,-1,-3.2408772938161463,0.0,signal_v0_core_only__1h__original_no_guard
MYXUSDT,EXCLUDED_NO_LIQUIDITY,-1,-3.4168979483310826,0.0,signal_v0_core_only__1h__original_no_guard
CLOUSDT,EXCLUDED_NO_LIQUIDITY,-1,-3.515915090351468,0.0,signal_v0_core_only__1h__original_no_guard
HMSTRUSDT,LOWER_SIDE,41,-3.577335021560869,233681.0053405,signal_v0_core_only__1h__original_no_guard
PLAYUSDT,LOWER_SIDE,42,-3.9292689668359397,212514.56526,signal_v0_core_only__1h__original_no_guard
HUSDT,LOWER_SIDE,43,-4.695291922612546,959246.86214,signal_v0_core_only__1h__original_no_guard
