variant_id,fee_bps,slippage_bps,total_cost_bps,participation_rate,notional_usd,gross_median_spread,estimated_cost_per_rebalance,net_median_spread,median_capacity_usd,capacity_ok,survives_both
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,5,7,0.005,100000,4.2259867226212395e-05,0.0001316,-8.93401327737876e-05,293824.8647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,5,7,0.01,1000,4.2259867226212395e-05,0.0001316,-8.93401327737876e-05,587649.729434213,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,5,7,0.01,5000,4.2259867226212395e-05,0.0001316,-8.93401327737876e-05,587649.729434213,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,5,7,0.01,10000,4.2259867226212395e-05,0.0001316,-8.93401327737876e-05,587649.729434213,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,5,7,0.01,50000,4.2259867226212395e-05,0.0001316,-8.93401327737876e-05,587649.729434213,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,5,7,0.01,100000,4.2259867226212395e-05,0.0001316,-8.93401327737876e-05,587649.729434213,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,5,7,0.02,1000,4.2259867226212395e-05,0.0001316,-8.93401327737876e-05,1175299.458868426,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,5,7,0.02,5000,4.2259867226212395e-05,0.0001316,-8.93401327737876e-05,1175299.458868426,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,5,7,0.02,10000,4.2259867226212395e-05,0.0001316,-8.93401327737876e-05,1175299.458868426,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,5,7,0.02,50000,4.2259867226212395e-05,0.0001316,-8.93401327737876e-05,1175299.458868426,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,5,7,0.02,100000,4.2259867226212395e-05,0.0001316,-8.93401327737876e-05,1175299.458868426,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,5,7,0.05,1000,4.2259867226212395e-05,0.0001316,-8.93401327737876e-05,2938248.647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,5,7,0.05,5000,4.2259867226212395e-05,0.0001316,-8.93401327737876e-05,2938248.647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,5,7,0.05,10000,4.2259867226212395e-05,0.0001316,-8.93401327737876e-05,2938248.647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,5,7,0.05,50000,4.2259867226212395e-05,0.0001316,-8.93401327737876e-05,2938248.647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,5,7,0.05,100000,4.2259867226212395e-05,0.0001316,-8.93401327737876e-05,2938248.647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,10,12,0.001,1000,4.2259867226212395e-05,0.00022559999999999998,-0.0001833401327737876,58764.97294342131,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,10,12,0.001,5000,4.2259867226212395e-05,0.00022559999999999998,-0.0001833401327737876,58764.97294342131,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,10,12,0.001,10000,4.2259867226212395e-05,0.00022559999999999998,-0.0001833401327737876,58764.97294342131,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,10,12,0.001,50000,4.2259867226212395e-05,0.00022559999999999998,-0.0001833401327737876,58764.97294342131,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,10,12,0.001,100000,4.2259867226212395e-05,0.00022559999999999998,-0.0001833401327737876,58764.97294342131,False,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,10,12,0.005,1000,4.2259867226212395e-05,0.00022559999999999998,-0.0001833401327737876,293824.8647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,10,12,0.005,5000,4.2259867226212395e-05,0.00022559999999999998,-0.0001833401327737876,293824.8647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,10,12,0.005,10000,4.2259867226212395e-05,0.00022559999999999998,-0.0001833401327737876,293824.8647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,10,12,0.005,50000,4.2259867226212395e-05,0.00022559999999999998,-0.0001833401327737876,293824.8647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,10,12,0.005,100000,4.2259867226212395e-05,0.00022559999999999998,-0.0001833401327737876,293824.8647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,10,12,0.01,1000,4.2259867226212395e-05,0.00022559999999999998,-0.0001833401327737876,587649.729434213,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,10,12,0.01,5000,4.2259867226212395e-05,0.00022559999999999998,-0.0001833401327737876,587649.729434213,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,10,12,0.01,10000,4.2259867226212395e-05,0.00022559999999999998,-0.0001833401327737876,587649.729434213,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,10,12,0.01,50000,4.2259867226212395e-05,0.00022559999999999998,-0.0001833401327737876,587649.729434213,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,10,12,0.01,100000,4.2259867226212395e-05,0.00022559999999999998,-0.0001833401327737876,587649.729434213,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,10,12,0.02,1000,4.2259867226212395e-05,0.00022559999999999998,-0.0001833401327737876,1175299.458868426,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,10,12,0.02,5000,4.2259867226212395e-05,0.00022559999999999998,-0.0001833401327737876,1175299.458868426,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,10,12,0.02,10000,4.2259867226212395e-05,0.00022559999999999998,-0.0001833401327737876,1175299.458868426,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,10,12,0.02,50000,4.2259867226212395e-05,0.00022559999999999998,-0.0001833401327737876,1175299.458868426,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,10,12,0.02,100000,4.2259867226212395e-05,0.00022559999999999998,-0.0001833401327737876,1175299.458868426,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,10,12,0.05,1000,4.2259867226212395e-05,0.00022559999999999998,-0.0001833401327737876,2938248.647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,10,12,0.05,5000,4.2259867226212395e-05,0.00022559999999999998,-0.0001833401327737876,2938248.647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,10,12,0.05,10000,4.2259867226212395e-05,0.00022559999999999998,-0.0001833401327737876,2938248.647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,10,12,0.05,50000,4.2259867226212395e-05,0.00022559999999999998,-0.0001833401327737876,2938248.647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,10,12,0.05,100000,4.2259867226212395e-05,0.00022559999999999998,-0.0001833401327737876,2938248.647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,25,27,0.001,1000,4.2259867226212395e-05,0.0005076,-0.0004653401327737876,58764.97294342131,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,25,27,0.001,5000,4.2259867226212395e-05,0.0005076,-0.0004653401327737876,58764.97294342131,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,25,27,0.001,10000,4.2259867226212395e-05,0.0005076,-0.0004653401327737876,58764.97294342131,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,25,27,0.001,50000,4.2259867226212395e-05,0.0005076,-0.0004653401327737876,58764.97294342131,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,25,27,0.001,100000,4.2259867226212395e-05,0.0005076,-0.0004653401327737876,58764.97294342131,False,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,25,27,0.005,1000,4.2259867226212395e-05,0.0005076,-0.0004653401327737876,293824.8647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,25,27,0.005,5000,4.2259867226212395e-05,0.0005076,-0.0004653401327737876,293824.8647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,25,27,0.005,10000,4.2259867226212395e-05,0.0005076,-0.0004653401327737876,293824.8647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,25,27,0.005,50000,4.2259867226212395e-05,0.0005076,-0.0004653401327737876,293824.8647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,25,27,0.005,100000,4.2259867226212395e-05,0.0005076,-0.0004653401327737876,293824.8647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,25,27,0.01,1000,4.2259867226212395e-05,0.0005076,-0.0004653401327737876,587649.729434213,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,25,27,0.01,5000,4.2259867226212395e-05,0.0005076,-0.0004653401327737876,587649.729434213,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,25,27,0.01,10000,4.2259867226212395e-05,0.0005076,-0.0004653401327737876,587649.729434213,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,25,27,0.01,50000,4.2259867226212395e-05,0.0005076,-0.0004653401327737876,587649.729434213,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,25,27,0.01,100000,4.2259867226212395e-05,0.0005076,-0.0004653401327737876,587649.729434213,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,25,27,0.02,1000,4.2259867226212395e-05,0.0005076,-0.0004653401327737876,1175299.458868426,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,25,27,0.02,5000,4.2259867226212395e-05,0.0005076,-0.0004653401327737876,1175299.458868426,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,25,27,0.02,10000,4.2259867226212395e-05,0.0005076,-0.0004653401327737876,1175299.458868426,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,25,27,0.02,50000,4.2259867226212395e-05,0.0005076,-0.0004653401327737876,1175299.458868426,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,25,27,0.02,100000,4.2259867226212395e-05,0.0005076,-0.0004653401327737876,1175299.458868426,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,25,27,0.05,1000,4.2259867226212395e-05,0.0005076,-0.0004653401327737876,2938248.647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,25,27,0.05,5000,4.2259867226212395e-05,0.0005076,-0.0004653401327737876,2938248.647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,25,27,0.05,10000,4.2259867226212395e-05,0.0005076,-0.0004653401327737876,2938248.647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,25,27,0.05,50000,4.2259867226212395e-05,0.0005076,-0.0004653401327737876,2938248.647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,2,25,27,0.05,100000,4.2259867226212395e-05,0.0005076,-0.0004653401327737876,2938248.647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,1,6,0.001,1000,4.2259867226212395e-05,0.00011279999999999999,-7.05401327737876e-05,58764.97294342131,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,1,6,0.001,5000,4.2259867226212395e-05,0.00011279999999999999,-7.05401327737876e-05,58764.97294342131,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,1,6,0.001,10000,4.2259867226212395e-05,0.00011279999999999999,-7.05401327737876e-05,58764.97294342131,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,1,6,0.001,50000,4.2259867226212395e-05,0.00011279999999999999,-7.05401327737876e-05,58764.97294342131,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,1,6,0.001,100000,4.2259867226212395e-05,0.00011279999999999999,-7.05401327737876e-05,58764.97294342131,False,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,1,6,0.005,1000,4.2259867226212395e-05,0.00011279999999999999,-7.05401327737876e-05,293824.8647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,1,6,0.005,5000,4.2259867226212395e-05,0.00011279999999999999,-7.05401327737876e-05,293824.8647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,1,6,0.005,10000,4.2259867226212395e-05,0.00011279999999999999,-7.05401327737876e-05,293824.8647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,1,6,0.005,50000,4.2259867226212395e-05,0.00011279999999999999,-7.05401327737876e-05,293824.8647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,1,6,0.005,100000,4.2259867226212395e-05,0.00011279999999999999,-7.05401327737876e-05,293824.8647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,1,6,0.01,1000,4.2259867226212395e-05,0.00011279999999999999,-7.05401327737876e-05,587649.729434213,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,1,6,0.01,5000,4.2259867226212395e-05,0.00011279999999999999,-7.05401327737876e-05,587649.729434213,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,1,6,0.01,10000,4.2259867226212395e-05,0.00011279999999999999,-7.05401327737876e-05,587649.729434213,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,1,6,0.01,50000,4.2259867226212395e-05,0.00011279999999999999,-7.05401327737876e-05,587649.729434213,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,1,6,0.01,100000,4.2259867226212395e-05,0.00011279999999999999,-7.05401327737876e-05,587649.729434213,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,1,6,0.02,1000,4.2259867226212395e-05,0.00011279999999999999,-7.05401327737876e-05,1175299.458868426,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,1,6,0.02,5000,4.2259867226212395e-05,0.00011279999999999999,-7.05401327737876e-05,1175299.458868426,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,1,6,0.02,10000,4.2259867226212395e-05,0.00011279999999999999,-7.05401327737876e-05,1175299.458868426,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,1,6,0.02,50000,4.2259867226212395e-05,0.00011279999999999999,-7.05401327737876e-05,1175299.458868426,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,1,6,0.02,100000,4.2259867226212395e-05,0.00011279999999999999,-7.05401327737876e-05,1175299.458868426,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,1,6,0.05,1000,4.2259867226212395e-05,0.00011279999999999999,-7.05401327737876e-05,2938248.647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,1,6,0.05,5000,4.2259867226212395e-05,0.00011279999999999999,-7.05401327737876e-05,2938248.647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,1,6,0.05,10000,4.2259867226212395e-05,0.00011279999999999999,-7.05401327737876e-05,2938248.647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,1,6,0.05,50000,4.2259867226212395e-05,0.00011279999999999999,-7.05401327737876e-05,2938248.647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,1,6,0.05,100000,4.2259867226212395e-05,0.00011279999999999999,-7.05401327737876e-05,2938248.647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,5,10,0.001,1000,4.2259867226212395e-05,0.00018800000000000002,-0.00014574013277378762,58764.97294342131,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,5,10,0.001,5000,4.2259867226212395e-05,0.00018800000000000002,-0.00014574013277378762,58764.97294342131,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,5,10,0.001,10000,4.2259867226212395e-05,0.00018800000000000002,-0.00014574013277378762,58764.97294342131,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,5,10,0.001,50000,4.2259867226212395e-05,0.00018800000000000002,-0.00014574013277378762,58764.97294342131,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,5,10,0.001,100000,4.2259867226212395e-05,0.00018800000000000002,-0.00014574013277378762,58764.97294342131,False,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,5,10,0.005,1000,4.2259867226212395e-05,0.00018800000000000002,-0.00014574013277378762,293824.8647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,5,10,0.005,5000,4.2259867226212395e-05,0.00018800000000000002,-0.00014574013277378762,293824.8647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,5,10,0.005,10000,4.2259867226212395e-05,0.00018800000000000002,-0.00014574013277378762,293824.8647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,5,10,0.005,50000,4.2259867226212395e-05,0.00018800000000000002,-0.00014574013277378762,293824.8647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,5,10,0.005,100000,4.2259867226212395e-05,0.00018800000000000002,-0.00014574013277378762,293824.8647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,5,10,0.01,1000,4.2259867226212395e-05,0.00018800000000000002,-0.00014574013277378762,587649.729434213,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,5,10,0.01,5000,4.2259867226212395e-05,0.00018800000000000002,-0.00014574013277378762,587649.729434213,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,5,10,0.01,10000,4.2259867226212395e-05,0.00018800000000000002,-0.00014574013277378762,587649.729434213,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,5,10,0.01,50000,4.2259867226212395e-05,0.00018800000000000002,-0.00014574013277378762,587649.729434213,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,5,10,0.01,100000,4.2259867226212395e-05,0.00018800000000000002,-0.00014574013277378762,587649.729434213,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,5,10,0.02,1000,4.2259867226212395e-05,0.00018800000000000002,-0.00014574013277378762,1175299.458868426,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,5,10,0.02,5000,4.2259867226212395e-05,0.00018800000000000002,-0.00014574013277378762,1175299.458868426,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,5,10,0.02,10000,4.2259867226212395e-05,0.00018800000000000002,-0.00014574013277378762,1175299.458868426,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,5,10,0.02,50000,4.2259867226212395e-05,0.00018800000000000002,-0.00014574013277378762,1175299.458868426,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,5,10,0.02,100000,4.2259867226212395e-05,0.00018800000000000002,-0.00014574013277378762,1175299.458868426,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,5,10,0.05,1000,4.2259867226212395e-05,0.00018800000000000002,-0.00014574013277378762,2938248.647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,5,10,0.05,5000,4.2259867226212395e-05,0.00018800000000000002,-0.00014574013277378762,2938248.647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,5,10,0.05,10000,4.2259867226212395e-05,0.00018800000000000002,-0.00014574013277378762,2938248.647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,5,10,0.05,50000,4.2259867226212395e-05,0.00018800000000000002,-0.00014574013277378762,2938248.647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,5,10,0.05,100000,4.2259867226212395e-05,0.00018800000000000002,-0.00014574013277378762,2938248.647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,10,15,0.001,1000,4.2259867226212395e-05,0.000282,-0.00023974013277378763,58764.97294342131,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,10,15,0.001,5000,4.2259867226212395e-05,0.000282,-0.00023974013277378763,58764.97294342131,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,10,15,0.001,10000,4.2259867226212395e-05,0.000282,-0.00023974013277378763,58764.97294342131,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,10,15,0.001,50000,4.2259867226212395e-05,0.000282,-0.00023974013277378763,58764.97294342131,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,10,15,0.001,100000,4.2259867226212395e-05,0.000282,-0.00023974013277378763,58764.97294342131,False,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,10,15,0.005,1000,4.2259867226212395e-05,0.000282,-0.00023974013277378763,293824.8647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,10,15,0.005,5000,4.2259867226212395e-05,0.000282,-0.00023974013277378763,293824.8647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,10,15,0.005,10000,4.2259867226212395e-05,0.000282,-0.00023974013277378763,293824.8647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,10,15,0.005,50000,4.2259867226212395e-05,0.000282,-0.00023974013277378763,293824.8647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,10,15,0.005,100000,4.2259867226212395e-05,0.000282,-0.00023974013277378763,293824.8647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,10,15,0.01,1000,4.2259867226212395e-05,0.000282,-0.00023974013277378763,587649.729434213,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,10,15,0.01,5000,4.2259867226212395e-05,0.000282,-0.00023974013277378763,587649.729434213,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,10,15,0.01,10000,4.2259867226212395e-05,0.000282,-0.00023974013277378763,587649.729434213,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,10,15,0.01,50000,4.2259867226212395e-05,0.000282,-0.00023974013277378763,587649.729434213,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,10,15,0.01,100000,4.2259867226212395e-05,0.000282,-0.00023974013277378763,587649.729434213,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,10,15,0.02,1000,4.2259867226212395e-05,0.000282,-0.00023974013277378763,1175299.458868426,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,10,15,0.02,5000,4.2259867226212395e-05,0.000282,-0.00023974013277378763,1175299.458868426,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,10,15,0.02,10000,4.2259867226212395e-05,0.000282,-0.00023974013277378763,1175299.458868426,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,10,15,0.02,50000,4.2259867226212395e-05,0.000282,-0.00023974013277378763,1175299.458868426,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,10,15,0.02,100000,4.2259867226212395e-05,0.000282,-0.00023974013277378763,1175299.458868426,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,10,15,0.05,1000,4.2259867226212395e-05,0.000282,-0.00023974013277378763,2938248.647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,10,15,0.05,5000,4.2259867226212395e-05,0.000282,-0.00023974013277378763,2938248.647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,10,15,0.05,10000,4.2259867226212395e-05,0.000282,-0.00023974013277378763,2938248.647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,10,15,0.05,50000,4.2259867226212395e-05,0.000282,-0.00023974013277378763,2938248.647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,10,15,0.05,100000,4.2259867226212395e-05,0.000282,-0.00023974013277378763,2938248.647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,25,30,0.001,1000,4.2259867226212395e-05,0.000564,-0.0005217401327737877,58764.97294342131,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,25,30,0.001,5000,4.2259867226212395e-05,0.000564,-0.0005217401327737877,58764.97294342131,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,25,30,0.001,10000,4.2259867226212395e-05,0.000564,-0.0005217401327737877,58764.97294342131,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,25,30,0.001,50000,4.2259867226212395e-05,0.000564,-0.0005217401327737877,58764.97294342131,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,25,30,0.001,100000,4.2259867226212395e-05,0.000564,-0.0005217401327737877,58764.97294342131,False,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,25,30,0.005,1000,4.2259867226212395e-05,0.000564,-0.0005217401327737877,293824.8647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,25,30,0.005,5000,4.2259867226212395e-05,0.000564,-0.0005217401327737877,293824.8647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,25,30,0.005,10000,4.2259867226212395e-05,0.000564,-0.0005217401327737877,293824.8647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,25,30,0.005,50000,4.2259867226212395e-05,0.000564,-0.0005217401327737877,293824.8647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,25,30,0.005,100000,4.2259867226212395e-05,0.000564,-0.0005217401327737877,293824.8647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,25,30,0.01,1000,4.2259867226212395e-05,0.000564,-0.0005217401327737877,587649.729434213,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,25,30,0.01,5000,4.2259867226212395e-05,0.000564,-0.0005217401327737877,587649.729434213,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,25,30,0.01,10000,4.2259867226212395e-05,0.000564,-0.0005217401327737877,587649.729434213,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,25,30,0.01,50000,4.2259867226212395e-05,0.000564,-0.0005217401327737877,587649.729434213,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,25,30,0.01,100000,4.2259867226212395e-05,0.000564,-0.0005217401327737877,587649.729434213,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,25,30,0.02,1000,4.2259867226212395e-05,0.000564,-0.0005217401327737877,1175299.458868426,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,25,30,0.02,5000,4.2259867226212395e-05,0.000564,-0.0005217401327737877,1175299.458868426,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,25,30,0.02,10000,4.2259867226212395e-05,0.000564,-0.0005217401327737877,1175299.458868426,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,25,30,0.02,50000,4.2259867226212395e-05,0.000564,-0.0005217401327737877,1175299.458868426,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,25,30,0.02,100000,4.2259867226212395e-05,0.000564,-0.0005217401327737877,1175299.458868426,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,25,30,0.05,1000,4.2259867226212395e-05,0.000564,-0.0005217401327737877,2938248.647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,25,30,0.05,5000,4.2259867226212395e-05,0.000564,-0.0005217401327737877,2938248.647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,25,30,0.05,10000,4.2259867226212395e-05,0.000564,-0.0005217401327737877,2938248.647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,25,30,0.05,50000,4.2259867226212395e-05,0.000564,-0.0005217401327737877,2938248.647171065,True,False
signal_v0_family_balanced_diagnostic__1h__original_no_guard,5,25,30,0.05,100000,4.2259867226212395e-05,0.000564,-0.0005217401327737877,2938248.647171065,True,False
