variant_id,fee_bps,slippage_bps,total_cost_bps,participation_rate,notional_usd,gross_median_spread,estimated_cost_per_rebalance,net_median_spread,median_capacity_usd,capacity_ok,survives_both
signal_v0_core_only__1h__original_bucket0_guard,2,1,3,0.05,5000,0.00015127782786259337,8.579999999999998e-05,6.547782786259339e-05,2286780.051988775,True,True
signal_v0_core_only__1h__original_bucket0_guard,2,1,3,0.05,10000,0.00015127782786259337,8.579999999999998e-05,6.547782786259339e-05,2286780.051988775,True,True
signal_v0_core_only__1h__original_bucket0_guard,2,1,3,0.05,50000,0.00015127782786259337,8.579999999999998e-05,6.547782786259339e-05,2286780.051988775,True,True
signal_v0_core_only__1h__original_bucket0_guard,2,1,3,0.05,100000,0.00015127782786259337,8.579999999999998e-05,6.547782786259339e-05,2286780.051988775,True,True
signal_v0_core_only__1h__original_bucket0_guard,2,5,7,0.001,1000,0.00015127782786259337,0.0002002,-4.8922172137406614e-05,45735.6010397755,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,5,7,0.001,5000,0.00015127782786259337,0.0002002,-4.8922172137406614e-05,45735.6010397755,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,5,7,0.001,10000,0.00015127782786259337,0.0002002,-4.8922172137406614e-05,45735.6010397755,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,5,7,0.001,50000,0.00015127782786259337,0.0002002,-4.8922172137406614e-05,45735.6010397755,False,False
signal_v0_core_only__1h__original_bucket0_guard,2,5,7,0.001,100000,0.00015127782786259337,0.0002002,-4.8922172137406614e-05,45735.6010397755,False,False
signal_v0_core_only__1h__original_bucket0_guard,2,5,7,0.005,1000,0.00015127782786259337,0.0002002,-4.8922172137406614e-05,228678.00519887748,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,5,7,0.005,5000,0.00015127782786259337,0.0002002,-4.8922172137406614e-05,228678.00519887748,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,5,7,0.005,10000,0.00015127782786259337,0.0002002,-4.8922172137406614e-05,228678.00519887748,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,5,7,0.005,50000,0.00015127782786259337,0.0002002,-4.8922172137406614e-05,228678.00519887748,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,5,7,0.005,100000,0.00015127782786259337,0.0002002,-4.8922172137406614e-05,228678.00519887748,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,5,7,0.01,1000,0.00015127782786259337,0.0002002,-4.8922172137406614e-05,457356.01039775496,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,5,7,0.01,5000,0.00015127782786259337,0.0002002,-4.8922172137406614e-05,457356.01039775496,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,5,7,0.01,10000,0.00015127782786259337,0.0002002,-4.8922172137406614e-05,457356.01039775496,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,5,7,0.01,50000,0.00015127782786259337,0.0002002,-4.8922172137406614e-05,457356.01039775496,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,5,7,0.01,100000,0.00015127782786259337,0.0002002,-4.8922172137406614e-05,457356.01039775496,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,5,7,0.02,1000,0.00015127782786259337,0.0002002,-4.8922172137406614e-05,914712.0207955099,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,5,7,0.02,5000,0.00015127782786259337,0.0002002,-4.8922172137406614e-05,914712.0207955099,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,5,7,0.02,10000,0.00015127782786259337,0.0002002,-4.8922172137406614e-05,914712.0207955099,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,5,7,0.02,50000,0.00015127782786259337,0.0002002,-4.8922172137406614e-05,914712.0207955099,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,5,7,0.02,100000,0.00015127782786259337,0.0002002,-4.8922172137406614e-05,914712.0207955099,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,5,7,0.05,1000,0.00015127782786259337,0.0002002,-4.8922172137406614e-05,2286780.051988775,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,5,7,0.05,5000,0.00015127782786259337,0.0002002,-4.8922172137406614e-05,2286780.051988775,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,5,7,0.05,10000,0.00015127782786259337,0.0002002,-4.8922172137406614e-05,2286780.051988775,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,5,7,0.05,50000,0.00015127782786259337,0.0002002,-4.8922172137406614e-05,2286780.051988775,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,5,7,0.05,100000,0.00015127782786259337,0.0002002,-4.8922172137406614e-05,2286780.051988775,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,10,12,0.001,1000,0.00015127782786259337,0.00034319999999999994,-0.00019192217213740657,45735.6010397755,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,10,12,0.001,5000,0.00015127782786259337,0.00034319999999999994,-0.00019192217213740657,45735.6010397755,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,10,12,0.001,10000,0.00015127782786259337,0.00034319999999999994,-0.00019192217213740657,45735.6010397755,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,10,12,0.001,50000,0.00015127782786259337,0.00034319999999999994,-0.00019192217213740657,45735.6010397755,False,False
signal_v0_core_only__1h__original_bucket0_guard,2,10,12,0.001,100000,0.00015127782786259337,0.00034319999999999994,-0.00019192217213740657,45735.6010397755,False,False
signal_v0_core_only__1h__original_bucket0_guard,2,10,12,0.005,1000,0.00015127782786259337,0.00034319999999999994,-0.00019192217213740657,228678.00519887748,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,10,12,0.005,5000,0.00015127782786259337,0.00034319999999999994,-0.00019192217213740657,228678.00519887748,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,10,12,0.005,10000,0.00015127782786259337,0.00034319999999999994,-0.00019192217213740657,228678.00519887748,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,10,12,0.005,50000,0.00015127782786259337,0.00034319999999999994,-0.00019192217213740657,228678.00519887748,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,10,12,0.005,100000,0.00015127782786259337,0.00034319999999999994,-0.00019192217213740657,228678.00519887748,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,10,12,0.01,1000,0.00015127782786259337,0.00034319999999999994,-0.00019192217213740657,457356.01039775496,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,10,12,0.01,5000,0.00015127782786259337,0.00034319999999999994,-0.00019192217213740657,457356.01039775496,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,10,12,0.01,10000,0.00015127782786259337,0.00034319999999999994,-0.00019192217213740657,457356.01039775496,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,10,12,0.01,50000,0.00015127782786259337,0.00034319999999999994,-0.00019192217213740657,457356.01039775496,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,10,12,0.01,100000,0.00015127782786259337,0.00034319999999999994,-0.00019192217213740657,457356.01039775496,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,10,12,0.02,1000,0.00015127782786259337,0.00034319999999999994,-0.00019192217213740657,914712.0207955099,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,10,12,0.02,5000,0.00015127782786259337,0.00034319999999999994,-0.00019192217213740657,914712.0207955099,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,10,12,0.02,10000,0.00015127782786259337,0.00034319999999999994,-0.00019192217213740657,914712.0207955099,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,10,12,0.02,50000,0.00015127782786259337,0.00034319999999999994,-0.00019192217213740657,914712.0207955099,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,10,12,0.02,100000,0.00015127782786259337,0.00034319999999999994,-0.00019192217213740657,914712.0207955099,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,10,12,0.05,1000,0.00015127782786259337,0.00034319999999999994,-0.00019192217213740657,2286780.051988775,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,10,12,0.05,5000,0.00015127782786259337,0.00034319999999999994,-0.00019192217213740657,2286780.051988775,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,10,12,0.05,10000,0.00015127782786259337,0.00034319999999999994,-0.00019192217213740657,2286780.051988775,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,10,12,0.05,50000,0.00015127782786259337,0.00034319999999999994,-0.00019192217213740657,2286780.051988775,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,10,12,0.05,100000,0.00015127782786259337,0.00034319999999999994,-0.00019192217213740657,2286780.051988775,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,25,27,0.001,1000,0.00015127782786259337,0.0007722,-0.0006209221721374066,45735.6010397755,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,25,27,0.001,5000,0.00015127782786259337,0.0007722,-0.0006209221721374066,45735.6010397755,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,25,27,0.001,10000,0.00015127782786259337,0.0007722,-0.0006209221721374066,45735.6010397755,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,25,27,0.001,50000,0.00015127782786259337,0.0007722,-0.0006209221721374066,45735.6010397755,False,False
signal_v0_core_only__1h__original_bucket0_guard,2,25,27,0.001,100000,0.00015127782786259337,0.0007722,-0.0006209221721374066,45735.6010397755,False,False
signal_v0_core_only__1h__original_bucket0_guard,2,25,27,0.005,1000,0.00015127782786259337,0.0007722,-0.0006209221721374066,228678.00519887748,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,25,27,0.005,5000,0.00015127782786259337,0.0007722,-0.0006209221721374066,228678.00519887748,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,25,27,0.005,10000,0.00015127782786259337,0.0007722,-0.0006209221721374066,228678.00519887748,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,25,27,0.005,50000,0.00015127782786259337,0.0007722,-0.0006209221721374066,228678.00519887748,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,25,27,0.005,100000,0.00015127782786259337,0.0007722,-0.0006209221721374066,228678.00519887748,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,25,27,0.01,1000,0.00015127782786259337,0.0007722,-0.0006209221721374066,457356.01039775496,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,25,27,0.01,5000,0.00015127782786259337,0.0007722,-0.0006209221721374066,457356.01039775496,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,25,27,0.01,10000,0.00015127782786259337,0.0007722,-0.0006209221721374066,457356.01039775496,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,25,27,0.01,50000,0.00015127782786259337,0.0007722,-0.0006209221721374066,457356.01039775496,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,25,27,0.01,100000,0.00015127782786259337,0.0007722,-0.0006209221721374066,457356.01039775496,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,25,27,0.02,1000,0.00015127782786259337,0.0007722,-0.0006209221721374066,914712.0207955099,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,25,27,0.02,5000,0.00015127782786259337,0.0007722,-0.0006209221721374066,914712.0207955099,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,25,27,0.02,10000,0.00015127782786259337,0.0007722,-0.0006209221721374066,914712.0207955099,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,25,27,0.02,50000,0.00015127782786259337,0.0007722,-0.0006209221721374066,914712.0207955099,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,25,27,0.02,100000,0.00015127782786259337,0.0007722,-0.0006209221721374066,914712.0207955099,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,25,27,0.05,1000,0.00015127782786259337,0.0007722,-0.0006209221721374066,2286780.051988775,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,25,27,0.05,5000,0.00015127782786259337,0.0007722,-0.0006209221721374066,2286780.051988775,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,25,27,0.05,10000,0.00015127782786259337,0.0007722,-0.0006209221721374066,2286780.051988775,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,25,27,0.05,50000,0.00015127782786259337,0.0007722,-0.0006209221721374066,2286780.051988775,True,False
signal_v0_core_only__1h__original_bucket0_guard,2,25,27,0.05,100000,0.00015127782786259337,0.0007722,-0.0006209221721374066,2286780.051988775,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,1,6,0.001,1000,0.00015127782786259337,0.00017159999999999997,-2.0322172137406596e-05,45735.6010397755,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,1,6,0.001,5000,0.00015127782786259337,0.00017159999999999997,-2.0322172137406596e-05,45735.6010397755,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,1,6,0.001,10000,0.00015127782786259337,0.00017159999999999997,-2.0322172137406596e-05,45735.6010397755,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,1,6,0.001,50000,0.00015127782786259337,0.00017159999999999997,-2.0322172137406596e-05,45735.6010397755,False,False
signal_v0_core_only__1h__original_bucket0_guard,5,1,6,0.001,100000,0.00015127782786259337,0.00017159999999999997,-2.0322172137406596e-05,45735.6010397755,False,False
signal_v0_core_only__1h__original_bucket0_guard,5,1,6,0.005,1000,0.00015127782786259337,0.00017159999999999997,-2.0322172137406596e-05,228678.00519887748,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,1,6,0.005,5000,0.00015127782786259337,0.00017159999999999997,-2.0322172137406596e-05,228678.00519887748,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,1,6,0.005,10000,0.00015127782786259337,0.00017159999999999997,-2.0322172137406596e-05,228678.00519887748,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,1,6,0.005,50000,0.00015127782786259337,0.00017159999999999997,-2.0322172137406596e-05,228678.00519887748,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,1,6,0.005,100000,0.00015127782786259337,0.00017159999999999997,-2.0322172137406596e-05,228678.00519887748,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,1,6,0.01,1000,0.00015127782786259337,0.00017159999999999997,-2.0322172137406596e-05,457356.01039775496,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,1,6,0.01,5000,0.00015127782786259337,0.00017159999999999997,-2.0322172137406596e-05,457356.01039775496,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,1,6,0.01,10000,0.00015127782786259337,0.00017159999999999997,-2.0322172137406596e-05,457356.01039775496,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,1,6,0.01,50000,0.00015127782786259337,0.00017159999999999997,-2.0322172137406596e-05,457356.01039775496,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,1,6,0.01,100000,0.00015127782786259337,0.00017159999999999997,-2.0322172137406596e-05,457356.01039775496,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,1,6,0.02,1000,0.00015127782786259337,0.00017159999999999997,-2.0322172137406596e-05,914712.0207955099,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,1,6,0.02,5000,0.00015127782786259337,0.00017159999999999997,-2.0322172137406596e-05,914712.0207955099,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,1,6,0.02,10000,0.00015127782786259337,0.00017159999999999997,-2.0322172137406596e-05,914712.0207955099,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,1,6,0.02,50000,0.00015127782786259337,0.00017159999999999997,-2.0322172137406596e-05,914712.0207955099,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,1,6,0.02,100000,0.00015127782786259337,0.00017159999999999997,-2.0322172137406596e-05,914712.0207955099,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,1,6,0.05,1000,0.00015127782786259337,0.00017159999999999997,-2.0322172137406596e-05,2286780.051988775,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,1,6,0.05,5000,0.00015127782786259337,0.00017159999999999997,-2.0322172137406596e-05,2286780.051988775,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,1,6,0.05,10000,0.00015127782786259337,0.00017159999999999997,-2.0322172137406596e-05,2286780.051988775,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,1,6,0.05,50000,0.00015127782786259337,0.00017159999999999997,-2.0322172137406596e-05,2286780.051988775,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,1,6,0.05,100000,0.00015127782786259337,0.00017159999999999997,-2.0322172137406596e-05,2286780.051988775,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,5,10,0.001,1000,0.00015127782786259337,0.00028599999999999996,-0.00013472217213740659,45735.6010397755,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,5,10,0.001,5000,0.00015127782786259337,0.00028599999999999996,-0.00013472217213740659,45735.6010397755,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,5,10,0.001,10000,0.00015127782786259337,0.00028599999999999996,-0.00013472217213740659,45735.6010397755,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,5,10,0.001,50000,0.00015127782786259337,0.00028599999999999996,-0.00013472217213740659,45735.6010397755,False,False
signal_v0_core_only__1h__original_bucket0_guard,5,5,10,0.001,100000,0.00015127782786259337,0.00028599999999999996,-0.00013472217213740659,45735.6010397755,False,False
signal_v0_core_only__1h__original_bucket0_guard,5,5,10,0.005,1000,0.00015127782786259337,0.00028599999999999996,-0.00013472217213740659,228678.00519887748,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,5,10,0.005,5000,0.00015127782786259337,0.00028599999999999996,-0.00013472217213740659,228678.00519887748,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,5,10,0.005,10000,0.00015127782786259337,0.00028599999999999996,-0.00013472217213740659,228678.00519887748,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,5,10,0.005,50000,0.00015127782786259337,0.00028599999999999996,-0.00013472217213740659,228678.00519887748,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,5,10,0.005,100000,0.00015127782786259337,0.00028599999999999996,-0.00013472217213740659,228678.00519887748,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,5,10,0.01,1000,0.00015127782786259337,0.00028599999999999996,-0.00013472217213740659,457356.01039775496,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,5,10,0.01,5000,0.00015127782786259337,0.00028599999999999996,-0.00013472217213740659,457356.01039775496,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,5,10,0.01,10000,0.00015127782786259337,0.00028599999999999996,-0.00013472217213740659,457356.01039775496,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,5,10,0.01,50000,0.00015127782786259337,0.00028599999999999996,-0.00013472217213740659,457356.01039775496,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,5,10,0.01,100000,0.00015127782786259337,0.00028599999999999996,-0.00013472217213740659,457356.01039775496,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,5,10,0.02,1000,0.00015127782786259337,0.00028599999999999996,-0.00013472217213740659,914712.0207955099,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,5,10,0.02,5000,0.00015127782786259337,0.00028599999999999996,-0.00013472217213740659,914712.0207955099,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,5,10,0.02,10000,0.00015127782786259337,0.00028599999999999996,-0.00013472217213740659,914712.0207955099,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,5,10,0.02,50000,0.00015127782786259337,0.00028599999999999996,-0.00013472217213740659,914712.0207955099,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,5,10,0.02,100000,0.00015127782786259337,0.00028599999999999996,-0.00013472217213740659,914712.0207955099,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,5,10,0.05,1000,0.00015127782786259337,0.00028599999999999996,-0.00013472217213740659,2286780.051988775,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,5,10,0.05,5000,0.00015127782786259337,0.00028599999999999996,-0.00013472217213740659,2286780.051988775,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,5,10,0.05,10000,0.00015127782786259337,0.00028599999999999996,-0.00013472217213740659,2286780.051988775,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,5,10,0.05,50000,0.00015127782786259337,0.00028599999999999996,-0.00013472217213740659,2286780.051988775,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,5,10,0.05,100000,0.00015127782786259337,0.00028599999999999996,-0.00013472217213740659,2286780.051988775,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,10,15,0.001,1000,0.00015127782786259337,0.00042899999999999997,-0.0002777221721374066,45735.6010397755,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,10,15,0.001,5000,0.00015127782786259337,0.00042899999999999997,-0.0002777221721374066,45735.6010397755,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,10,15,0.001,10000,0.00015127782786259337,0.00042899999999999997,-0.0002777221721374066,45735.6010397755,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,10,15,0.001,50000,0.00015127782786259337,0.00042899999999999997,-0.0002777221721374066,45735.6010397755,False,False
signal_v0_core_only__1h__original_bucket0_guard,5,10,15,0.001,100000,0.00015127782786259337,0.00042899999999999997,-0.0002777221721374066,45735.6010397755,False,False
signal_v0_core_only__1h__original_bucket0_guard,5,10,15,0.005,1000,0.00015127782786259337,0.00042899999999999997,-0.0002777221721374066,228678.00519887748,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,10,15,0.005,5000,0.00015127782786259337,0.00042899999999999997,-0.0002777221721374066,228678.00519887748,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,10,15,0.005,10000,0.00015127782786259337,0.00042899999999999997,-0.0002777221721374066,228678.00519887748,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,10,15,0.005,50000,0.00015127782786259337,0.00042899999999999997,-0.0002777221721374066,228678.00519887748,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,10,15,0.005,100000,0.00015127782786259337,0.00042899999999999997,-0.0002777221721374066,228678.00519887748,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,10,15,0.01,1000,0.00015127782786259337,0.00042899999999999997,-0.0002777221721374066,457356.01039775496,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,10,15,0.01,5000,0.00015127782786259337,0.00042899999999999997,-0.0002777221721374066,457356.01039775496,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,10,15,0.01,10000,0.00015127782786259337,0.00042899999999999997,-0.0002777221721374066,457356.01039775496,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,10,15,0.01,50000,0.00015127782786259337,0.00042899999999999997,-0.0002777221721374066,457356.01039775496,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,10,15,0.01,100000,0.00015127782786259337,0.00042899999999999997,-0.0002777221721374066,457356.01039775496,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,10,15,0.02,1000,0.00015127782786259337,0.00042899999999999997,-0.0002777221721374066,914712.0207955099,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,10,15,0.02,5000,0.00015127782786259337,0.00042899999999999997,-0.0002777221721374066,914712.0207955099,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,10,15,0.02,10000,0.00015127782786259337,0.00042899999999999997,-0.0002777221721374066,914712.0207955099,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,10,15,0.02,50000,0.00015127782786259337,0.00042899999999999997,-0.0002777221721374066,914712.0207955099,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,10,15,0.02,100000,0.00015127782786259337,0.00042899999999999997,-0.0002777221721374066,914712.0207955099,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,10,15,0.05,1000,0.00015127782786259337,0.00042899999999999997,-0.0002777221721374066,2286780.051988775,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,10,15,0.05,5000,0.00015127782786259337,0.00042899999999999997,-0.0002777221721374066,2286780.051988775,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,10,15,0.05,10000,0.00015127782786259337,0.00042899999999999997,-0.0002777221721374066,2286780.051988775,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,10,15,0.05,50000,0.00015127782786259337,0.00042899999999999997,-0.0002777221721374066,2286780.051988775,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,10,15,0.05,100000,0.00015127782786259337,0.00042899999999999997,-0.0002777221721374066,2286780.051988775,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,25,30,0.001,1000,0.00015127782786259337,0.0008579999999999999,-0.0007067221721374066,45735.6010397755,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,25,30,0.001,5000,0.00015127782786259337,0.0008579999999999999,-0.0007067221721374066,45735.6010397755,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,25,30,0.001,10000,0.00015127782786259337,0.0008579999999999999,-0.0007067221721374066,45735.6010397755,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,25,30,0.001,50000,0.00015127782786259337,0.0008579999999999999,-0.0007067221721374066,45735.6010397755,False,False
signal_v0_core_only__1h__original_bucket0_guard,5,25,30,0.001,100000,0.00015127782786259337,0.0008579999999999999,-0.0007067221721374066,45735.6010397755,False,False
signal_v0_core_only__1h__original_bucket0_guard,5,25,30,0.005,1000,0.00015127782786259337,0.0008579999999999999,-0.0007067221721374066,228678.00519887748,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,25,30,0.005,5000,0.00015127782786259337,0.0008579999999999999,-0.0007067221721374066,228678.00519887748,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,25,30,0.005,10000,0.00015127782786259337,0.0008579999999999999,-0.0007067221721374066,228678.00519887748,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,25,30,0.005,50000,0.00015127782786259337,0.0008579999999999999,-0.0007067221721374066,228678.00519887748,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,25,30,0.005,100000,0.00015127782786259337,0.0008579999999999999,-0.0007067221721374066,228678.00519887748,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,25,30,0.01,1000,0.00015127782786259337,0.0008579999999999999,-0.0007067221721374066,457356.01039775496,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,25,30,0.01,5000,0.00015127782786259337,0.0008579999999999999,-0.0007067221721374066,457356.01039775496,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,25,30,0.01,10000,0.00015127782786259337,0.0008579999999999999,-0.0007067221721374066,457356.01039775496,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,25,30,0.01,50000,0.00015127782786259337,0.0008579999999999999,-0.0007067221721374066,457356.01039775496,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,25,30,0.01,100000,0.00015127782786259337,0.0008579999999999999,-0.0007067221721374066,457356.01039775496,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,25,30,0.02,1000,0.00015127782786259337,0.0008579999999999999,-0.0007067221721374066,914712.0207955099,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,25,30,0.02,5000,0.00015127782786259337,0.0008579999999999999,-0.0007067221721374066,914712.0207955099,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,25,30,0.02,10000,0.00015127782786259337,0.0008579999999999999,-0.0007067221721374066,914712.0207955099,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,25,30,0.02,50000,0.00015127782786259337,0.0008579999999999999,-0.0007067221721374066,914712.0207955099,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,25,30,0.02,100000,0.00015127782786259337,0.0008579999999999999,-0.0007067221721374066,914712.0207955099,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,25,30,0.05,1000,0.00015127782786259337,0.0008579999999999999,-0.0007067221721374066,2286780.051988775,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,25,30,0.05,5000,0.00015127782786259337,0.0008579999999999999,-0.0007067221721374066,2286780.051988775,True,False
signal_v0_core_only__1h__original_bucket0_guard,5,25,30,0.05,10000,0.00015127782786259337,0.0008579999999999999,-0.0007067221721374066,2286780.051988775,True,False
