factor_id,symbol,selected_rows,missing_rows,missing_rate
mom_20h,COWUSDT,744,0,0.0
mom_20h,KITEUSDT,2208,0,0.0
mom_20h,ZROUSDT,3672,0,0.0
mom_20h,LAUSDT,744,0,0.0
mom_20h,LAYERUSDT,2928,0,0.0
mom_20h,LIGHTUSDT,1416,0,0.0
mom_20h,LINEAUSDT,744,0,0.0
mom_20h,LISTAUSDT,1488,0,0.0
mom_20h,LITUSDT,672,0,0.0
mom_20h,LPTUSDT,1464,0,0.0
mom_20h,LUNA2USDT,744,0,0.0
mom_20h,LYNUSDT,720,0,0.0
mom_20h,MAGICUSDT,1464,0,0.0
mom_20h,MASKUSDT,1464,0,0.0
mom_20h,MELANIAUSDT,672,0,0.0
mom_20h,KGENUSDT,720,0,0.0
mom_20h,CRVUSDT,8760,0,0.0
mom_20h,CUSDT,744,0,0.0
mom_20h,DASHUSDT,1705,0,0.0
mom_20h,DIAUSDT,720,0,0.0
mom_20h,DOGSUSDT,3217,0,0.0
mom_20h,DUSKUSDT,672,0,0.0
mom_20h,EDENUSDT,289,0,0.0
mom_20h,EDGEUSDT,744,0,0.0
mom_20h,EIGENUSDT,1464,0,0.0
mom_20h,ENJUSDT,744,0,0.0
mom_20h,ENSOUSDT,2136,0,0.0
mom_20h,ERAUSDT,744,0,0.0
mom_20h,ESPUSDT,744,0,0.0
mom_20h,EVAAUSDT,720,0,0.0
mom_20h,HUMAUSDT,744,0,0.0
mom_20h,FFUSDT,720,0,0.0
mom_20h,FHEUSDT,1416,0,0.0
mom_20h,FIDAUSDT,289,0,0.0
mom_20h,FOLKSUSDT,744,0,0.0
mom_20h,GASUSDT,744,0,0.0
mom_20h,GIGGLEUSDT,2208,0,0.0
mom_20h,GOATUSDT,3600,0,0.0
mom_20h,GUNUSDT,744,0,0.0
mom_20h,HAEDALUSDT,720,0,0.0
mom_20h,HBARUSDT,6552,0,0.0
mom_20h,HEMIUSDT,744,0,0.0
mom_20h,HIVEUSDT,672,0,0.0
mom_20h,HMSTRUSDT,1464,0,0.0
mom_20h,HOMEUSDT,744,0,0.0
mom_20h,FARTCOINUSDT,11640,0,0.0
q158_high_low_range,0GUSDT,1488,0,0.0
q158_high_low_range,1000BONKUSDT,11615,0,0.0
q158_high_low_range,1000FLOKIUSDT,5135,0,0.0
q158_high_low_range,1000LUNCUSDT,744,0,0.0
q158_high_low_range,1000PEPEUSDT,17808,0,0.0
q158_high_low_range,1000RATSUSDT,2952,0,0.0
q158_high_low_range,1000SATSUSDT,5135,0,0.0
q158_high_low_range,1000SHIBUSDT,10943,0,0.0
q158_high_low_range,1MBABYDOGEUSDT,2208,0,0.0
q158_high_low_range,2ZUSDT,720,0,0.0
q158_high_low_range,4USDT,720,0,0.0
q158_high_low_range,AAVEUSDT,15601,0,0.0
