factor_name,category,expected_direction,horizon,bucket,bucket_label,mean_forward_return,median_forward_return,n_obs,n_periods,status,top_bucket_mean_return,bottom_bucket_mean_return,long_short_spread_mean,long_short_spread_median,long_short_spread_t_stat,long_short_win_rate,top_bucket_top1pct_abs_share,bottom_bucket_top1pct_abs_share,bucket_tail_diagnosis,after_funding_top_bucket_mean_return,after_funding_bottom_bucket_mean_return,after_funding_long_short_spread_mean,after_funding_long_short_spread_median,after_funding_long_short_spread_t_stat,after_funding_long_short_win_rate,after_funding_coverage_rate,after_funding_bucket_tail_diagnosis,funding_adjusted_edge_flip,long_short_spread_std,long_short_spread_annualized_return,long_short_spread_annualized_vol,long_short_spread_max_drawdown,long_short_spread_positive_period_rate,n_monthly_periods,annualization_method
funding_rate_zscore_80h,funding_rate,negative,1h,LONG_SHORT,Long-Short,-8.75e-06,,,16697,COMPUTED,-1.328e-05,-4.53e-06,-8.75e-06,-9.48e-06,-0.2892,0.4985,0.06815,0.069543,ROBUST_SPREAD_NEGATIVE,1.527e-05,-4.74e-06,2.002e-05,1.571e-05,0.6609,0.5021,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,True,0.00093912,1.58415235,0.0032532,-0.00057401,0.5833,24,per_bar_mean_x_bars_per_year
funding_rate_zscore_80h,funding_rate,negative,4h,LONG_SHORT,Long-Short,-0.00013691,,,16697,COMPUTED,-8.193e-05,5.497e-05,-0.00013691,-0.00015429,-2.2255,0.4889,0.064995,0.067433,ROBUST_SPREAD_NEGATIVE,2.855e-05,5.554e-05,-2.699e-05,-7.214e-05,-0.4378,0.4947,1.0,ROBUST_SPREAD_NEGATIVE,False,0.00205465,0.58858989,0.00711751,-0.00381449,0.5,24,per_bar_mean_x_bars_per_year
funding_rate_zscore_80h,funding_rate,negative,24h,LONG_SHORT,Long-Short,4.38e-06,,,16697,COMPUTED,-2.401e-05,-2.839e-05,4.38e-06,-0.00059298,0.0275,0.4848,0.05346,0.054959,MIXED_OR_WEAK,0.00047997,5.976e-05,0.00042021,-0.00020328,2.6175,0.4954,1.0,MIXED_OR_WEAK,False,0.00305491,0.0430201,0.01058252,-0.01425671,0.3333,24,per_bar_mean_x_bars_per_year
funding_rate_zscore_80h,funding_rate,negative,72h,LONG_SHORT,Long-Short,0.00147419,,,16697,COMPUTED,0.00108031,-0.00039389,0.00147419,0.00011978,4.4969,0.5019,0.050783,0.050312,DIRECTIONALLY_CLEAN_THIN_EDGE,0.00215924,6.594e-05,0.0020933,0.00053687,6.3221,0.5076,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.01002138,0.33024929,0.03471507,-0.03230588,0.5,24,per_bar_mean_x_bars_per_year
funding_rate_change_24h,funding_rate,negative,1h,LONG_SHORT,Long-Short,-1.608e-05,,,16752,COMPUTED,3.7e-07,1.646e-05,-1.608e-05,-9.44e-06,-0.568,0.4986,0.068306,0.068708,ROBUST_SPREAD_NEGATIVE,3.539e-05,2.634e-05,9.06e-06,1.472e-05,0.3193,0.5014,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,True,0.00082148,1.30644961,0.00284569,-0.00074132,0.5417,24,per_bar_mean_x_bars_per_year
funding_rate_change_24h,funding_rate,negative,4h,LONG_SHORT,Long-Short,-0.00011276,,,16752,COMPUTED,-5.31e-05,5.965e-05,-0.00011276,-6.963e-05,-1.9471,0.4952,0.064997,0.066366,ROBUST_SPREAD_NEGATIVE,8.496e-05,0.00010044,-1.548e-05,1.481e-05,-0.2667,0.5012,1.0,MEAN_SPREAD_OUTLIER_DOMINATED,False,0.00103191,0.1714848,0.00357463,-0.00309349,0.4583,24,per_bar_mean_x_bars_per_year
funding_rate_change_24h,funding_rate,negative,24h,LONG_SHORT,Long-Short,-4.503e-05,,,16752,COMPUTED,-0.00010558,-6.055e-05,-4.503e-05,-0.00074317,-0.3016,0.4803,0.051815,0.054513,ROBUST_SPREAD_NEGATIVE,0.00057133,0.00024408,0.00032725,-0.00036338,2.177,0.4897,1.0,MIXED_OR_WEAK,True,0.00189588,-0.08870033,0.00656753,-0.0085644,0.5,24,per_bar_mean_x_bars_per_year
funding_rate_change_24h,funding_rate,negative,72h,LONG_SHORT,Long-Short,0.0003896,,,16752,COMPUTED,0.00041944,2.985e-05,0.0003896,-0.00027999,1.2797,0.4964,0.049144,0.050804,MIXED_OR_WEAK,0.00198744,0.00100762,0.00097981,0.00016338,3.1863,0.503,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00463552,0.11219349,0.01605792,-0.00803216,0.5417,24,per_bar_mean_x_bars_per_year
funding_rate_skew_20h,funding_rate,conditional,1h,LONG_SHORT,Long-Short,0.00010461,,,16757,DIRECTION_UNKNOWN,3.935e-05,-6.526e-05,0.00010461,5.834e-05,3.7952,0.5092,0.068556,0.068947,DIRECTIONALLY_CLEAN_THIN_EDGE,4.323e-05,-5.199e-05,9.522e-05,4.992e-05,3.4521,0.5075,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00062598,1.98232971,0.00216844,-0.00038989,0.75,24,per_bar_mean_x_bars_per_year
funding_rate_skew_20h,funding_rate,conditional,4h,LONG_SHORT,Long-Short,0.00039102,,,16757,DIRECTION_UNKNOWN,0.0001272,-0.00026382,0.00039102,0.00026784,7.0177,0.5188,0.065497,0.066963,DIRECTIONALLY_CLEAN_THIN_EDGE,0.00014045,-0.00020817,0.00034862,0.00021756,6.2477,0.5162,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00104191,0.53005192,0.0036093,-0.00330867,0.75,24,per_bar_mean_x_bars_per_year
funding_rate_skew_20h,funding_rate,conditional,24h,LONG_SHORT,Long-Short,0.00188412,,,16757,DIRECTION_UNKNOWN,0.00104906,-0.00083506,0.00188412,0.00152153,12.7156,0.5399,0.052996,0.054357,DIRECTIONALLY_CLEAN_THIN_EDGE,0.00111909,-0.00051301,0.0016321,0.00129517,10.9765,0.536,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00401438,0.58510947,0.01390622,-0.00582018,0.7083,24,per_bar_mean_x_bars_per_year
funding_rate_skew_20h,funding_rate,conditional,72h,LONG_SHORT,Long-Short,0.00768708,,,16757,DIRECTION_UNKNOWN,0.00509559,-0.00259149,0.00768708,0.00482059,23.8594,0.5685,0.054009,0.047252,DIRECTIONALLY_CLEAN_THIN_EDGE,0.0053035,-0.0017384,0.0070419,0.00427948,21.7182,0.5616,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.01210433,0.95308019,0.04193064,-0.01308043,0.7083,24,per_bar_mean_x_bars_per_year
funding_rate_momentum_20h,funding_rate,negative,1h,LONG_SHORT,Long-Short,-2.582e-05,,,16732,COMPUTED,-1.762e-05,8.2e-06,-2.582e-05,-1.8e-06,-0.9199,0.4998,0.068603,0.068899,ROBUST_SPREAD_NEGATIVE,1.36e-05,2.092e-05,-7.32e-06,1.707e-05,-0.2604,0.5023,1.0,MEAN_SPREAD_OUTLIER_DOMINATED,False,0.0012804,-2.49477251,0.00443545,-0.00691588,0.4583,24,per_bar_mean_x_bars_per_year
funding_rate_momentum_20h,funding_rate,negative,4h,LONG_SHORT,Long-Short,-9.487e-05,,,16732,COMPUTED,-3.561e-05,5.926e-05,-9.487e-05,-5.512e-05,-1.645,0.4967,0.064825,0.065941,ROBUST_SPREAD_NEGATIVE,8.793e-05,0.00011052,-2.259e-05,8.74e-06,-0.391,0.5005,1.0,MEAN_SPREAD_OUTLIER_DOMINATED,False,0.00134153,-0.77885157,0.0046472,-0.00834856,0.2917,24,per_bar_mean_x_bars_per_year
funding_rate_momentum_20h,funding_rate,negative,24h,LONG_SHORT,Long-Short,-0.0003781,,,16732,COMPUTED,-0.00015765,0.00022044,-0.0003781,-0.00076003,-2.5251,0.481,0.052735,0.053364,ROBUST_SPREAD_NEGATIVE,0.00048829,0.0005398,-5.151e-05,-0.0004175,-0.3422,0.4882,1.0,ROBUST_SPREAD_NEGATIVE,False,0.00278883,-0.32002929,0.00966079,-0.02290986,0.375,24,per_bar_mean_x_bars_per_year
funding_rate_momentum_20h,funding_rate,negative,72h,LONG_SHORT,Long-Short,-0.00089862,,,16732,COMPUTED,0.00012423,0.00102285,-0.00089862,-0.00055766,-2.9004,0.4915,0.047486,0.050759,ROBUST_SPREAD_NEGATIVE,0.00170907,0.00196092,-0.00025184,8.189e-05,-0.8054,0.5011,1.0,MEAN_SPREAD_OUTLIER_DOMINATED,False,0.00515277,-0.00751511,0.01784974,-0.03319894,0.4583,24,per_bar_mean_x_bars_per_year
mom_72h,momentum,positive,1h,LONG_SHORT,Long-Short,2.468e-05,,,17735,COMPUTED,1.76e-05,-7.08e-06,2.468e-05,4.003e-05,0.5999,0.5037,0.06269,0.073077,DIRECTIONALLY_CLEAN_THIN_EDGE,4.418e-05,-1.18e-06,4.537e-05,5.403e-05,1.1023,0.5056,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00019497,0.26970586,0.0006754,-0.00093994,0.6,25,per_bar_mean_x_bars_per_year
mom_72h,momentum,positive,4h,LONG_SHORT,Long-Short,7.996e-05,,,17732,COMPUTED,8.06e-05,6.4e-07,7.996e-05,1.022e-05,0.9723,0.5007,0.060151,0.069647,DIRECTIONALLY_CLEAN_THIN_EDGE,0.00018316,2.486e-05,0.0001583,7.894e-05,1.9238,0.5041,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00077614,0.22076848,0.00268863,-0.00358423,0.6,25,per_bar_mean_x_bars_per_year
mom_72h,momentum,positive,24h,LONG_SHORT,Long-Short,0.00123869,,,17712,COMPUTED,0.00109595,-0.00014275,0.00123869,0.00031564,6.0289,0.5062,0.052604,0.056794,DIRECTIONALLY_CLEAN_THIN_EDGE,0.00163201,1.061e-05,0.0016214,0.00067322,7.8683,0.5124,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00464943,0.43443443,0.0161061,-0.01539147,0.56,25,per_bar_mean_x_bars_per_year
mom_72h,momentum,positive,72h,LONG_SHORT,Long-Short,0.00583264,,,17664,COMPUTED,0.00419454,-0.0016381,0.00583264,0.00250441,15.1476,0.5259,0.052234,0.048863,DIRECTIONALLY_CLEAN_THIN_EDGE,0.00548425,-0.00114419,0.00662844,0.00324061,17.0898,0.5321,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.01528254,0.58556614,0.05294029,-0.03033663,0.56,25,per_bar_mean_x_bars_per_year
mom_120h,momentum,positive,1h,LONG_SHORT,Long-Short,7.25e-05,,,17687,COMPUTED,4.828e-05,-2.423e-05,7.25e-05,8.595e-05,1.7405,0.5082,0.062358,0.073062,DIRECTIONALLY_CLEAN_THIN_EDGE,7.465e-05,-1.946e-05,9.411e-05,0.00010703,2.2584,0.5099,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00015521,0.58202684,0.00053767,-0.00033102,0.68,25,per_bar_mean_x_bars_per_year
mom_120h,momentum,positive,4h,LONG_SHORT,Long-Short,0.00030393,,,17684,COMPUTED,0.00019247,-0.00011146,0.00030393,0.00019887,3.613,0.5092,0.059416,0.070496,DIRECTIONALLY_CLEAN_THIN_EDGE,0.00029498,-9.19e-05,0.00038687,0.00026169,4.5952,0.5122,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00062451,0.60579545,0.00216336,-0.0010806,0.6,25,per_bar_mean_x_bars_per_year
mom_120h,momentum,positive,24h,LONG_SHORT,Long-Short,0.00167104,,,17664,COMPUTED,0.00122616,-0.00044489,0.00167104,0.00105751,7.9725,0.5192,0.051864,0.056287,DIRECTIONALLY_CLEAN_THIN_EDGE,0.00176244,-0.00031761,0.00208005,0.00147833,9.8898,0.5275,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00410371,0.5160917,0.01421568,-0.0086756,0.6,25,per_bar_mean_x_bars_per_year
mom_120h,momentum,positive,72h,LONG_SHORT,Long-Short,0.00613979,,,17616,COMPUTED,0.0040785,-0.00206129,0.00613979,0.00398269,15.8458,0.5391,0.052612,0.052657,DIRECTIONALLY_CLEAN_THIN_EDGE,0.00538872,-0.00162369,0.00701241,0.004774,17.9864,0.5462,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.01490342,0.63222388,0.05162697,-0.02735903,0.64,25,per_bar_mean_x_bars_per_year
rev_1h,reversal,positive,1h,LONG_SHORT,Long-Short,0.0001152,,,17806,COMPUTED,9.344e-05,-2.176e-05,0.0001152,0.00025024,2.8464,0.5253,0.069234,0.065287,DIRECTIONALLY_CLEAN_THIN_EDGE,0.00010534,-3.67e-06,0.00010902,0.00024747,2.6926,0.525,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00028168,1.05323441,0.00097577,-0.00076906,0.68,25,per_bar_mean_x_bars_per_year
rev_1h,reversal,positive,4h,LONG_SHORT,Long-Short,5.674e-05,,,17803,COMPUTED,0.00015253,9.579e-05,5.674e-05,0.00025338,0.7266,0.5133,0.066166,0.063095,DIRECTIONALLY_CLEAN_THIN_EDGE,0.00020359,0.00016365,3.994e-05,0.0002493,0.5109,0.5123,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00068913,0.13002412,0.00238721,-0.00267279,0.6,25,per_bar_mean_x_bars_per_year
rev_1h,reversal,positive,24h,LONG_SHORT,Long-Short,-0.00024585,,,17783,COMPUTED,0.000439,0.00068485,-0.00024585,0.00017972,-1.2917,0.5036,0.052741,0.053973,MEAN_SPREAD_OUTLIER_DOMINATED,0.00073821,0.00101689,-0.00027868,0.00017571,-1.459,0.5028,1.0,MEAN_SPREAD_OUTLIER_DOMINATED,False,0.00130973,-0.1235266,0.00453704,-0.01009192,0.48,25,per_bar_mean_x_bars_per_year
rev_1h,reversal,positive,72h,LONG_SHORT,Long-Short,-0.0013287,,,17735,COMPUTED,0.00086232,0.00219102,-0.0013287,-0.0004204,-3.7037,0.4952,0.04865,0.051177,ROBUST_SPREAD_NEGATIVE,0.00163231,0.00302731,-0.001395,-0.00049816,-3.8612,0.4944,1.0,ROBUST_SPREAD_NEGATIVE,False,0.00330733,-0.17156948,0.01145692,-0.03201999,0.4,25,per_bar_mean_x_bars_per_year
rev_72h,reversal,positive,1h,LONG_SHORT,Long-Short,-2.279e-05,,,17735,COMPUTED,-3.86e-06,1.893e-05,-2.279e-05,-3.472e-05,-0.5568,0.4965,0.073046,0.062837,ROBUST_SPREAD_NEGATIVE,2.16e-06,4.498e-05,-4.282e-05,-5.185e-05,-1.0456,0.4938,1.0,ROBUST_SPREAD_NEGATIVE,False,0.00019888,-0.25028941,0.00068894,-0.00141077,0.44,25,per_bar_mean_x_bars_per_year
rev_72h,reversal,positive,4h,LONG_SHORT,Long-Short,-7.831e-05,,,17732,COMPUTED,2.84e-06,8.115e-05,-7.831e-05,-1.055e-05,-0.9558,0.4992,0.069675,0.06026,ROBUST_SPREAD_NEGATIVE,2.751e-05,0.00018172,-0.00015421,-7.753e-05,-1.881,0.4958,1.0,ROBUST_SPREAD_NEGATIVE,False,0.00077654,-0.21495201,0.00269002,-0.00497158,0.4,25,per_bar_mean_x_bars_per_year
rev_72h,reversal,positive,24h,LONG_SHORT,Long-Short,-0.0012007,,,17712,COMPUTED,-0.00012586,0.00107484,-0.0012007,-0.00034916,-5.8607,0.4936,0.056693,0.052483,ROBUST_SPREAD_NEGATIVE,2.997e-05,0.00160107,-0.00157109,-0.00075408,-7.6462,0.4869,1.0,ROBUST_SPREAD_NEGATIVE,False,0.00462212,-0.41891869,0.0160115,-0.03886369,0.44,25,per_bar_mean_x_bars_per_year
rev_72h,reversal,positive,72h,LONG_SHORT,Long-Short,-0.00569324,,,17664,COMPUTED,-0.00160347,0.00408977,-0.00569324,-0.00255956,-14.8845,0.4745,0.048805,0.051796,ROBUST_SPREAD_NEGATIVE,-0.00110294,0.0053561,-0.00645904,-0.00345306,-16.7643,0.4689,1.0,ROBUST_SPREAD_NEGATIVE,False,0.0152141,-0.5678629,0.0527032,-0.15589171,0.44,25,per_bar_mean_x_bars_per_year
vol_ratio_20_80,volatility,conditional,1h,LONG_SHORT,Long-Short,4.2e-07,,,17727,DIRECTION_UNKNOWN,-4.17e-06,-4.59e-06,4.2e-07,-2.692e-05,0.0126,0.4975,0.0657,0.071149,MIXED_OR_WEAK,1.588e-05,2.71e-06,1.317e-05,-1.779e-05,0.3956,0.4983,1.0,MIXED_OR_WEAK,False,0.00018506,0.04063271,0.00064108,-0.00116969,0.6,25,per_bar_mean_x_bars_per_year
vol_ratio_20_80,volatility,conditional,4h,LONG_SHORT,Long-Short,2.972e-05,,,17724,DIRECTION_UNKNOWN,3.54e-06,-2.618e-05,2.972e-05,5.51e-06,0.4472,0.5005,0.06368,0.068697,DIRECTIONALLY_CLEAN_THIN_EDGE,8.134e-05,2.69e-06,7.864e-05,3.804e-05,1.1816,0.5026,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00070361,0.10103741,0.00243736,-0.00423959,0.52,25,per_bar_mean_x_bars_per_year
vol_ratio_20_80,volatility,conditional,24h,LONG_SHORT,Long-Short,-3.084e-05,,,17704,DIRECTION_UNKNOWN,-1.172e-05,1.913e-05,-3.084e-05,0.00012213,-0.1861,0.5026,0.053146,0.057141,MEAN_SPREAD_OUTLIER_DOMINATED,0.00038918,0.00019626,0.00019292,0.00033475,1.1577,0.5068,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,True,0.00381287,-0.06611447,0.01320815,-0.01223183,0.44,25,per_bar_mean_x_bars_per_year
vol_ratio_20_80,volatility,conditional,72h,LONG_SHORT,Long-Short,0.00023068,,,17656,DIRECTION_UNKNOWN,0.0006172,0.00038652,0.00023068,-0.00044651,0.6979,0.4947,0.049966,0.049077,MIXED_OR_WEAK,0.00152155,0.00093676,0.00058479,-8.191e-05,1.7545,0.4989,1.0,MIXED_OR_WEAK,False,0.00722351,-0.0499108,0.02502296,-0.03775502,0.4,25,per_bar_mean_x_bars_per_year
realized_skew_20h,realized_shape,conditional,1h,LONG_SHORT,Long-Short,7.026e-05,,,17787,DIRECTION_UNKNOWN,3.463e-05,-3.563e-05,7.026e-05,-3.53e-06,2.2414,0.4994,0.066743,0.070383,MIXED_OR_WEAK,5.313e-05,-2.976e-05,8.289e-05,6.41e-06,2.6419,0.5009,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00014529,0.68029722,0.00050329,-0.00016047,0.68,25,per_bar_mean_x_bars_per_year
realized_skew_20h,realized_shape,conditional,4h,LONG_SHORT,Long-Short,0.00015486,,,17784,DIRECTION_UNKNOWN,9.734e-05,-5.753e-05,0.00015486,1.01e-05,2.4777,0.5004,0.064199,0.068173,DIRECTIONALLY_CLEAN_THIN_EDGE,0.00016974,-3.407e-05,0.00020381,5.974e-05,3.2564,0.5033,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00059993,0.40887574,0.0020782,-0.00129748,0.6,25,per_bar_mean_x_bars_per_year
realized_skew_20h,realized_shape,conditional,24h,LONG_SHORT,Long-Short,3.949e-05,,,17764,DIRECTION_UNKNOWN,0.00021719,0.0001777,3.949e-05,-0.00068427,0.2368,0.4834,0.052735,0.054313,MIXED_OR_WEAK,0.00059967,0.0003177,0.00028197,-0.0004625,1.6836,0.4881,1.0,MIXED_OR_WEAK,False,0.00286212,0.0879409,0.00991468,-0.00735087,0.4,25,per_bar_mean_x_bars_per_year
realized_skew_20h,realized_shape,conditional,72h,LONG_SHORT,Long-Short,-7.061e-05,,,17716,DIRECTION_UNKNOWN,0.00023705,0.00030766,-7.061e-05,-0.00128163,-0.2284,0.4831,0.048987,0.047513,ROBUST_SPREAD_NEGATIVE,0.00115006,0.00072704,0.00042302,-0.00068227,1.3561,0.49,1.0,MIXED_OR_WEAK,True,0.00793262,-0.05219567,0.02747941,-0.02160346,0.36,25,per_bar_mean_x_bars_per_year
realized_kurt_20h,realized_shape,conditional,1h,LONG_SHORT,Long-Short,-2.198e-05,,,17787,DIRECTION_UNKNOWN,-1.748e-05,4.49e-06,-2.198e-05,-4.253e-05,-0.7535,0.4941,0.068501,0.068611,ROBUST_SPREAD_NEGATIVE,-3.1e-07,7.89e-06,-8.19e-06,-2.924e-05,-0.2808,0.496,1.0,ROBUST_SPREAD_NEGATIVE,False,0.00013153,-0.18560314,0.00045562,-0.00088112,0.4,25,per_bar_mean_x_bars_per_year
realized_kurt_20h,realized_shape,conditional,4h,LONG_SHORT,Long-Short,-6.427e-05,,,17784,DIRECTION_UNKNOWN,-6.638e-05,-2.11e-06,-6.427e-05,-0.00012258,-1.1058,0.4917,0.065724,0.066756,ROBUST_SPREAD_NEGATIVE,1e-06,1.255e-05,-1.155e-05,-8.026e-05,-0.1985,0.4955,1.0,ROBUST_SPREAD_NEGATIVE,False,0.00049197,-0.10076573,0.00170422,-0.00372094,0.44,25,per_bar_mean_x_bars_per_year
realized_kurt_20h,realized_shape,conditional,24h,LONG_SHORT,Long-Short,-0.00020293,,,17764,DIRECTION_UNKNOWN,-8.301e-05,0.00011992,-0.00020293,-0.00021971,-1.3679,0.494,0.052754,0.055977,ROBUST_SPREAD_NEGATIVE,0.00026583,0.00021832,4.751e-05,-7.08e-06,0.3185,0.4998,1.0,MIXED_OR_WEAK,True,0.00281977,-0.00729725,0.00976797,-0.01565665,0.4,25,per_bar_mean_x_bars_per_year
realized_kurt_20h,realized_shape,conditional,72h,LONG_SHORT,Long-Short,-0.00136871,,,17716,DIRECTION_UNKNOWN,-0.00055983,0.00080888,-0.00136871,-0.00095666,-4.7307,0.4872,0.048093,0.050028,ROBUST_SPREAD_NEGATIVE,0.00027451,0.00118208,-0.00090757,-0.00055109,-3.1054,0.4923,1.0,ROBUST_SPREAD_NEGATIVE,False,0.00617888,-0.12755287,0.02140426,-0.05427283,0.56,25,per_bar_mean_x_bars_per_year
amihud_illiquidity_20h,liquidity,negative,1h,LONG_SHORT,Long-Short,-9.784e-05,,,17767,COMPUTED,-5.492e-05,4.291e-05,-9.784e-05,-4.72e-05,-3.555,0.4935,0.066946,0.070946,ROBUST_SPREAD_NEGATIVE,-3.606e-05,3.816e-05,-7.422e-05,-2.171e-05,-2.6961,0.4972,1.0,ROBUST_SPREAD_NEGATIVE,False,0.00013297,-0.8164154,0.00046061,-0.0025195,0.24,25,per_bar_mean_x_bars_per_year
amihud_illiquidity_20h,liquidity,negative,4h,LONG_SHORT,Long-Short,-0.00041365,,,17764,COMPUTED,-0.00023479,0.00017886,-0.00041365,-0.0003316,-7.4693,0.4766,0.064095,0.067441,ROBUST_SPREAD_NEGATIVE,-0.00016076,0.00016088,-0.00032164,-0.00023572,-5.8043,0.4829,1.0,ROBUST_SPREAD_NEGATIVE,False,0.00053598,-0.86666081,0.00185667,-0.01041442,0.2,25,per_bar_mean_x_bars_per_year
amihud_illiquidity_20h,liquidity,negative,24h,LONG_SHORT,Long-Short,-0.00231541,,,17744,COMPUTED,-0.00112251,0.00119291,-0.00231541,-0.00202351,-16.492,0.4489,0.051601,0.056951,ROBUST_SPREAD_NEGATIVE,-0.00073685,0.00112134,-0.00185818,-0.00156396,-13.2203,0.4587,1.0,ROBUST_SPREAD_NEGATIVE,False,0.00312349,-0.80257655,0.01082009,-0.05748655,0.24,25,per_bar_mean_x_bars_per_year
amihud_illiquidity_20h,liquidity,negative,72h,LONG_SHORT,Long-Short,-0.0081204,,,17696,COMPUTED,-0.00362795,0.00449246,-0.0081204,-0.0065458,-31.5402,0.4045,0.042809,0.049403,ROBUST_SPREAD_NEGATIVE,-0.0027141,0.00444431,-0.00715841,-0.00569748,-27.8108,0.416,1.0,ROBUST_SPREAD_NEGATIVE,False,0.01037638,-0.96338065,0.03594483,-0.18713989,0.24,25,per_bar_mean_x_bars_per_year
qvol_ma_ratio_20_80,quote_volume_liquidity,conditional,1h,LONG_SHORT,Long-Short,3.458e-05,,,17728,DIRECTION_UNKNOWN,2.225e-05,-1.233e-05,3.458e-05,6.48e-06,1.0599,0.5009,0.06502,0.070781,DIRECTIONALLY_CLEAN_THIN_EDGE,4.736e-05,-8.4e-06,5.575e-05,3.556e-05,1.7074,0.5036,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00020891,0.38726069,0.00072368,-0.00057093,0.64,25,per_bar_mean_x_bars_per_year
qvol_ma_ratio_20_80,quote_volume_liquidity,conditional,4h,LONG_SHORT,Long-Short,7.592e-05,,,17725,DIRECTION_UNKNOWN,6.62e-05,-9.72e-06,7.592e-05,-9.7e-06,1.1562,0.4996,0.062563,0.068008,MIXED_OR_WEAK,0.00016349,7.23e-06,0.00015626,7.85e-05,2.377,0.5042,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00082914,0.23399289,0.00287222,-0.00263581,0.6,25,per_bar_mean_x_bars_per_year
qvol_ma_ratio_20_80,quote_volume_liquidity,conditional,24h,LONG_SHORT,Long-Short,0.00042809,,,17705,DIRECTION_UNKNOWN,0.00041984,-8.25e-06,0.00042809,0.00019577,2.5973,0.5047,0.05382,0.056248,DIRECTIONALLY_CLEAN_THIN_EDGE,0.00091105,0.00011982,0.00079123,0.00055441,4.773,0.5126,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.0040602,0.11640132,0.01406496,-0.01294992,0.56,25,per_bar_mean_x_bars_per_year
qvol_ma_ratio_20_80,quote_volume_liquidity,conditional,72h,LONG_SHORT,Long-Short,0.00131796,,,17657,DIRECTION_UNKNOWN,0.00130633,-1.163e-05,0.00131796,-9.986e-05,4.0102,0.4988,0.051909,0.048204,MIXED_OR_WEAK,0.00237869,0.00051166,0.00186703,0.00056094,5.6248,0.5063,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.0086148,0.12992128,0.02984253,-0.0274854,0.48,25,per_bar_mean_x_bars_per_year
price_volume_corr_20h,volume_price,conditional,1h,LONG_SHORT,Long-Short,4.567e-05,,,17767,DIRECTION_UNKNOWN,1.784e-05,-2.783e-05,4.567e-05,-1.319e-05,1.4527,0.4976,0.066196,0.071029,MIXED_OR_WEAK,3.948e-05,-2.45e-05,6.397e-05,-1.08e-06,2.0332,0.4998,1.0,MIXED_OR_WEAK,False,0.00016446,0.50133719,0.0005697,-0.00024672,0.64,25,per_bar_mean_x_bars_per_year
price_volume_corr_20h,volume_price,conditional,4h,LONG_SHORT,Long-Short,0.0001859,,,17764,DIRECTION_UNKNOWN,5.341e-05,-0.00013249,0.0001859,-5.354e-05,2.9172,0.4963,0.063774,0.068437,MIXED_OR_WEAK,0.00013777,-0.00011887,0.00025664,2.665e-05,4.0237,0.5014,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00065249,0.51967148,0.0022603,-0.00105196,0.6,25,per_bar_mean_x_bars_per_year
price_volume_corr_20h,volume_price,conditional,24h,LONG_SHORT,Long-Short,0.00088063,,,17744,DIRECTION_UNKNOWN,0.00044937,-0.00043126,0.00088063,0.00013343,5.5623,0.5036,0.052319,0.055317,DIRECTIONALLY_CLEAN_THIN_EDGE,0.0008954,-0.00034469,0.00124009,0.00045036,7.8079,0.5118,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00394775,0.45944545,0.0136754,-0.00712604,0.64,25,per_bar_mean_x_bars_per_year
price_volume_corr_20h,volume_price,conditional,72h,LONG_SHORT,Long-Short,0.00277108,,,17696,DIRECTION_UNKNOWN,0.00142631,-0.00134477,0.00277108,0.0002176,8.9406,0.503,0.051349,0.048977,DIRECTIONALLY_CLEAN_THIN_EDGE,0.00252295,-0.0010728,0.00359576,0.00090114,11.4949,0.5119,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.00719202,0.34234447,0.02491389,-0.01428187,0.6,25,per_bar_mean_x_bars_per_year
