factor_name,category,expected_direction,direction_source,horizon,raw_mean_rank_ic,direction_adjusted_mean_rank_ic,t_stat,n_periods,n_symbols_avg,coverage,missing_rate,used_in_current_signal,status,notes
wq101_alpha65,wq101,conditional,factor_registry,24h,-0.00609978,-0.00609978,-7.2789,17706,185.4,3287235,0.004519,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#65: -1*(rank(correlation(open/vwap blend,sum(adv60,9),6)) < rank(open-ts_min(open,14))); boolean panel formula"
wq101_alpha65,wq101,conditional,factor_registry,72h,-0.01342693,-0.01342693,-16.313,17658,185.4,3287235,0.004519,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#65: -1*(rank(correlation(open/vwap blend,sum(adv60,9),6)) < rank(open-ts_min(open,14))); boolean panel formula"
wq101_alpha68,wq101,conditional,factor_registry,1h,0.0113255,0.0113255,7.9643,14890,54.6,967060,0.707143,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#68: -1*(ts_rank(correlation(rank(high),rank(adv15),9),14) < rank(delta(close/low blend,1))); boolean panel formula"
wq101_alpha68,wq101,conditional,factor_registry,4h,0.00801456,0.00801456,5.6221,14888,54.6,967060,0.707143,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#68: -1*(ts_rank(correlation(rank(high),rank(adv15),9),14) < rank(delta(close/low blend,1))); boolean panel formula"
wq101_alpha68,wq101,conditional,factor_registry,24h,0.0028537,0.0028537,2.0175,14868,54.6,967060,0.707143,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#68: -1*(ts_rank(correlation(rank(high),rank(adv15),9),14) < rank(delta(close/low blend,1))); boolean panel formula"
wq101_alpha68,wq101,conditional,factor_registry,72h,0.00291031,0.00291031,2.0643,14820,54.6,967060,0.707143,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#68: -1*(ts_rank(correlation(rank(high),rank(adv15),9),14) < rank(delta(close/low blend,1))); boolean panel formula"
wq101_alpha74,wq101,conditional,factor_registry,1h,0.00604439,0.00604439,8.0053,17716,146.0,2587031,0.216563,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#74: -1*(rank(correlation(close,sum(adv30,37),15)) < rank(correlation(rank(high/vwap blend),rank(volume),11))); boolean panel formula"
wq101_alpha74,wq101,conditional,factor_registry,4h,0.0086149,0.0086149,11.2018,17714,146.0,2587031,0.216563,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#74: -1*(rank(correlation(close,sum(adv30,37),15)) < rank(correlation(rank(high/vwap blend),rank(volume),11))); boolean panel formula"
wq101_alpha74,wq101,conditional,factor_registry,24h,0.01045119,0.01045119,13.3689,17694,146.0,2587031,0.216563,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#74: -1*(rank(correlation(close,sum(adv30,37),15)) < rank(correlation(rank(high/vwap blend),rank(volume),11))); boolean panel formula"
wq101_alpha74,wq101,conditional,factor_registry,72h,0.00903625,0.00903625,11.6845,17646,146.0,2587031,0.216563,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#74: -1*(rank(correlation(close,sum(adv30,37),15)) < rank(correlation(rank(high/vwap blend),rank(volume),11))); boolean panel formula"
wq101_alpha75,wq101,conditional,factor_registry,1h,0.00829807,0.00829807,10.2806,17745,133.2,2363750,0.0,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#75: rank(correlation(vwap,volume,4)) < rank(correlation(rank(low),rank(adv50),12)); boolean panel formula"
wq101_alpha75,wq101,conditional,factor_registry,4h,0.0106826,0.0106826,13.13,17743,133.2,2363750,0.0,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#75: rank(correlation(vwap,volume,4)) < rank(correlation(rank(low),rank(adv50),12)); boolean panel formula"
wq101_alpha75,wq101,conditional,factor_registry,24h,0.0112691,0.0112691,13.9778,17723,133.2,2363750,0.0,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#75: rank(correlation(vwap,volume,4)) < rank(correlation(rank(low),rank(adv50),12)); boolean panel formula"
wq101_alpha75,wq101,conditional,factor_registry,72h,0.00773525,0.00773525,9.525,17675,133.2,2363750,0.0,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#75: rank(correlation(vwap,volume,4)) < rank(correlation(rank(low),rank(adv50),12)); boolean panel formula"
