factor_name,category,expected_direction,status,used_in_current_signal,required_columns,lookback_window,best_adj_ic_horizon,best_adj_ic,best_direction_adjusted_icir_horizon,best_direction_adjusted_icir,best_long_short_horizon,best_long_short_spread,best_long_short_t_stat,best_after_funding_long_short_horizon,best_after_funding_long_short_spread,best_after_funding_coverage_rate,best_bucket_tail_diagnosis,best_after_funding_bucket_tail_diagnosis,funding_adjusted_edge_flip,best_ic_win_rate_adjusted,coverage_min,missing_rate_max,direction_status,rankic_longshort_consistency,review_bucket,review_reasons,review_notes
q158_volume_ratio_3h,alpha158_volume,conditional,DIRECTION_UNKNOWN,False,volume,4,4h,0.00654671,4h,0.061838,72h,-0.00111411,-3.7433,72h,-0.00117381,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,0.5261,3315461,0.000241,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,Conditional direction; weak or no clear IC signal.
q158_volume_ratio_4h,alpha158_volume,conditional,DIRECTION_UNKNOWN,False,volume,5,4h,0.00687462,4h,0.063883,72h,-0.0011486,-3.8252,72h,-0.00121678,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,0.5245,3315195,0.000321,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,Conditional direction; weak or no clear IC signal.
q158_qtlu_20h,alpha158_rolling,conditional,DIRECTION_UNKNOWN,False,close,20,4h,0.02235871,1h,0.133584,72h,-0.00374028,-10.098,72h,-0.00368128,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,0.5609,3311205,0.001524,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,Conditional direction but shows IC signal strength.
q158_qtlu_30h,alpha158_rolling,conditional,DIRECTION_UNKNOWN,False,close,30,4h,0.02273452,4h,0.131921,72h,-0.00428608,-11.4463,72h,-0.00433508,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,0.5583,3308545,0.002326,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,Conditional direction but shows IC signal strength.
q158_qtld_20h,alpha158_rolling,conditional,DIRECTION_UNKNOWN,False,close,20,24h,0.04672086,24h,0.295505,72h,-0.00454209,-12.0549,72h,-0.00516375,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,0.6253,3311205,0.001524,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,Conditional direction but shows IC signal strength.
q158_qtld_30h,alpha158_rolling,conditional,DIRECTION_UNKNOWN,False,close,30,24h,0.04888856,24h,0.311975,72h,-0.0048769,-12.9002,72h,-0.0055715,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,0.628,3308545,0.002326,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,Conditional direction but shows IC signal strength.
q158_rank_close_20h,alpha158_rolling,conditional,DIRECTION_UNKNOWN,False,close,20,4h,-0.03161128,4h,-0.231173,72h,0.00391874,11.8306,72h,0.0041843,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.4625,3311205,0.001524,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,Conditional direction but shows IC signal strength.
q158_rank_close_30h,alpha158_rolling,conditional,DIRECTION_UNKNOWN,False,close,30,4h,-0.03205854,4h,-0.230925,72h,0.0045766,13.567,72h,0.0049194,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.4596,3308545,0.002326,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,Conditional direction but shows IC signal strength.
q158_cntp_20h,alpha158_rolling,positive,COMPUTED,False,close,21,4h,-0.01198144,4h,-0.104504,72h,0.00371283,11.8085,72h,0.00396608,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.4968,3310939,0.001604,KNOWN,DIVERGENT,TAIL_OR_MONOTONICITY_REVIEW_REQUIRED,RankIC/spread direction conflict,RankIC-longshort divergence detected. Check quantile monotonicity and tail behavior.
q158_cntp_30h,alpha158_rolling_direction,positive,COMPUTED,False,close,31,4h,-0.00808276,4h,-0.070568,72h,0.00396212,12.8144,72h,0.00423078,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.5053,3308279,0.002406,KNOWN,DIVERGENT,TAIL_OR_MONOTONICITY_REVIEW_REQUIRED,RankIC/spread direction conflict,RankIC-longshort divergence detected. Check quantile monotonicity and tail behavior.
q158_cntn_20h,alpha158_rolling,negative,COMPUTED,False,close,21,4h,-0.00974907,4h,-0.082969,72h,0.00404646,13.1454,72h,0.00425781,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.5052,3310939,0.001604,KNOWN,DIVERGENT,TAIL_OR_MONOTONICITY_REVIEW_REQUIRED,RankIC/spread direction conflict,RankIC-longshort divergence detected. Check quantile monotonicity and tail behavior.
q158_cntn_30h,alpha158_rolling_direction,negative,COMPUTED,False,close,31,4h,-0.00547124,4h,-0.046293,72h,0.00457535,15.0929,72h,0.00480632,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.5117,3308279,0.002406,KNOWN,DIVERGENT,TAIL_OR_MONOTONICITY_REVIEW_REQUIRED,RankIC/spread direction conflict,RankIC-longshort divergence detected. Check quantile monotonicity and tail behavior.
q158_sumd_20h,alpha158_rolling,positive,COMPUTED,False,close,21,4h,-0.0266345,4h,-0.188159,72h,0.00499311,14.4216,72h,0.00543045,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.4601,3310939,0.001604,KNOWN,DIVERGENT,DIRECTION_REVIEW_REQUIRED,RankIC/spread direction conflict,RankIC and long-short spread point in opposite directions. Direction semantics need review.
q158_sumd_30h,alpha158_rolling_direction,positive,COMPUTED,False,close,31,4h,-0.02468136,4h,-0.172582,72h,0.00547025,15.9225,72h,0.00600739,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.459,3308279,0.002406,KNOWN,DIVERGENT,DIRECTION_REVIEW_REQUIRED,RankIC/spread direction conflict,RankIC and long-short spread point in opposite directions. Direction semantics need review.
q158_beta_20h,alpha158_rolling_regression,conditional,DIRECTION_UNKNOWN,False,close,20,24h,-0.02522843,24h,-0.152319,72h,0.00420217,11.1042,72h,0.00461335,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.4643,3311205,0.001524,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,Conditional direction but shows IC signal strength.
q158_beta_30h,alpha158_rolling_regression,conditional,DIRECTION_UNKNOWN,False,close,30,24h,-0.02328362,24h,-0.141193,72h,0.00493682,12.9055,72h,0.00543421,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.4732,3308545,0.002326,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,Conditional direction but shows IC signal strength.
q158_rsqr_20h,alpha158_rolling_regression,conditional,DIRECTION_UNKNOWN,False,close,20,24h,0.00425135,24h,0.033849,72h,0.00095298,3.1806,72h,0.001214,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.5086,3311205,0.001524,CONDITIONAL,CONSISTENT,CONDITIONAL_DIRECTION_REVIEW,,Conditional direction; weak or no clear IC signal.
q158_rsqr_30h,alpha158_rolling_regression,conditional,DIRECTION_UNKNOWN,False,close,30,4h,0.00490273,4h,0.039103,72h,0.00243042,8.2421,72h,0.00275453,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.5057,3308103,0.002459,CONDITIONAL,CONSISTENT,CONDITIONAL_DIRECTION_REVIEW,,Conditional direction; weak or no clear IC signal.
q158_resi_20h,alpha158_rolling_regression,conditional,DIRECTION_UNKNOWN,False,close,20,1h,-0.03012537,1h,-0.18969,72h,0.00100264,2.7565,72h,0.00111562,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,True,0.4768,3311205,0.001524,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict|funding-adjusted edge flips,Conditional direction but shows IC signal strength.
q158_resi_30h,alpha158_rolling_regression,conditional,DIRECTION_UNKNOWN,False,close,30,1h,-0.02865164,1h,-0.177882,72h,0.00156184,4.2856,72h,0.00171462,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,True,0.4726,3308545,0.002326,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict|funding-adjusted edge flips,Conditional direction but shows IC signal strength.
q158_imax_20h,alpha158_rolling_position,conditional,DIRECTION_UNKNOWN,False,high,20,4h,0.01307592,4h,0.108712,72h,-0.00372371,-11.9535,72h,-0.00397608,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,0.5473,3311205,0.001524,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,Conditional direction; weak or no clear IC signal.
q158_imax_30h,alpha158_rolling_position,conditional,DIRECTION_UNKNOWN,False,high,30,4h,0.0126924,4h,0.105495,72h,-0.00380527,-12.3661,72h,-0.00415947,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,0.5508,3308545,0.002326,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,Conditional direction; weak or no clear IC signal.
q158_imin_20h,alpha158_rolling_position,conditional,DIRECTION_UNKNOWN,False,low,20,24h,-0.01377994,24h,-0.114907,72h,0.00268511,8.75,72h,0.00291402,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.4735,3311205,0.001524,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,Conditional direction; weak or no clear IC signal.
q158_imxd_20h,alpha158_rolling_position,conditional,DIRECTION_UNKNOWN,False,high|low,20,4h,0.01583179,4h,0.127102,72h,-0.00417647,-12.9263,72h,-0.00444232,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,0.5539,3311205,0.001524,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,Conditional direction; weak or no clear IC signal.
q158_roc_20h,alpha158_rolling_price,conditional,DIRECTION_UNKNOWN,False,close,21,4h,0.0300299,4h,0.182295,72h,-0.00460474,-12.1875,72h,-0.00505915,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,0.577,3310939,0.001604,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,Conditional direction but shows IC signal strength.
q158_ma_5h,alpha158_rolling_price,conditional,DIRECTION_UNKNOWN,False,close,5,1h,0.03832213,1h,0.234874,72h,-0.00246568,-6.7399,72h,-0.00259499,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,0.6045,3315195,0.000321,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,Conditional direction but shows IC signal strength.
q158_std_5h,alpha158_rolling_price,negative,COMPUTED,False,close,5,72h,0.07462375,72h,0.425884,72h,-0.00481809,-11.726,72h,-0.00611004,1.0,MEAN_SPREAD_OUTLIER_DOMINATED,ROBUST_SPREAD_NEGATIVE,False,0.6819,3315195,0.000321,KNOWN,DIVERGENT,DIRECTION_REVIEW_REQUIRED,RankIC/spread direction conflict|mean_spread_outlier_dominated,RankIC and long-short spread point in opposite directions. Direction semantics need review.
q158_max_5h,alpha158_rolling_price,conditional,DIRECTION_UNKNOWN,False,high|close,5,72h,-0.06192376,72h,-0.368547,72h,0.00291035,7.36,72h,0.0040592,1.0,MIXED_OR_WEAK,MIXED_OR_WEAK,False,0.4969,3315195,0.000321,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,Conditional direction but shows IC signal strength.
q158_min_5h,alpha158_rolling_price,conditional,DIRECTION_UNKNOWN,False,low|close,5,72h,0.06589901,72h,0.412933,72h,-0.00446895,-11.2372,72h,-0.00549472,1.0,MEAN_SPREAD_OUTLIER_DOMINATED,ROBUST_SPREAD_NEGATIVE,True,0.6712,3315195,0.000321,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict|funding-adjusted edge flips|mean_spread_outlier_dominated,Conditional direction but shows IC signal strength.
q158_ma_10h,alpha158_rolling_price,conditional,DIRECTION_UNKNOWN,False,close,10,4h,0.03544808,4h,0.217382,72h,-0.00323213,-8.637,72h,-0.00342824,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,True,0.5948,3313865,0.000722,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict|funding-adjusted edge flips,Conditional direction but shows IC signal strength.
q158_std_10h,alpha158_rolling_price,negative,COMPUTED,False,close,10,72h,0.08088611,72h,0.439889,72h,-0.00493261,-11.7215,72h,-0.00631869,1.0,MEAN_SPREAD_OUTLIER_DOMINATED,ROBUST_SPREAD_NEGATIVE,False,0.6905,3313865,0.000722,KNOWN,DIVERGENT,DIRECTION_REVIEW_REQUIRED,RankIC/spread direction conflict|mean_spread_outlier_dominated,RankIC and long-short spread point in opposite directions. Direction semantics need review.
q158_max_10h,alpha158_rolling_price,conditional,DIRECTION_UNKNOWN,False,high|close,10,72h,-0.06274187,72h,-0.365734,72h,0.00232119,5.872,72h,0.00348802,1.0,MIXED_OR_WEAK,MIXED_OR_WEAK,False,0.4899,3313865,0.000722,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,Conditional direction but shows IC signal strength.
q158_min_10h,alpha158_rolling_price,conditional,DIRECTION_UNKNOWN,False,low|close,10,72h,0.06707972,72h,0.418576,72h,-0.00528908,-13.119,72h,-0.00630069,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,0.6741,3313865,0.000722,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,Conditional direction but shows IC signal strength.
q158_ma_20h,alpha158_rolling_price,conditional,DIRECTION_UNKNOWN,False,close,20,4h,0.03481529,4h,0.210023,72h,-0.00418317,-11.1272,72h,-0.00451799,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,0.5906,3311205,0.001524,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,Conditional direction but shows IC signal strength.
q158_std_20h,alpha158_rolling_price,negative,COMPUTED,False,close,20,72h,0.08279118,72h,0.443376,72h,-0.00458371,-10.7434,72h,-0.00602154,1.0,MEAN_SPREAD_OUTLIER_DOMINATED,MEAN_SPREAD_OUTLIER_DOMINATED,False,0.693,3311205,0.001524,KNOWN,DIVERGENT,DIRECTION_REVIEW_REQUIRED,RankIC/spread direction conflict|after_funding_mean_spread_outlier_dominated|mean_spread_outlier_dominated,RankIC and long-short spread point in opposite directions. Direction semantics need review.
q158_max_20h,alpha158_rolling_price,conditional,DIRECTION_UNKNOWN,False,high|close,20,72h,-0.06299196,72h,-0.359908,72h,0.00088387,2.2417,72h,0.00201366,1.0,MIXED_OR_WEAK,MIXED_OR_WEAK,False,0.4837,3311205,0.001524,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,Conditional direction but shows IC signal strength.
q158_min_20h,alpha158_rolling_price,conditional,DIRECTION_UNKNOWN,False,low|close,20,72h,0.06744465,72h,0.422948,72h,-0.00609932,-15.0813,72h,-0.00711249,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,0.6827,3311205,0.001524,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,Conditional direction but shows IC signal strength.
q158_ma_30h,alpha158_rolling_price,conditional,DIRECTION_UNKNOWN,False,close,30,4h,0.03480226,4h,0.207137,72h,-0.00480171,-12.735,72h,-0.00521161,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,0.5858,3308545,0.002326,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,Conditional direction but shows IC signal strength.
q158_std_30h,alpha158_rolling_price,negative,COMPUTED,False,close,30,72h,0.08282478,72h,0.436384,72h,-0.00409476,-9.5138,72h,-0.00553202,1.0,MEAN_SPREAD_OUTLIER_DOMINATED,MEAN_SPREAD_OUTLIER_DOMINATED,False,0.6915,3308545,0.002326,KNOWN,DIVERGENT,DIRECTION_REVIEW_REQUIRED,RankIC/spread direction conflict|after_funding_mean_spread_outlier_dominated|mean_spread_outlier_dominated,RankIC and long-short spread point in opposite directions. Direction semantics need review.
q158_max_30h,alpha158_rolling_price,conditional,DIRECTION_UNKNOWN,False,high|close,30,72h,-0.06302256,72h,-0.351862,24h,0.00080658,3.7366,24h,0.0012867,1.0,MIXED_OR_WEAK,MIXED_OR_WEAK,True,0.4837,3308545,0.002326,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict|funding-adjusted edge flips,Conditional direction but shows IC signal strength.
q158_min_30h,alpha158_rolling_price,conditional,DIRECTION_UNKNOWN,False,low|close,30,72h,0.06890955,72h,0.433275,72h,-0.00600826,-14.9706,72h,-0.00701633,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,0.6822,3308545,0.002326,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,Conditional direction but shows IC signal strength.
q158_ma_60h,alpha158_rolling_price,conditional,DIRECTION_UNKNOWN,False,close,60,24h,0.03440075,24h,0.200548,72h,-0.00588439,-15.5725,72h,-0.00650555,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,0.5808,3300565,0.004732,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,Conditional direction but shows IC signal strength.
q158_std_60h,alpha158_rolling_price,negative,COMPUTED,False,close,60,72h,0.08072321,72h,0.406912,72h,-0.00389632,-8.9821,72h,-0.00525463,1.0,MEAN_SPREAD_OUTLIER_DOMINATED,MEAN_SPREAD_OUTLIER_DOMINATED,False,0.6777,3300565,0.004732,KNOWN,DIVERGENT,DIRECTION_REVIEW_REQUIRED,RankIC/spread direction conflict|after_funding_mean_spread_outlier_dominated|mean_spread_outlier_dominated,RankIC and long-short spread point in opposite directions. Direction semantics need review.
q158_max_60h,alpha158_rolling_price,conditional,DIRECTION_UNKNOWN,False,high|close,60,72h,-0.06272527,72h,-0.335841,72h,-0.00146519,-3.7674,24h,0.00059672,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,0.477,3300565,0.004732,CONDITIONAL,CONSISTENT,CONDITIONAL_DIRECTION_REVIEW,,Conditional direction but shows IC signal strength.
q158_min_60h,alpha158_rolling_price,conditional,DIRECTION_UNKNOWN,False,low|close,60,24h,0.06779301,24h,0.434893,72h,-0.00685705,-17.1566,72h,-0.0079027,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,0.6777,3300565,0.004732,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,Conditional direction but shows IC signal strength.
q158_cntd_20h,alpha158_rolling_direction,positive,COMPUTED,False,close,21,4h,-0.01119926,4h,-0.09526,72h,0.00397943,12.785,72h,0.00421583,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.4986,3310939,0.001604,KNOWN,DIVERGENT,TAIL_OR_MONOTONICITY_REVIEW_REQUIRED,RankIC/spread direction conflict,RankIC-longshort divergence detected. Check quantile monotonicity and tail behavior.
q158_cntd_30h,alpha158_rolling_direction,positive,COMPUTED,False,close,31,4h,-0.00725361,4h,-0.061428,72h,0.0043521,14.2795,72h,0.00460083,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.5077,3308279,0.002406,KNOWN,DIVERGENT,TAIL_OR_MONOTONICITY_REVIEW_REQUIRED,RankIC/spread direction conflict,RankIC-longshort divergence detected. Check quantile monotonicity and tail behavior.
q158_corr_20h,alpha158_rolling_volume_price,conditional,DIRECTION_UNKNOWN,False,close|volume,20,24h,-0.04418339,24h,-0.369034,72h,0.00245476,7.574,72h,0.00339105,1.0,MIXED_OR_WEAK,MIXED_OR_WEAK,False,0.4303,3302336,0.004198,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,Conditional direction but shows IC signal strength.
q158_cord_20h,alpha158_rolling_volume_price,conditional,DIRECTION_UNKNOWN,False,close|volume,21,24h,-0.03973957,24h,-0.343268,72h,0.00260385,8.428,72h,0.00338324,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.4182,3299518,0.005048,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,Conditional direction but shows IC signal strength.
q158_sump_20h,alpha158_rolling_direction,positive,COMPUTED,False,close,21,4h,-0.02674994,4h,-0.191513,72h,0.00448354,12.7533,72h,0.00490152,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.4564,3310939,0.001604,KNOWN,DIVERGENT,DIRECTION_REVIEW_REQUIRED,RankIC/spread direction conflict,RankIC and long-short spread point in opposite directions. Direction semantics need review.
q158_sumn_20h,alpha158_rolling_direction,negative,COMPUTED,False,close,21,4h,-0.02631445,4h,-0.18628,72h,0.00537897,15.6346,72h,0.00581803,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.4633,3310939,0.001604,KNOWN,DIVERGENT,DIRECTION_REVIEW_REQUIRED,RankIC/spread direction conflict,RankIC and long-short spread point in opposite directions. Direction semantics need review.
q158_vma_20h,alpha158_rolling_volume,conditional,DIRECTION_UNKNOWN,False,volume,20,1h,0.00722455,1h,0.064018,72h,-0.00039806,-1.2932,72h,-0.00053664,1.0,MEAN_SPREAD_OUTLIER_DOMINATED,MEAN_SPREAD_OUTLIER_DOMINATED,False,0.5306,3311205,0.001524,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict|after_funding_mean_spread_outlier_dominated|mean_spread_outlier_dominated,Conditional direction; weak or no clear IC signal.
q158_vstd_20h,alpha158_rolling_volume,conditional,DIRECTION_UNKNOWN,False,volume,20,1h,0.00667041,1h,0.060192,72h,0.00059145,1.9826,72h,0.00055479,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.5289,3311205,0.001524,CONDITIONAL,CONSISTENT,CONDITIONAL_DIRECTION_REVIEW,,Conditional direction; weak or no clear IC signal.
q158_wvma_20h,alpha158_rolling_volume,negative,COMPUTED,False,close|volume,21,4h,0.00443001,4h,0.040286,24h,-0.00061585,-4.1854,24h,-0.00085245,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,True,0.5269,3310939,0.001604,KNOWN,DIVERGENT,FUNDING_ADJUSTED_REVIEW_REQUIRED,RankIC/spread direction conflict|funding-adjusted edge flips,Price-only edge weakens or flips after funding adjustment. Do not use price-only spread as economic evidence.
q158_vsump_20h,alpha158_rolling_volume,conditional,DIRECTION_UNKNOWN,False,volume,21,24h,-0.00656136,24h,-0.058073,72h,0.00105068,3.3156,72h,0.00126158,1.0,MIXED_OR_WEAK,MIXED_OR_WEAK,False,0.4832,3310939,0.001604,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,Conditional direction; weak or no clear IC signal.
q158_vsumn_20h,alpha158_rolling_volume,conditional,DIRECTION_UNKNOWN,False,volume,21,4h,0.00586669,4h,0.052012,72h,-0.00186563,-5.9638,72h,-0.00207703,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,0.5247,3310939,0.001604,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,Conditional direction; weak or no clear IC signal.
q158_vsumd_20h,alpha158_rolling_volume,conditional,DIRECTION_UNKNOWN,False,volume,21,24h,-0.00601603,24h,-0.053146,72h,0.00152554,4.8689,72h,0.00174789,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.4876,3310939,0.001604,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,Conditional direction; weak or no clear IC signal.
vwap_dev_20h,alpha158_ohlcv,conditional,DIRECTION_UNKNOWN,False,close|volume,20,4h,-0.02727757,4h,-0.167271,72h,0.00425839,11.2876,72h,0.00432014,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.4944,3302338,0.668066,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,Conditional direction but shows IC signal strength.
wvma_20h,alpha158_ohlcv,negative,COMPUTED,False,close|volume,21,72h,0.07627881,72h,0.443653,72h,-0.00518251,-13.3039,72h,-0.0065937,1.0,MEAN_SPREAD_OUTLIER_DOMINATED,ROBUST_SPREAD_NEGATIVE,False,0.6932,3302072,0.668093,KNOWN,DIVERGENT,DIRECTION_REVIEW_REQUIRED,RankIC/spread direction conflict|mean_spread_outlier_dominated,RankIC and long-short spread point in opposite directions. Direction semantics need review.
vol_ret_corr_20h,alpha158_ohlcv,conditional,DIRECTION_UNKNOWN,False,close|volume,21,24h,-0.03767071,24h,-0.32549,72h,0.00215926,7.1073,72h,0.00287396,1.0,MIXED_OR_WEAK,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.4227,3302072,0.668093,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,Conditional direction but shows IC signal strength.
