factor_name,category,expected_direction,direction_source,horizon,raw_mean_rank_ic,direction_adjusted_mean_rank_ic,after_funding_raw_mean_rank_ic,after_funding_direction_adjusted_mean_rank_ic,after_funding_t_stat,after_funding_n_periods,t_stat,n_periods,n_symbols_avg,coverage,missing_rate,used_in_current_signal,status,notes
ema_12_26_gap,technical_indicators,positive,factor_registry,4h,-0.02492806,-0.02492806,-0.02501423,-0.02501423,-19.8748,17803,-19.8085,17803,186.2,3316259,0.666667,False,COMPUTED,(EMA12 - EMA26) / EMA26
ema_12_26_gap,technical_indicators,positive,factor_registry,24h,-0.02832096,-0.02832096,-0.02823046,-0.02823046,-22.2135,17783,-22.3116,17783,186.2,3316259,0.666667,False,COMPUTED,(EMA12 - EMA26) / EMA26
ema_12_26_gap,technical_indicators,positive,factor_registry,72h,-0.01729202,-0.01729202,-0.01714295,-0.01714295,-13.9457,17735,-14.0933,17735,186.2,3316259,0.666667,False,COMPUTED,(EMA12 - EMA26) / EMA26
rsi_7h,technical_indicators,negative,factor_registry,1h,-0.03047728,0.03047728,-0.03054424,0.03054424,-29.3036,17799,-29.2415,17799,186.2,3314397,0.666854,True,ACTIVE_IN_SIGNAL_COMPUTED,"Wilder RSI lookback=7, 0-100 scale; lookback_window=8 for diff(1)+ewm(7)"
rsi_7h,technical_indicators,negative,factor_registry,4h,-0.03277138,0.03277138,-0.03300203,0.03300203,-31.1841,17797,-30.9728,17797,186.2,3314397,0.666854,True,ACTIVE_IN_SIGNAL_COMPUTED,"Wilder RSI lookback=7, 0-100 scale; lookback_window=8 for diff(1)+ewm(7)"
rsi_7h,technical_indicators,negative,factor_registry,24h,-0.02279391,0.02279391,-0.02319612,0.02319612,-21.7794,17777,-21.4138,17777,186.2,3314397,0.666854,True,ACTIVE_IN_SIGNAL_COMPUTED,"Wilder RSI lookback=7, 0-100 scale; lookback_window=8 for diff(1)+ewm(7)"
rsi_7h,technical_indicators,negative,factor_registry,72h,-0.01181812,0.01181812,-0.01195202,0.01195202,-12.1071,17729,-11.976,17729,186.2,3314397,0.666854,True,ACTIVE_IN_SIGNAL_COMPUTED,"Wilder RSI lookback=7, 0-100 scale; lookback_window=8 for diff(1)+ewm(7)"
rsi_28h,technical_indicators,negative,factor_registry,1h,-0.02533387,0.02533387,-0.02529429,0.02529429,-23.7873,17778,-23.8203,17778,186.1,3308811,0.667415,True,ACTIVE_IN_SIGNAL_COMPUTED,"Wilder RSI lookback=28, 0-100 scale; lookback_window=29 for diff(1)+ewm(28)"
rsi_28h,technical_indicators,negative,factor_registry,4h,-0.03299418,0.03299418,-0.03296713,0.03296713,-30.0888,17776,-30.1122,17776,186.1,3308811,0.667415,True,ACTIVE_IN_SIGNAL_COMPUTED,"Wilder RSI lookback=28, 0-100 scale; lookback_window=29 for diff(1)+ewm(28)"
rsi_28h,technical_indicators,negative,factor_registry,24h,-0.03224429,0.03224429,-0.03201227,0.03201227,-28.5985,17756,-28.8286,17756,186.1,3308811,0.667415,True,ACTIVE_IN_SIGNAL_COMPUTED,"Wilder RSI lookback=28, 0-100 scale; lookback_window=29 for diff(1)+ewm(28)"
rsi_28h,technical_indicators,negative,factor_registry,72h,-0.01804901,0.01804901,-0.01761027,0.01761027,-16.5707,17708,-17.0141,17708,186.1,3308811,0.667415,True,ACTIVE_IN_SIGNAL_COMPUTED,"Wilder RSI lookback=28, 0-100 scale; lookback_window=29 for diff(1)+ewm(28)"
williams_r_14h,technical_indicators,negative,factor_registry,1h,0.02298819,-0.02298819,0.0231612,-0.0231612,22.8412,17793,22.6698,17793,186.2,3312801,0.667014,False,COMPUTED,"(HH14 - close) / (HH14 - LL14 + eps), 0-1 scale"
williams_r_14h,technical_indicators,negative,factor_registry,4h,0.02070667,-0.02070667,0.02112059,-0.02112059,20.3939,17791,19.9995,17791,186.2,3312801,0.667014,False,COMPUTED,"(HH14 - close) / (HH14 - LL14 + eps), 0-1 scale"
williams_r_14h,technical_indicators,negative,factor_registry,24h,0.0068828,-0.0068828,0.00775508,-0.00775508,7.4365,17771,6.6011,17771,186.2,3312801,0.667014,False,COMPUTED,"(HH14 - close) / (HH14 - LL14 + eps), 0-1 scale"
williams_r_14h,technical_indicators,negative,factor_registry,72h,-0.00338536,0.00338536,-0.00259207,0.00259207,-2.6756,17723,-3.4932,17723,186.2,3312801,0.667014,False,COMPUTED,"(HH14 - close) / (HH14 - LL14 + eps), 0-1 scale"
downside_vol_20h,realized_skew_kurtosis,negative,factor_registry,1h,-0.02887045,0.02887045,-0.02825142,0.02825142,-17.7725,17786,-18.1614,17786,186.1,3310939,0.667201,True,ACTIVE_IN_SIGNAL_COMPUTED,"rolling_std(min(ret_1h, 0), 20); lookback=21 for pct_change+std(20)"
downside_vol_20h,realized_skew_kurtosis,negative,factor_registry,4h,-0.0444516,0.0444516,-0.04322262,0.04322262,-27.3729,17784,-28.1614,17784,186.1,3310939,0.667201,True,ACTIVE_IN_SIGNAL_COMPUTED,"rolling_std(min(ret_1h, 0), 20); lookback=21 for pct_change+std(20)"
downside_vol_20h,realized_skew_kurtosis,negative,factor_registry,24h,-0.07424886,0.07424886,-0.07202186,0.07202186,-46.0132,17764,-47.5026,17764,186.1,3310939,0.667201,True,ACTIVE_IN_SIGNAL_COMPUTED,"rolling_std(min(ret_1h, 0), 20); lookback=21 for pct_change+std(20)"
downside_vol_20h,realized_skew_kurtosis,negative,factor_registry,72h,-0.08963523,0.08963523,-0.08686778,0.08686778,-55.5797,17716,-57.3779,17716,186.1,3310939,0.667201,True,ACTIVE_IN_SIGNAL_COMPUTED,"rolling_std(min(ret_1h, 0), 20); lookback=21 for pct_change+std(20)"
vol_of_vol_20h,realized_skew_kurtosis,negative,factor_registry,1h,-0.03027952,0.03027952,-0.02968114,0.02968114,-21.7861,17782,-22.2259,17782,186.1,3309875,0.667308,True,ACTIVE_IN_SIGNAL_COMPUTED,"rolling_std(rolling_std(ret, 5), 20); lookback=26 for pct_change+std(5)+std(20)"
vol_of_vol_20h,realized_skew_kurtosis,negative,factor_registry,4h,-0.04611476,0.04611476,-0.04492877,0.04492877,-33.2672,17780,-34.1578,17780,186.1,3309875,0.667308,True,ACTIVE_IN_SIGNAL_COMPUTED,"rolling_std(rolling_std(ret, 5), 20); lookback=26 for pct_change+std(5)+std(20)"
vol_of_vol_20h,realized_skew_kurtosis,negative,factor_registry,24h,-0.07280556,0.07280556,-0.07063273,0.07063273,-52.7807,17760,-54.4715,17760,186.1,3309875,0.667308,True,ACTIVE_IN_SIGNAL_COMPUTED,"rolling_std(rolling_std(ret, 5), 20); lookback=26 for pct_change+std(5)+std(20)"
vol_of_vol_20h,realized_skew_kurtosis,negative,factor_registry,72h,-0.0802231,0.0802231,-0.07757724,0.07757724,-58.0735,17712,-60.0796,17712,186.1,3309875,0.667308,True,ACTIVE_IN_SIGNAL_COMPUTED,"rolling_std(rolling_std(ret, 5), 20); lookback=26 for pct_change+std(5)+std(20)"
mom_accel_20h,momentum,positive,factor_registry,1h,-0.02394564,-0.02394564,-0.0238835,-0.0238835,-20.4552,17781,-20.511,17781,186.1,3309609,0.667335,False,COMPUTED,"mom_20h - delay(mom_20h, 5); lookback=25 for lag(20)+delay(5)"
mom_accel_20h,momentum,positive,factor_registry,4h,-0.02441933,-0.02441933,-0.024374,-0.024374,-20.9564,17779,-21.0051,17779,186.1,3309609,0.667335,False,COMPUTED,"mom_20h - delay(mom_20h, 5); lookback=25 for lag(20)+delay(5)"
mom_accel_20h,momentum,positive,factor_registry,24h,-0.01858248,-0.01858248,-0.01864707,-0.01864707,-15.8017,17759,-15.7569,17759,186.1,3309609,0.667335,False,COMPUTED,"mom_20h - delay(mom_20h, 5); lookback=25 for lag(20)+delay(5)"
mom_accel_20h,momentum,positive,factor_registry,72h,-0.01079622,-0.01079622,-0.01058156,-0.01058156,-9.3082,17711,-9.5026,17711,186.1,3309609,0.667335,False,COMPUTED,"mom_20h - delay(mom_20h, 5); lookback=25 for lag(20)+delay(5)"
qvol_ma_ratio_5_20,quote_volume_liquidity,positive,factor_registry,1h,-0.00538945,-0.00538945,-0.00534716,-0.00534716,-6.17,17787,-6.2178,17787,185.6,3302338,0.668066,False,COMPUTED,"SMA(quote_volume, 5) / SMA(quote_volume, 20) - 1"
qvol_ma_ratio_5_20,quote_volume_liquidity,positive,factor_registry,4h,-0.00453349,-0.00453349,-0.00444887,-0.00444887,-5.0501,17785,-5.1435,17785,185.6,3302338,0.668066,False,COMPUTED,"SMA(quote_volume, 5) / SMA(quote_volume, 20) - 1"
qvol_ma_ratio_5_20,quote_volume_liquidity,positive,factor_registry,24h,-0.00502841,-0.00502841,-0.00492225,-0.00492225,-5.6155,17765,-5.7294,17765,185.6,3302338,0.668066,False,COMPUTED,"SMA(quote_volume, 5) / SMA(quote_volume, 20) - 1"
qvol_ma_ratio_5_20,quote_volume_liquidity,positive,factor_registry,72h,-0.00204636,-0.00204636,-0.00188385,-0.00188385,-2.2547,17717,-2.445,17717,185.6,3302338,0.668066,False,COMPUTED,"SMA(quote_volume, 5) / SMA(quote_volume, 20) - 1"
ma_gap_20_80,trend_ma,positive,factor_registry,1h,-0.0069427,-0.0069427,-0.00682195,-0.00682195,-5.4569,17727,-5.5528,17727,185.9,3295245,0.668779,False,COMPUTED,(SMA20 - SMA80) / SMA80
ma_gap_20_80,trend_ma,positive,factor_registry,4h,-0.01549057,-0.01549057,-0.01524325,-0.01524325,-12.0506,17725,-12.2471,17725,185.9,3295245,0.668779,False,COMPUTED,(SMA20 - SMA80) / SMA80
ma_gap_20_80,trend_ma,positive,factor_registry,24h,-0.02113144,-0.02113144,-0.02054552,-0.02054552,-16.0174,17705,-16.4965,17705,185.9,3295245,0.668779,False,COMPUTED,(SMA20 - SMA80) / SMA80
ma_gap_20_80,trend_ma,positive,factor_registry,72h,-0.01304015,-0.01304015,-0.01260628,-0.01260628,-9.8846,17657,-10.2542,17657,185.9,3295245,0.668779,False,COMPUTED,(SMA20 - SMA80) / SMA80
taker_buy_ratio_20h,taker_imbalance,positive,factor_registry,1h,-0.00499486,-0.00499486,-0.00480463,-0.00480463,-6.4002,16736,-6.6539,16736,180.8,3025443,0.695898,False,COMPUTED,"rolling_mean(taker_buy_quote_volume / quote_volume, 20); Requires Phase 7L-R canonical crypto-native cache."
taker_buy_ratio_20h,taker_imbalance,positive,factor_registry,4h,-0.00446462,-0.00446462,-0.00408297,-0.00408297,-5.322,16737,-5.8188,16737,180.8,3025443,0.695898,False,COMPUTED,"rolling_mean(taker_buy_quote_volume / quote_volume, 20); Requires Phase 7L-R canonical crypto-native cache."
taker_buy_ratio_20h,taker_imbalance,positive,factor_registry,24h,-0.00199007,-0.00199007,-0.00118868,-0.00118868,-1.4731,16737,-2.4636,16737,180.8,3025443,0.695898,False,COMPUTED,"rolling_mean(taker_buy_quote_volume / quote_volume, 20); Requires Phase 7L-R canonical crypto-native cache."
taker_buy_ratio_20h,taker_imbalance,positive,factor_registry,72h,0.00469039,0.00469039,0.00609671,0.00609671,7.4585,16737,5.7334,16737,180.8,3025443,0.695898,False,COMPUTED,"rolling_mean(taker_buy_quote_volume / quote_volume, 20); Requires Phase 7L-R canonical crypto-native cache."
taker_buy_zscore_20h,taker_imbalance,positive,factor_registry,1h,-0.01137205,-0.01137205,-0.01133865,-0.01133865,-14.9454,16736,-14.9881,16736,180.8,3025443,0.695898,False,COMPUTED,"zscore(taker_buy_quote_volume / quote_volume, 20); Requires Phase 7L-R canonical crypto-native cache."
taker_buy_zscore_20h,taker_imbalance,positive,factor_registry,4h,-0.00763948,-0.00763948,-0.00762982,-0.00762982,-10.084,16737,-10.0955,16737,180.8,3025443,0.695898,False,COMPUTED,"zscore(taker_buy_quote_volume / quote_volume, 20); Requires Phase 7L-R canonical crypto-native cache."
taker_buy_zscore_20h,taker_imbalance,positive,factor_registry,24h,-0.00186539,-0.00186539,-0.00192717,-0.00192717,-2.5566,16737,-2.4742,16737,180.8,3025443,0.695898,False,COMPUTED,"zscore(taker_buy_quote_volume / quote_volume, 20); Requires Phase 7L-R canonical crypto-native cache."
taker_buy_zscore_20h,taker_imbalance,positive,factor_registry,72h,-0.00023616,-0.00023616,-0.000262,-0.000262,-0.3493,16737,-0.315,16737,180.8,3025443,0.695898,False,COMPUTED,"zscore(taker_buy_quote_volume / quote_volume, 20); Requires Phase 7L-R canonical crypto-native cache."
taker_buy_delta_5h,taker_imbalance,positive,factor_registry,1h,-0.00809259,-0.00809259,-0.00805753,-0.00805753,-11.1878,16768,-11.2363,16768,180.8,3031391,0.6953,False,COMPUTED,"ratio - delay(ratio, 5); lookback=6 for ratio(1)+delay(5); Requires Phase 7L-R canonical crypto-native cache."
taker_buy_delta_5h,taker_imbalance,positive,factor_registry,4h,-0.00492361,-0.00492361,-0.00491655,-0.00491655,-6.7997,16769,-6.8084,16769,180.8,3031391,0.6953,False,COMPUTED,"ratio - delay(ratio, 5); lookback=6 for ratio(1)+delay(5); Requires Phase 7L-R canonical crypto-native cache."
taker_buy_delta_5h,taker_imbalance,positive,factor_registry,24h,-0.00109857,-0.00109857,-0.00111781,-0.00111781,-1.5436,16769,-1.516,16769,180.8,3031391,0.6953,False,COMPUTED,"ratio - delay(ratio, 5); lookback=6 for ratio(1)+delay(5); Requires Phase 7L-R canonical crypto-native cache."
taker_buy_delta_5h,taker_imbalance,positive,factor_registry,72h,-0.00049323,-0.00049323,-0.00049079,-0.00049079,-0.6878,16769,-0.6912,16769,180.8,3031391,0.6953,False,COMPUTED,"ratio - delay(ratio, 5); lookback=6 for ratio(1)+delay(5); Requires Phase 7L-R canonical crypto-native cache."
taker_flow_momentum_20h,taker_imbalance,positive,factor_registry,1h,-0.0088407,-0.0088407,-0.00883063,-0.00883063,-12.2835,16753,-12.2947,16753,180.7,3027371,0.087113,False,COMPUTED,taker_buy_quote_volume/quote_volume minus its 20h lag; taker flow momentum from crypto-native expansion backlog.
taker_flow_momentum_20h,taker_imbalance,positive,factor_registry,4h,-0.00649813,-0.00649813,-0.00650761,-0.00650761,-9.0565,16754,-9.0393,16754,180.7,3027371,0.087113,False,COMPUTED,taker_buy_quote_volume/quote_volume minus its 20h lag; taker flow momentum from crypto-native expansion backlog.
taker_flow_momentum_20h,taker_imbalance,positive,factor_registry,24h,-0.00216018,-0.00216018,-0.00221273,-0.00221273,-3.0738,16754,-2.9996,16754,180.7,3027371,0.087113,False,COMPUTED,taker_buy_quote_volume/quote_volume minus its 20h lag; taker flow momentum from crypto-native expansion backlog.
taker_flow_momentum_20h,taker_imbalance,positive,factor_registry,72h,-0.0011782,-0.0011782,-0.00118033,-0.00118033,-1.6582,16754,-1.6556,16754,180.7,3027371,0.087113,False,COMPUTED,taker_buy_quote_volume/quote_volume minus its 20h lag; taker flow momentum from crypto-native expansion backlog.
taker_flow_persistence_40h,taker_imbalance,positive,factor_registry,1h,-0.00098002,-0.00098002,-0.00084105,-0.00084105,-1.277,16694,-1.488,16694,180.7,3017259,0.090162,False,COMPUTED,"rolling_corr(taker_ratio, delay(taker_ratio,1), 40); taker flow persistence from crypto-native expansion backlog."
taker_flow_persistence_40h,taker_imbalance,positive,factor_registry,4h,-0.00197839,-0.00197839,-0.0017053,-0.0017053,-2.5829,16695,-2.9961,16695,180.7,3017259,0.090162,False,COMPUTED,"rolling_corr(taker_ratio, delay(taker_ratio,1), 40); taker flow persistence from crypto-native expansion backlog."
taker_flow_persistence_40h,taker_imbalance,positive,factor_registry,24h,-0.00362825,-0.00362825,-0.00302233,-0.00302233,-4.6709,16695,-5.6035,16695,180.7,3017259,0.090162,False,COMPUTED,"rolling_corr(taker_ratio, delay(taker_ratio,1), 40); taker flow persistence from crypto-native expansion backlog."
taker_flow_persistence_40h,taker_imbalance,positive,factor_registry,72h,-0.00436555,-0.00436555,-0.003458,-0.003458,-5.4101,16695,-6.8232,16695,180.7,3017259,0.090162,False,COMPUTED,"rolling_corr(taker_ratio, delay(taker_ratio,1), 40); taker flow persistence from crypto-native expansion backlog."
funding_rate_level_20h,funding_rate,negative,factor_registry,1h,0.01027415,-0.01027415,0.00820135,-0.00820135,9.9048,16756,12.4527,16756,173.8,2913119,0.121565,False,COMPUTED,"rolling_mean(funding_rate, 20); high funding = crowded long, mean-revert; Requires Phase 7L-R canonical crypto-native cache."
funding_rate_level_20h,funding_rate,negative,factor_registry,4h,0.01870653,-0.01870653,0.01467252,-0.01467252,17.5113,16757,22.3538,16757,173.8,2913119,0.121565,False,COMPUTED,"rolling_mean(funding_rate, 20); high funding = crowded long, mean-revert; Requires Phase 7L-R canonical crypto-native cache."
funding_rate_level_20h,funding_rate,negative,factor_registry,24h,0.034482,-0.034482,0.02599101,-0.02599101,30.6882,16757,40.6982,16757,173.8,2913119,0.121565,False,COMPUTED,"rolling_mean(funding_rate, 20); high funding = crowded long, mean-revert; Requires Phase 7L-R canonical crypto-native cache."
funding_rate_level_20h,funding_rate,negative,factor_registry,72h,0.04466918,-0.04466918,0.03193114,-0.03193114,38.8983,16757,54.1697,16757,173.8,2913119,0.121565,False,COMPUTED,"rolling_mean(funding_rate, 20); high funding = crowded long, mean-revert; Requires Phase 7L-R canonical crypto-native cache."
funding_rate_zscore_80h,funding_rate,negative,factor_registry,1h,0.00521047,-0.00521047,0.00451473,-0.00451473,5.465,16696,6.3096,16696,149.9,2503177,0.24518,False,COMPUTED,"zscore(funding_rate, 80); Requires Phase 7L-R canonical crypto-native cache."
funding_rate_zscore_80h,funding_rate,negative,factor_registry,4h,0.00888837,-0.00888837,0.00754601,-0.00754601,9.0503,16697,10.664,16697,149.9,2503177,0.24518,False,COMPUTED,"zscore(funding_rate, 80); Requires Phase 7L-R canonical crypto-native cache."
funding_rate_zscore_80h,funding_rate,negative,factor_registry,24h,0.01380335,-0.01380335,0.0118032,-0.0118032,13.7759,16697,16.1087,16697,149.9,2503177,0.24518,False,COMPUTED,"zscore(funding_rate, 80); Requires Phase 7L-R canonical crypto-native cache."
funding_rate_zscore_80h,funding_rate,negative,factor_registry,72h,0.00682958,-0.00682958,0.00545245,-0.00545245,6.4429,16697,8.0701,16697,149.9,2503177,0.24518,False,COMPUTED,"zscore(funding_rate, 80); Requires Phase 7L-R canonical crypto-native cache."
funding_rate_change_24h,funding_rate,negative,factor_registry,1h,0.00270766,-0.00270766,0.00213909,-0.00213909,2.8885,16751,3.6591,16751,173.9,2912822,0.121654,False,COMPUTED,"funding_rate - delay(funding_rate, 24); fast rise = crowded, expect reversal; Requires Phase 7L-R canonical crypto-native cache."
funding_rate_change_24h,funding_rate,negative,factor_registry,4h,0.00518369,-0.00518369,0.00408618,-0.00408618,5.4744,16752,6.9488,16752,173.9,2912822,0.121654,False,COMPUTED,"funding_rate - delay(funding_rate, 24); fast rise = crowded, expect reversal; Requires Phase 7L-R canonical crypto-native cache."
funding_rate_change_24h,funding_rate,negative,factor_registry,24h,0.00673075,-0.00673075,0.00492888,-0.00492888,6.5991,16752,9.0069,16752,173.9,2912822,0.121654,False,COMPUTED,"funding_rate - delay(funding_rate, 24); fast rise = crowded, expect reversal; Requires Phase 7L-R canonical crypto-native cache."
funding_rate_change_24h,funding_rate,negative,factor_registry,72h,0.00157992,-0.00157992,0.00017169,-0.00017169,0.2331,16752,2.1448,16752,173.9,2912822,0.121654,False,COMPUTED,"funding_rate - delay(funding_rate, 24); fast rise = crowded, expect reversal; Requires Phase 7L-R canonical crypto-native cache."
funding_rate_skew_20h,funding_rate,conditional,factor_registry,1h,0.00235286,0.00235286,0.00206469,0.00206469,2.7911,16756,3.181,16756,173.8,2912006,0.1219,False,DIRECTION_UNKNOWN,"rolling_skew(funding_rate, 20); funding distribution asymmetry from crypto-native expansion backlog."
funding_rate_skew_20h,funding_rate,conditional,factor_registry,4h,0.00467505,0.00467505,0.00401622,0.00401622,5.434,16757,6.3232,16757,173.8,2912006,0.1219,False,DIRECTION_UNKNOWN,"rolling_skew(funding_rate, 20); funding distribution asymmetry from crypto-native expansion backlog."
funding_rate_skew_20h,funding_rate,conditional,factor_registry,24h,0.00986847,0.00986847,0.00828258,0.00828258,10.7368,16757,12.7816,16757,173.8,2912006,0.1219,False,DIRECTION_UNKNOWN,"rolling_skew(funding_rate, 20); funding distribution asymmetry from crypto-native expansion backlog."
funding_rate_skew_20h,funding_rate,conditional,factor_registry,72h,0.01573871,0.01573871,0.01309453,0.01309453,16.9412,16757,20.2982,16757,173.8,2912006,0.1219,False,DIRECTION_UNKNOWN,"rolling_skew(funding_rate, 20); funding distribution asymmetry from crypto-native expansion backlog."
funding_rate_momentum_20h,funding_rate,negative,factor_registry,1h,0.0026529,-0.0026529,0.00226121,-0.00226121,3.0793,16731,3.6152,16731,173.8,2907398,0.12329,False,COMPUTED,"funding_rate_change_24h - delay(funding_rate_change_24h,20); higher-order funding dynamics from expansion backlog."
