factor_name,category,expected_direction,direction_source,horizon,raw_mean_rank_ic,direction_adjusted_mean_rank_ic,after_funding_raw_mean_rank_ic,after_funding_direction_adjusted_mean_rank_ic,after_funding_t_stat,after_funding_n_periods,t_stat,n_periods,n_symbols_avg,coverage,missing_rate,used_in_current_signal,status,notes
q158_volume_ratio_3h,alpha158_volume,conditional,factor_registry,4h,0.00654671,0.00654671,0.00653183,0.00653183,8.234,17800,8.2502,17800,186.2,3315461,0.000241,False,DIRECTION_UNKNOWN,"Alpha158 VOLUME3: Ref(volume,3)/(volume+1e-12); three-bar lagged volume normalized by current volume from Alpha158 volume feature block"
q158_volume_ratio_3h,alpha158_volume,conditional,factor_registry,24h,0.00097018,0.00097018,0.00101031,0.00101031,1.279,17780,1.2267,17780,186.2,3315461,0.000241,False,DIRECTION_UNKNOWN,"Alpha158 VOLUME3: Ref(volume,3)/(volume+1e-12); three-bar lagged volume normalized by current volume from Alpha158 volume feature block"
q158_volume_ratio_3h,alpha158_volume,conditional,factor_registry,72h,-0.00050536,-0.00050536,-0.00047019,-0.00047019,-0.6092,17732,-0.6536,17732,186.2,3315461,0.000241,False,DIRECTION_UNKNOWN,"Alpha158 VOLUME3: Ref(volume,3)/(volume+1e-12); three-bar lagged volume normalized by current volume from Alpha158 volume feature block"
q158_volume_ratio_4h,alpha158_volume,conditional,factor_registry,1h,0.00652875,0.00652875,0.00649463,0.00649463,8.0581,17801,8.1014,17801,186.2,3315195,0.000321,False,DIRECTION_UNKNOWN,"Alpha158 VOLUME4: Ref(volume,4)/(volume+1e-12); four-bar lagged volume normalized by current volume from Alpha158 volume feature block"
q158_volume_ratio_4h,alpha158_volume,conditional,factor_registry,4h,0.00687462,0.00687462,0.00682515,0.00682515,8.4645,17799,8.5228,17799,186.2,3315195,0.000321,False,DIRECTION_UNKNOWN,"Alpha158 VOLUME4: Ref(volume,4)/(volume+1e-12); four-bar lagged volume normalized by current volume from Alpha158 volume feature block"
q158_volume_ratio_4h,alpha158_volume,conditional,factor_registry,24h,0.00141045,0.00141045,0.00142015,0.00142015,1.7819,17779,1.7675,17779,186.2,3315195,0.000321,False,DIRECTION_UNKNOWN,"Alpha158 VOLUME4: Ref(volume,4)/(volume+1e-12); four-bar lagged volume normalized by current volume from Alpha158 volume feature block"
q158_volume_ratio_4h,alpha158_volume,conditional,factor_registry,72h,0.0001306,0.0001306,0.000142,0.000142,0.1832,17731,0.1682,17731,186.2,3315195,0.000321,False,DIRECTION_UNKNOWN,"Alpha158 VOLUME4: Ref(volume,4)/(volume+1e-12); four-bar lagged volume normalized by current volume from Alpha158 volume feature block"
q158_qtlu_20h,alpha158_rolling,conditional,factor_registry,1h,0.0222656,0.0222656,0.02246541,0.02246541,17.9747,17787,17.8158,17787,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 QTLU20: Quantile(close,20,0.8) / close; 1h adaptation of upper rolling close quantile"
q158_qtlu_20h,alpha158_rolling,conditional,factor_registry,4h,0.02235871,0.02235871,0.02282636,0.02282636,18.0269,17785,17.6656,17785,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 QTLU20: Quantile(close,20,0.8) / close; 1h adaptation of upper rolling close quantile"
q158_qtlu_20h,alpha158_rolling,conditional,factor_registry,24h,0.00887987,0.00887987,0.00977925,0.00977925,7.6693,17765,6.9722,17765,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 QTLU20: Quantile(close,20,0.8) / close; 1h adaptation of upper rolling close quantile"
q158_qtlu_20h,alpha158_rolling,conditional,factor_registry,72h,-0.00891777,-0.00891777,-0.00815031,-0.00815031,-6.8387,17717,-7.4894,17717,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 QTLU20: Quantile(close,20,0.8) / close; 1h adaptation of upper rolling close quantile"
q158_qtlu_30h,alpha158_rolling,conditional,factor_registry,1h,0.02057334,0.02057334,0.02076834,0.02076834,16.4635,17777,16.3089,17777,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 QTLU30: Quantile(close,30,0.8) / close; 1h adaptation of medium upper rolling close quantile"
q158_qtlu_30h,alpha158_rolling,conditional,factor_registry,4h,0.02273452,0.02273452,0.02318445,0.02318445,17.9305,17775,17.5881,17775,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 QTLU30: Quantile(close,30,0.8) / close; 1h adaptation of medium upper rolling close quantile"
q158_qtlu_30h,alpha158_rolling,conditional,factor_registry,24h,0.010752,0.010752,0.01146767,0.01146767,8.8164,17755,8.2758,17755,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 QTLU30: Quantile(close,30,0.8) / close; 1h adaptation of medium upper rolling close quantile"
q158_qtlu_30h,alpha158_rolling,conditional,factor_registry,72h,-0.00667591,-0.00667591,-0.00603584,-0.00603584,-4.9461,17707,-5.4748,17707,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 QTLU30: Quantile(close,30,0.8) / close; 1h adaptation of medium upper rolling close quantile"
q158_qtld_20h,alpha158_rolling,conditional,factor_registry,1h,0.03873978,0.03873978,0.03864206,0.03864206,33.6061,17787,33.6936,17787,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 QTLD20: Quantile(close,20,0.2) / close; 1h adaptation of lower rolling close quantile"
q158_qtld_20h,alpha158_rolling,conditional,factor_registry,4h,0.04564409,0.04564409,0.04555667,0.04555667,39.0064,17785,39.0975,17785,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 QTLD20: Quantile(close,20,0.2) / close; 1h adaptation of lower rolling close quantile"
q158_qtld_20h,alpha158_rolling,conditional,factor_registry,24h,0.04672086,0.04672086,0.04652948,0.04652948,39.1871,17765,39.3866,17765,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 QTLD20: Quantile(close,20,0.2) / close; 1h adaptation of lower rolling close quantile"
q158_qtld_20h,alpha158_rolling,conditional,factor_registry,72h,0.03713822,0.03713822,0.036523,0.036523,32.4247,17717,33.0299,17717,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 QTLD20: Quantile(close,20,0.2) / close; 1h adaptation of lower rolling close quantile"
q158_qtld_30h,alpha158_rolling,conditional,factor_registry,1h,0.03587501,0.03587501,0.03577706,0.03577706,31.094,17777,31.1762,17777,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 QTLD30: Quantile(close,30,0.2) / close; 1h adaptation of medium lower rolling close quantile"
q158_qtld_30h,alpha158_rolling,conditional,factor_registry,4h,0.04528649,0.04528649,0.04516853,0.04516853,38.5917,17775,38.7,17775,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 QTLD30: Quantile(close,30,0.2) / close; 1h adaptation of medium lower rolling close quantile"
q158_qtld_30h,alpha158_rolling,conditional,factor_registry,24h,0.04888856,0.04888856,0.04858916,0.04858916,41.2801,17755,41.57,17755,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 QTLD30: Quantile(close,30,0.2) / close; 1h adaptation of medium lower rolling close quantile"
q158_qtld_30h,alpha158_rolling,conditional,factor_registry,72h,0.04027354,0.04027354,0.03958878,0.03958878,34.8024,17707,35.4914,17707,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 QTLD30: Quantile(close,30,0.2) / close; 1h adaptation of medium lower rolling close quantile"
q158_rank_close_20h,alpha158_rolling,conditional,factor_registry,1h,-0.02824408,-0.02824408,-0.02829414,-0.02829414,-28.0924,17785,-28.0473,17785,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 RANK20: Rank(close,20); current close percentile within the past 20 one-hour bars"
q158_rank_close_20h,alpha158_rolling,conditional,factor_registry,4h,-0.03161128,-0.03161128,-0.03180002,-0.03180002,-31.0023,17783,-30.8276,17783,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 RANK20: Rank(close,20); current close percentile within the past 20 one-hour bars"
q158_rank_close_20h,alpha158_rolling,conditional,factor_registry,24h,-0.0227005,-0.0227005,-0.02303471,-0.02303471,-22.2776,17763,-21.9515,17763,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 RANK20: Rank(close,20); current close percentile within the past 20 one-hour bars"
q158_rank_close_20h,alpha158_rolling,conditional,factor_registry,72h,-0.01136729,-0.01136729,-0.01147153,-0.01147153,-11.9548,17715,-11.8445,17715,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 RANK20: Rank(close,20); current close percentile within the past 20 one-hour bars"
q158_rank_close_30h,alpha158_rolling,conditional,factor_registry,1h,-0.02753828,-0.02753828,-0.02758704,-0.02758704,-27.0998,17775,-27.0533,17775,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 RANK30: Rank(close,30); current close percentile within the past 30 one-hour bars"
q158_rank_close_30h,alpha158_rolling,conditional,factor_registry,4h,-0.03205854,-0.03205854,-0.03223803,-0.03223803,-30.953,17773,-30.7859,17773,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 RANK30: Rank(close,30); current close percentile within the past 30 one-hour bars"
q158_rank_close_30h,alpha158_rolling,conditional,factor_registry,24h,-0.02544948,-0.02544948,-0.02567021,-0.02567021,-24.5119,17753,-24.3002,17753,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 RANK30: Rank(close,30); current close percentile within the past 30 one-hour bars"
q158_rank_close_30h,alpha158_rolling,conditional,factor_registry,72h,-0.01348994,-0.01348994,-0.01352104,-0.01352104,-13.8872,17705,-13.8573,17705,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 RANK30: Rank(close,30); current close percentile within the past 30 one-hour bars"
q158_cntp_20h,alpha158_rolling,positive,factor_registry,1h,-0.00989979,-0.00989979,-0.00998494,-0.00998494,-11.9784,17786,-11.8747,17786,186.1,3310939,0.001604,False,COMPUTED,"Alpha158 CNTP20: Mean(close > Ref(close,1),20); fraction of up bars over the past 20 one-hour bars"
q158_cntp_20h,alpha158_rolling,positive,factor_registry,4h,-0.01198144,-0.01198144,-0.01217215,-0.01217215,-14.1584,17784,-13.9363,17784,186.1,3310939,0.001604,False,COMPUTED,"Alpha158 CNTP20: Mean(close > Ref(close,1),20); fraction of up bars over the past 20 one-hour bars"
q158_cntp_20h,alpha158_rolling,positive,factor_registry,24h,-0.00437787,-0.00437787,-0.0046014,-0.0046014,-5.2019,17764,-4.9503,17764,186.1,3310939,0.001604,False,COMPUTED,"Alpha158 CNTP20: Mean(close > Ref(close,1),20); fraction of up bars over the past 20 one-hour bars"
q158_cntp_20h,alpha158_rolling,positive,factor_registry,72h,-0.00176443,-0.00176443,-0.00182437,-0.00182437,-2.1816,17716,-2.1088,17716,186.1,3310939,0.001604,False,COMPUTED,"Alpha158 CNTP20: Mean(close > Ref(close,1),20); fraction of up bars over the past 20 one-hour bars"
q158_cntp_30h,alpha158_rolling_direction,positive,factor_registry,1h,-0.00664493,-0.00664493,-0.00670762,-0.00670762,-8.0281,17776,-7.951,17776,186.1,3308279,0.002406,False,COMPUTED,"Alpha158 CNTP30: Mean(close > Ref(close,1),30); fraction of up bars over the past 30 one-hour bars"
q158_cntp_30h,alpha158_rolling_direction,positive,factor_registry,4h,-0.00808276,-0.00808276,-0.00823525,-0.00823525,-9.5859,17774,-9.408,17774,186.1,3308279,0.002406,False,COMPUTED,"Alpha158 CNTP30: Mean(close > Ref(close,1),30); fraction of up bars over the past 30 one-hour bars"
q158_cntp_30h,alpha158_rolling_direction,positive,factor_registry,24h,-0.00188082,-0.00188082,-0.0020483,-0.0020483,-2.3335,17754,-2.1425,17754,186.1,3308279,0.002406,False,COMPUTED,"Alpha158 CNTP30: Mean(close > Ref(close,1),30); fraction of up bars over the past 30 one-hour bars"
q158_cntp_30h,alpha158_rolling_direction,positive,factor_registry,72h,-0.00019425,-0.00019425,-0.00032358,-0.00032358,-0.3823,17706,-0.2295,17706,186.1,3308279,0.002406,False,COMPUTED,"Alpha158 CNTP30: Mean(close > Ref(close,1),30); fraction of up bars over the past 30 one-hour bars"
q158_cntn_20h,alpha158_rolling,negative,factor_registry,1h,0.00797516,-0.00797516,0.00811803,-0.00811803,9.4797,17786,9.3114,17786,186.1,3310939,0.001604,False,COMPUTED,"Alpha158 CNTN20: Mean(close < Ref(close,1),20); fraction of down bars over the past 20 one-hour bars"
q158_cntn_20h,alpha158_rolling,negative,factor_registry,4h,0.00974907,-0.00974907,0.01006181,-0.01006181,11.4179,17784,11.0645,17784,186.1,3310939,0.001604,False,COMPUTED,"Alpha158 CNTN20: Mean(close < Ref(close,1),20); fraction of down bars over the past 20 one-hour bars"
q158_cntn_20h,alpha158_rolling,negative,factor_registry,24h,0.0017609,-0.0017609,0.00222744,-0.00222744,2.4521,17764,1.9392,17764,186.1,3310939,0.001604,False,COMPUTED,"Alpha158 CNTN20: Mean(close < Ref(close,1),20); fraction of down bars over the past 20 one-hour bars"
q158_cntn_20h,alpha158_rolling,negative,factor_registry,72h,-0.00172243,0.00172243,-0.0012971,0.0012971,-1.5244,17716,-2.0229,17716,186.1,3310939,0.001604,False,COMPUTED,"Alpha158 CNTN20: Mean(close < Ref(close,1),20); fraction of down bars over the past 20 one-hour bars"
q158_cntn_30h,alpha158_rolling_direction,negative,factor_registry,1h,0.00453369,-0.00453369,0.00465939,-0.00465939,5.3932,17776,5.2464,17776,186.1,3308279,0.002406,False,COMPUTED,"Alpha158 CNTN30: Mean(close < Ref(close,1),30); fraction of down bars over the past 30 one-hour bars"
q158_cntn_30h,alpha158_rolling_direction,negative,factor_registry,4h,0.00547124,-0.00547124,0.00576188,-0.00576188,6.4984,17774,6.1717,17774,186.1,3308279,0.002406,False,COMPUTED,"Alpha158 CNTN30: Mean(close < Ref(close,1),30); fraction of down bars over the past 30 one-hour bars"
q158_cntn_30h,alpha158_rolling_direction,negative,factor_registry,24h,-0.00139154,0.00139154,-0.0009616,0.0009616,-1.0644,17754,-1.5402,17754,186.1,3308279,0.002406,False,COMPUTED,"Alpha158 CNTN30: Mean(close < Ref(close,1),30); fraction of down bars over the past 30 one-hour bars"
q158_cntn_30h,alpha158_rolling_direction,negative,factor_registry,72h,-0.00382419,0.00382419,-0.00329953,0.00329953,-3.8338,17706,-4.4417,17706,186.1,3308279,0.002406,False,COMPUTED,"Alpha158 CNTN30: Mean(close < Ref(close,1),30); fraction of down bars over the past 30 one-hour bars"
q158_sumd_20h,alpha158_rolling,positive,factor_registry,1h,-0.0209205,-0.0209205,-0.02101287,-0.02101287,-20.5097,17786,-20.4151,17786,186.1,3310939,0.001604,False,COMPUTED,"Alpha158 SUMD20: (Sum(up moves,20)-Sum(down moves,20))/(Sum(abs moves,20)+eps); signed move dominance"
q158_sumd_20h,alpha158_rolling,positive,factor_registry,4h,-0.0266345,-0.0266345,-0.02684756,-0.02684756,-25.2937,17784,-25.0923,17784,186.1,3310939,0.001604,False,COMPUTED,"Alpha158 SUMD20: (Sum(up moves,20)-Sum(down moves,20))/(Sum(abs moves,20)+eps); signed move dominance"
q158_sumd_20h,alpha158_rolling,positive,factor_registry,24h,-0.02268118,-0.02268118,-0.02280555,-0.02280555,-21.2441,17764,-21.1369,17764,186.1,3310939,0.001604,False,COMPUTED,"Alpha158 SUMD20: (Sum(up moves,20)-Sum(down moves,20))/(Sum(abs moves,20)+eps); signed move dominance"
q158_sumd_20h,alpha158_rolling,positive,factor_registry,72h,-0.01357775,-0.01357775,-0.01346084,-0.01346084,-13.4286,17716,-13.5516,17716,186.1,3310939,0.001604,False,COMPUTED,"Alpha158 SUMD20: (Sum(up moves,20)-Sum(down moves,20))/(Sum(abs moves,20)+eps); signed move dominance"
q158_sumd_30h,alpha158_rolling_direction,positive,factor_registry,1h,-0.01821159,-0.01821159,-0.01822311,-0.01822311,-17.6681,17776,-17.6519,17776,186.1,3308279,0.002406,False,COMPUTED,"Alpha158 SUMD30: (Sum(up moves,30)-Sum(down moves,30))/(Sum(abs moves,30)+eps); signed move dominance"
q158_sumd_30h,alpha158_rolling_direction,positive,factor_registry,4h,-0.02468136,-0.02468136,-0.02473183,-0.02473183,-23.0595,17774,-23.0086,17774,186.1,3308279,0.002406,False,COMPUTED,"Alpha158 SUMD30: (Sum(up moves,30)-Sum(down moves,30))/(Sum(abs moves,30)+eps); signed move dominance"
q158_sumd_30h,alpha158_rolling_direction,positive,factor_registry,24h,-0.02464156,-0.02464156,-0.02448418,-0.02448418,-22.6579,17754,-22.8054,17754,186.1,3308279,0.002406,False,COMPUTED,"Alpha158 SUMD30: (Sum(up moves,30)-Sum(down moves,30))/(Sum(abs moves,30)+eps); signed move dominance"
q158_sumd_30h,alpha158_rolling_direction,positive,factor_registry,72h,-0.01570142,-0.01570142,-0.01544758,-0.01544758,-15.262,17706,-15.5223,17706,186.1,3308279,0.002406,False,COMPUTED,"Alpha158 SUMD30: (Sum(up moves,30)-Sum(down moves,30))/(Sum(abs moves,30)+eps); signed move dominance"
q158_beta_20h,alpha158_rolling_regression,conditional,factor_registry,1h,-0.01323394,-0.01323394,-0.01332916,-0.01332916,-11.2468,17787,-11.1663,17787,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 BETA20: Slope(close,20) / close; rolling linear trend slope normalized by current close"
q158_beta_20h,alpha158_rolling_regression,conditional,factor_registry,4h,-0.02121583,-0.02121583,-0.021429,-0.021429,-17.5635,17785,-17.3931,17785,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 BETA20: Slope(close,20) / close; rolling linear trend slope normalized by current close"
q158_beta_20h,alpha158_rolling_regression,conditional,factor_registry,24h,-0.02522843,-0.02522843,-0.02537544,-0.02537544,-20.3932,17765,-20.3019,17765,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 BETA20: Slope(close,20) / close; rolling linear trend slope normalized by current close"
q158_beta_20h,alpha158_rolling_regression,conditional,factor_registry,72h,-0.01489282,-0.01489282,-0.01478739,-0.01478739,-12.4072,17717,-12.5132,17717,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 BETA20: Slope(close,20) / close; rolling linear trend slope normalized by current close"
q158_beta_30h,alpha158_rolling_regression,conditional,factor_registry,1h,-0.01128501,-0.01128501,-0.01134102,-0.01134102,-9.3384,17777,-9.2907,17777,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 BETA30: Slope(close,30) / close; medium rolling linear trend slope normalized by current close"
q158_beta_30h,alpha158_rolling_regression,conditional,factor_registry,4h,-0.02042428,-0.02042428,-0.02054033,-0.02054033,-16.4974,17775,-16.4066,17775,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 BETA30: Slope(close,30) / close; medium rolling linear trend slope normalized by current close"
q158_beta_30h,alpha158_rolling_regression,conditional,factor_registry,24h,-0.02328362,-0.02328362,-0.02317621,-0.02317621,-18.7084,17755,-18.8137,17755,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 BETA30: Slope(close,30) / close; medium rolling linear trend slope normalized by current close"
q158_beta_30h,alpha158_rolling_regression,conditional,factor_registry,72h,-0.0165852,-0.0165852,-0.01640712,-0.01640712,-13.575,17707,-13.7428,17707,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 BETA30: Slope(close,30) / close; medium rolling linear trend slope normalized by current close"
q158_rsqr_20h,alpha158_rolling_regression,conditional,factor_registry,1h,0.00215097,0.00215097,0.00225957,0.00225957,2.5425,17787,2.42,17787,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 RSQR20: Rsquare(close,20); rolling linear trend fit quality"
q158_rsqr_20h,alpha158_rolling_regression,conditional,factor_registry,4h,0.00385572,0.00385572,0.00407264,0.00407264,4.4381,17785,4.2005,17785,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 RSQR20: Rsquare(close,20); rolling linear trend fit quality"
q158_rsqr_20h,alpha158_rolling_regression,conditional,factor_registry,24h,0.00425135,0.00425135,0.0045992,0.0045992,4.8865,17765,4.5116,17765,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 RSQR20: Rsquare(close,20); rolling linear trend fit quality"
q158_rsqr_20h,alpha158_rolling_regression,conditional,factor_registry,72h,0.00053601,0.00053601,0.00108179,0.00108179,1.2317,17717,0.6096,17717,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 RSQR20: Rsquare(close,20); rolling linear trend fit quality"
q158_rsqr_30h,alpha158_rolling_regression,conditional,factor_registry,1h,0.00223968,0.00223968,0.00235793,0.00235793,2.6413,17777,2.5084,17777,186.1,3308103,0.002459,False,DIRECTION_UNKNOWN,"Alpha158 RSQR30: Rsquare(close,30); medium rolling linear trend fit quality"
q158_rsqr_30h,alpha158_rolling_regression,conditional,factor_registry,4h,0.00490273,0.00490273,0.00518271,0.00518271,5.5138,17775,5.2133,17775,186.1,3308103,0.002459,False,DIRECTION_UNKNOWN,"Alpha158 RSQR30: Rsquare(close,30); medium rolling linear trend fit quality"
q158_rsqr_30h,alpha158_rolling_regression,conditional,factor_registry,24h,0.00341502,0.00341502,0.00383979,0.00383979,4.018,17755,3.5701,17755,186.1,3308103,0.002459,False,DIRECTION_UNKNOWN,"Alpha158 RSQR30: Rsquare(close,30); medium rolling linear trend fit quality"
q158_rsqr_30h,alpha158_rolling_regression,conditional,factor_registry,72h,0.00205527,0.00205527,0.00275318,0.00275318,3.0498,17707,2.274,17707,186.1,3308103,0.002459,False,DIRECTION_UNKNOWN,"Alpha158 RSQR30: Rsquare(close,30); medium rolling linear trend fit quality"
q158_resi_20h,alpha158_rolling_regression,conditional,factor_registry,1h,-0.03012537,-0.03012537,-0.02999081,-0.02999081,-25.1824,17787,-25.2985,17787,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 RESI20: Resi(close,20) / close; latest residual from rolling linear trend normalized by current close"
q158_resi_20h,alpha158_rolling_regression,conditional,factor_registry,4h,-0.02512052,-0.02512052,-0.02497446,-0.02497446,-21.155,17785,-21.2833,17785,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 RESI20: Resi(close,20) / close; latest residual from rolling linear trend normalized by current close"
q158_resi_20h,alpha158_rolling_regression,conditional,factor_registry,24h,-0.01379053,-0.01379053,-0.01385299,-0.01385299,-11.8188,17765,-11.7717,17765,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 RESI20: Resi(close,20) / close; latest residual from rolling linear trend normalized by current close"
q158_resi_20h,alpha158_rolling_regression,conditional,factor_registry,72h,-0.00781195,-0.00781195,-0.0077192,-0.0077192,-6.7959,17717,-6.8829,17717,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 RESI20: Resi(close,20) / close; latest residual from rolling linear trend normalized by current close"
q158_resi_30h,alpha158_rolling_regression,conditional,factor_registry,1h,-0.02865164,-0.02865164,-0.02856011,-0.02856011,-23.6377,17777,-23.7171,17777,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 RESI30: Resi(close,30) / close; latest residual from medium rolling linear trend normalized by current close"
q158_resi_30h,alpha158_rolling_regression,conditional,factor_registry,4h,-0.02672157,-0.02672157,-0.02665075,-0.02665075,-22.1109,17775,-22.1831,17775,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 RESI30: Resi(close,30) / close; latest residual from medium rolling linear trend normalized by current close"
q158_resi_30h,alpha158_rolling_regression,conditional,factor_registry,24h,-0.01881894,-0.01881894,-0.01893543,-0.01893543,-15.6346,17755,-15.5486,17755,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 RESI30: Resi(close,30) / close; latest residual from medium rolling linear trend normalized by current close"
q158_resi_30h,alpha158_rolling_regression,conditional,factor_registry,72h,-0.0096444,-0.0096444,-0.00944843,-0.00944843,-8.0898,17707,-8.267,17707,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 RESI30: Resi(close,30) / close; latest residual from medium rolling linear trend normalized by current close"
q158_imax_20h,alpha158_rolling_position,conditional,factor_registry,1h,0.00897629,0.00897629,0.00905286,0.00905286,10.2487,17787,10.1602,17787,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 IMAX20: IdxMax(high,20) / 20; bars since latest 20h high, scaled by window"
q158_imax_20h,alpha158_rolling_position,conditional,factor_registry,4h,0.01307592,0.01307592,0.01321325,0.01321325,14.652,17785,14.4978,17785,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 IMAX20: IdxMax(high,20) / 20; bars since latest 20h high, scaled by window"
q158_imax_20h,alpha158_rolling_position,conditional,factor_registry,24h,0.00891392,0.00891392,0.00902,0.00902,9.8233,17765,9.6992,17765,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 IMAX20: IdxMax(high,20) / 20; bars since latest 20h high, scaled by window"
q158_imax_20h,alpha158_rolling_position,conditional,factor_registry,72h,0.00235836,0.00235836,0.00232481,0.00232481,2.6823,17717,2.7168,17717,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 IMAX20: IdxMax(high,20) / 20; bars since latest 20h high, scaled by window"
q158_imax_30h,alpha158_rolling_position,conditional,factor_registry,1h,0.00879501,0.00879501,0.0088111,0.0088111,9.9467,17777,9.9285,17777,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 IMAX30: IdxMax(high,30) / 30; bars since latest 30h high, scaled by window"
q158_imax_30h,alpha158_rolling_position,conditional,factor_registry,4h,0.0126924,0.0126924,0.01274352,0.01274352,14.1246,17775,14.0649,17775,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 IMAX30: IdxMax(high,30) / 30; bars since latest 30h high, scaled by window"
q158_imax_30h,alpha158_rolling_position,conditional,factor_registry,24h,0.0082103,0.0082103,0.00803113,0.00803113,8.8968,17755,9.0805,17755,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 IMAX30: IdxMax(high,30) / 30; bars since latest 30h high, scaled by window"
q158_imax_30h,alpha158_rolling_position,conditional,factor_registry,72h,0.00413419,0.00413419,0.00395214,0.00395214,4.6009,17707,4.8019,17707,186.1,3308545,0.002326,False,DIRECTION_UNKNOWN,"Alpha158 IMAX30: IdxMax(high,30) / 30; bars since latest 30h high, scaled by window"
q158_imin_20h,alpha158_rolling_position,conditional,factor_registry,1h,-0.00789046,-0.00789046,-0.00792577,-0.00792577,-9.0863,17756,-9.0457,17756,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 IMIN20: IdxMin(low,20) / 20; bars since latest 20h low, scaled by window"
q158_imin_20h,alpha158_rolling_position,conditional,factor_registry,4h,-0.01141324,-0.01141324,-0.01150419,-0.01150419,-12.8763,17754,-12.7685,17754,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 IMIN20: IdxMin(low,20) / 20; bars since latest 20h low, scaled by window"
q158_imin_20h,alpha158_rolling_position,conditional,factor_registry,24h,-0.01377994,-0.01377994,-0.01379223,-0.01379223,-15.3219,17734,-15.3021,17734,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 IMIN20: IdxMin(low,20) / 20; bars since latest 20h low, scaled by window"
q158_imin_20h,alpha158_rolling_position,conditional,factor_registry,72h,-0.00834016,-0.00834016,-0.00828603,-0.00828603,-9.5349,17686,-9.5861,17686,186.1,3311205,0.001524,False,DIRECTION_UNKNOWN,"Alpha158 IMIN20: IdxMin(low,20) / 20; bars since latest 20h low, scaled by window"
