asset,mode,market_cost_bps,net_ret,confirmed_at_close,preview_only,lead_minutes,entry_improve_bps
BTC-USD,official_close_fixed_hold_corrected,6.0,-0.0021539000045069923,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,6.0,-0.0026387131446541368,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,6.0,0.0474558105009566,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,6.0,-0.009016309668277045,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,6.0,0.012043933584661382,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,6.0,0.0028390007913956516,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,6.0,-0.0011058023948788964,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,6.0,3.16283860368749e-06,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,6.0,0.0016057576526049555,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,6.0,-0.0026238265861623367,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,6.0,0.0047042584018277545,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,6.0,-0.011857042837244536,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,6.0,-0.008745634132238722,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,6.0,0.0024084734623861515,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,10.0,-0.0019877549183098253,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,10.0,0.010751185076542047,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,10.0,0.006211152983834456,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,10.0,0.008279745616535328,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,10.0,0.0023316591393856,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,10.0,-0.0024807477123962585,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,10.0,0.022438754299485497,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,10.0,-0.0015674983613217508,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,10.0,-0.016667216721524936,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,10.0,-0.014207934928318178,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,10.0,-0.004382493897469253,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,10.0,0.003057855780892238,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,10.0,-0.0026442165407558615,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,10.0,-0.01473597640623936,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,10.0,0.012258486838082172,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,10.0,0.0044473806944884675,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,10.0,0.014285483017635547,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,10.0,-0.009589547452706015,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,10.0,-0.013640954322862386,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,10.0,-0.0008105947378892475,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,10.0,0.014291432606541088,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,10.0,-0.007618344937809329,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,10.0,-0.003139854389626162,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,10.0,0.019082492600316137,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,10.0,0.0024254022601069014,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,10.0,0.0033858372782145096,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,10.0,-0.002896695778643932,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,10.0,0.00811769668442186,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,10.0,-0.006828037096774264,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,10.0,0.0025514015901977327,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,10.0,-0.0029524962910484343,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,10.0,-0.003436921425496675,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,10.0,0.04661751056614083,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,10.0,-0.009809413830457525,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,10.0,0.01123397448657859,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,10.0,0.0020364085860098413,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,10.0,-0.001905237494999934,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,10.0,-0.0007971597886795578,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,10.0,0.0008041524364863495,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,10.0,-0.003422046781016763,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,10.0,0.0039001733932921834,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,10.0,-0.012647873503582652,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,10.0,-0.009538954921490261,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,10.0,0.0016062258166735788,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,15.0,-0.0029865161718308775,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,15.0,0.009739675322448571,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,15.0,0.0052041866691288075,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,15.0,0.007270709156717681,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,15.0,0.0013285752300855602,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,15.0,-0.0034790156031320185,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,15.0,0.021415548204645418,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,15.0,-0.0025666801868023947,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,15.0,-0.01765128749630296,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,15.0,-0.01519446683058101,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,15.0,-0.005378858614758841,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,15.0,0.0020540451299397855,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,15.0,-0.00364232083997984,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,15.0,-0.015721979870729097,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,15.0,0.011245468650996848,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,15.0,0.0034421794757837354,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,15.0,0.013270436313109313,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,15.0,-0.010580701208545373,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,15.0,-0.014628053631249749,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,15.0,-0.0018105340350497157,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,15.0,0.013276379947960937,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,15.0,-0.008611471375551516,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,15.0,-0.004137462679024817,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,15.0,0.018062645286050394,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,15.0,0.0014222245373318732,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,15.0,0.0023816983996147734,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,15.0,-0.0038945474091443,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,15.0,0.007108822395154091,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,15.0,-0.007821954435483724,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,15.0,0.0015480977735300439,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,15.0,-0.003950292079158091,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,15.0,-0.0044342324249107,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,15.0,0.045570107568871476,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,15.0,-0.01080034755490944,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,15.0,0.010221981580741613,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,15.0,0.0010336201488487795,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,15.0,-0.0029040813278736755,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,15.0,-0.0017971125308722247,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,15.0,-0.00019740281971658558,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,15.0,-0.004419372666238819,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,15.0,0.0028955197925677467,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,15.0,-0.013635966638096741,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,15.0,-0.010530159307830633,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,15.0,0.0006038678851341128,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,20.0,-0.003984777419718255,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,20.0,0.008728671956216738,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,20.0,0.0041977244677220416,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,20.0,0.0062621778465667965,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,20.0,0.00032599349045203674,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,20.0,-0.004476783735224199,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,20.0,0.02039285435315663,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,20.0,-0.0035653617961003414,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,20.0,-0.018634865619879926,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,20.0,-0.016180504849538813,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,20.0,-0.006374724526182818,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,20.0,0.0010507370124797077,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,20.0,-0.004639925462458394,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,20.0,-0.016707489716463297,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,20.0,0.010232957606933546,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,20.0,0.0024374814867251793,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,20.0,0.01225589776713365,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,20.0,-0.011571358767260675,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,20.0,-0.01561465877227397,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,20.0,-0.00280997273681749,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,20.0,0.012261835450911862,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,20.0,-0.009604100628594292,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,20.0,-0.005134571539993638,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,20.0,0.017043308533644108,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,20.0,0.00041954903118890385,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,20.0,0.0013780622188261926,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,20.0,-0.004891899489391727,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,20.0,0.006100453174366693,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,20.0,-0.008815374193548386,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,20.0,0.0005452962366203629,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,20.0,-0.00494758834497111,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,20.0,-0.005431044144725727,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,20.0,0.044523228928546654,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,20.0,-0.01179078519239063,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,20.0,0.00921049530464435,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,20.0,3.133373343322532e-05,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,20.0,-0.0039024251137724786,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,20.0,-0.0027965646709412484,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,20.0,-0.0011984566715361744,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,20.0,-0.005416199264409505,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,20.0,0.0018913691473378957,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,20.0,-0.014623565107712677,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,20.0,-0.011520867471700003,1,0,0.0,0.0
BTC-USD,official_close_fixed_hold_corrected,20.0,-0.0003979882401820012,1,0,0.0,0.0
BTC-USD,preview_unclosed15m_fixed_hold_corrected,6.0,0.0019197877185097578,1,0,8.0,29.521126760563288
BTC-USD,preview_unclosed15m_fixed_hold_corrected,6.0,0.014527167737363733,1,0,8.0,38.55690566968883
BTC-USD,preview_unclosed15m_fixed_hold_corrected,6.0,0.015132229158471233,1,0,6.0,35.106279037644406
BTC-USD,preview_unclosed15m_fixed_hold_corrected,6.0,0.011904903218453722,1,0,12.0,41.55123129231386
BTC-USD,preview_unclosed15m_fixed_hold_corrected,6.0,0.008229210818880395,1,0,11.0,19.901207464325665
BTC-USD,preview_unclosed15m_fixed_hold_corrected,6.0,0.00585710110531612,1,0,13.0,83.90961337568115
BTC-USD,preview_unclosed15m_fixed_hold_corrected,6.0,0.023933901604691554,1,0,10.0,-5.156646285635613
BTC-USD,preview_unclosed15m_fixed_hold_corrected,6.0,0.014556957493849554,0,1,6.0,-35.28174016377616
BTC-USD,preview_unclosed15m_fixed_hold_corrected,6.0,-0.00461246123717407,1,0,12.0,34.44433074204278
BTC-USD,preview_unclosed15m_fixed_hold_corrected,6.0,-0.007420541110444323,1,0,8.0,37.79217044816541
BTC-USD,preview_unclosed15m_fixed_hold_corrected,6.0,-0.0028528546608713734,1,0,1.0,6.126970377975383
BTC-USD,preview_unclosed15m_fixed_hold_corrected,6.0,0.003391817448972656,1,0,14.0,4.49801581277498
BTC-USD,preview_unclosed15m_fixed_hold_corrected,6.0,0.0015323929170811823,1,0,13.0,48.44603095296884
BTC-USD,preview_unclosed15m_fixed_hold_corrected,6.0,-0.010031662868880131,1,0,12.0,53.30775521119824
BTC-USD,preview_unclosed15m_fixed_hold_corrected,6.0,0.011826411206638632,0,1,12.0,-37.92802987294897
BTC-USD,preview_unclosed15m_fixed_hold_corrected,6.0,0.0042162384813140275,1,0,11.0,21.592156029874854
BTC-USD,preview_unclosed15m_fixed_hold_corrected,6.0,0.01801162835098591,1,0,2.0,8.300674940127095
BTC-USD,preview_unclosed15m_fixed_hold_corrected,6.0,-0.011921955345080781,0,1,14.0,-10.607716206588735
BTC-USD,preview_unclosed15m_fixed_hold_corrected,6.0,-0.010460176386959175,1,0,9.0,19.37531698588346
BTC-USD,preview_unclosed15m_fixed_hold_corrected,6.0,0.004459612566726223,1,0,8.0,51.8717843341987
BTC-USD,preview_unclosed15m_fixed_hold_corrected,6.0,0.01699465915577303,1,0,9.0,55.432042547998165
BTC-USD,preview_unclosed15m_fixed_hold_corrected,6.0,-0.0045036659421094916,1,0,14.0,-4.710742573521554
BTC-USD,preview_unclosed15m_fixed_hold_corrected,6.0,0.000885411089260657,1,0,11.0,10.761586939631584
BTC-USD,preview_unclosed15m_fixed_hold_corrected,6.0,0.020383569535168622,1,0,7.0,15.079889275617653
BTC-USD,preview_unclosed15m_fixed_hold_corrected,6.0,0.007618066788772859,1,0,13.0,23.163709805731347
BTC-USD,preview_unclosed15m_fixed_hold_corrected,6.0,0.0031178652459149525,1,0,1.0,-0.8312176171487717
BTC-USD,preview_unclosed15m_fixed_hold_corrected,6.0,-0.0010880621412932001,1,0,11.0,14.812560693460153
BTC-USD,preview_unclosed15m_fixed_hold_corrected,6.0,0.0069615898829393785,1,0,12.0,4.6396836633744165
BTC-USD,preview_unclosed15m_fixed_hold_corrected,6.0,-0.005722840281634611,1,0,14.0,-5.060971946896364
BTC-USD,preview_unclosed15m_fixed_hold_corrected,6.0,0.006418125339226144,1,0,11.0,12.392438089754432
BTC-USD,preview_unclosed15m_fixed_hold_corrected,6.0,0.00012636424151768466,1,0,10.0,-1.6206404771168526
BTC-USD,preview_unclosed15m_fixed_hold_corrected,6.0,0.004504024057966793,1,0,8.0,12.435633252074751
BTC-USD,preview_unclosed15m_fixed_hold_corrected,6.0,0.04140329748530336,1,0,5.0,41.14146450342248
BTC-USD,preview_unclosed15m_fixed_hold_corrected,6.0,-0.004323788018230079,1,0,11.0,25.571763010985293
BTC-USD,preview_unclosed15m_fixed_hold_corrected,6.0,0.018520299331936885,1,0,14.0,67.70427459195093
BTC-USD,preview_unclosed15m_fixed_hold_corrected,6.0,0.0028390007913956516,1,0,0.0,0.0
BTC-USD,preview_unclosed15m_fixed_hold_corrected,6.0,0.004083289854901695,1,0,4.0,31.615699322418145
BTC-USD,preview_unclosed15m_fixed_hold_corrected,6.0,0.0019839453483097014,1,0,11.0,15.901360180083923
BTC-USD,preview_unclosed15m_fixed_hold_corrected,6.0,0.005855374408695546,1,0,13.0,44.607908100877665
BTC-USD,preview_unclosed15m_fixed_hold_corrected,6.0,-0.0024807508505410025,1,0,9.0,7.485494325860653
BTC-USD,preview_unclosed15m_fixed_hold_corrected,6.0,0.006597017087904611,1,0,14.0,1.6929187626613107
BTC-USD,preview_unclosed15m_fixed_hold_corrected,6.0,-0.0030819922779695696,1,0,9.0,89.85511949949121
BTC-USD,preview_unclosed15m_fixed_hold_corrected,6.0,-0.0009325261989657774,1,0,5.0,60.51060307915801
BTC-USD,preview_unclosed15m_fixed_hold_corrected,6.0,0.002474938951599892,1,0,6.0,0.9577775054681048
BTC-USD,preview_unclosed15m_fixed_hold_corrected,10.0,0.0011179311778186651,1,0,8.0,29.521126760563288
BTC-USD,preview_unclosed15m_fixed_hold_corrected,10.0,0.013715221257085686,1,0,8.0,38.55690566968883
BTC-USD,preview_unclosed15m_fixed_hold_corrected,10.0,0.01431979843537845,1,0,6.0,35.106279037644406
BTC-USD,preview_unclosed15m_fixed_hold_corrected,10.0,0.011095055389167108,1,0,12.0,41.55123129231386
BTC-USD,preview_unclosed15m_fixed_hold_corrected,10.0,0.007422304720087869,1,0,11.0,19.901207464325665
BTC-USD,preview_unclosed15m_fixed_hold_corrected,10.0,0.005052093453597584,1,0,13.0,83.90961337568115
BTC-USD,preview_unclosed15m_fixed_hold_corrected,10.0,0.02311442672626174,1,0,10.0,-5.156646285635613
BTC-USD,preview_unclosed15m_fixed_hold_corrected,10.0,0.013744987172230605,0,1,6.0,-35.28174016377616
BTC-USD,preview_unclosed15m_fixed_hold_corrected,10.0,-0.005409089887753793,1,0,12.0,34.44433074204278
BTC-USD,preview_unclosed15m_fixed_hold_corrected,10.0,-0.008214922398270263,1,0,8.0,37.79217044816541
BTC-USD,preview_unclosed15m_fixed_hold_corrected,10.0,-0.0036508915599551273,1,0,1.0,6.126970377975383
BTC-USD,preview_unclosed15m_fixed_hold_corrected,10.0,0.002588782813306434,1,0,14.0,4.49801581277498
BTC-USD,preview_unclosed15m_fixed_hold_corrected,10.0,0.0007308464162347761,1,0,13.0,48.44603095296884
BTC-USD,preview_unclosed15m_fixed_hold_corrected,10.0,-0.010823954423489712,1,0,12.0,53.30775521119824
BTC-USD,preview_unclosed15m_fixed_hold_corrected,10.0,0.011016626196086454,0,1,12.0,-37.92802987294897
BTC-USD,preview_unclosed15m_fixed_hold_corrected,10.0,0.0034125440449279676,1,0,11.0,21.592156029874854
BTC-USD,preview_unclosed15m_fixed_hold_corrected,10.0,0.01719689318685491,1,0,2.0,8.300674940127095
BTC-USD,preview_unclosed15m_fixed_hold_corrected,10.0,-0.012712734060634334,0,1,14.0,-10.607716206588735
BTC-USD,preview_unclosed15m_fixed_hold_corrected,10.0,-0.011252124993588852,1,0,9.0,19.37531698588346
BTC-USD,preview_unclosed15m_fixed_hold_corrected,10.0,0.0036557233531686606,1,0,8.0,51.8717843341987
BTC-USD,preview_unclosed15m_fixed_hold_corrected,10.0,0.016180737892526054,1,0,9.0,55.432042547998165
BTC-USD,preview_unclosed15m_fixed_hold_corrected,10.0,-0.005300381663750131,1,0,14.0,-4.710742573521554
BTC-USD,preview_unclosed15m_fixed_hold_corrected,10.0,8.438238097285833e-05,1,0,11.0,10.761586939631584
BTC-USD,preview_unclosed15m_fixed_hold_corrected,10.0,0.019566936058841522,1,0,7.0,15.079889275617653
BTC-USD,preview_unclosed15m_fixed_hold_corrected,10.0,0.006811649800829045,1,0,13.0,23.163709805731347
BTC-USD,preview_unclosed15m_fixed_hold_corrected,10.0,0.0023150498597022118,1,0,1.0,-0.8312176171487717
BTC-USD,preview_unclosed15m_fixed_hold_corrected,10.0,-0.0018875114392957748,1,0,11.0,14.812560693460153
BTC-USD,preview_unclosed15m_fixed_hold_corrected,10.0,0.006155698286655964,1,0,12.0,4.6396836633744165
BTC-USD,preview_unclosed15m_fixed_hold_corrected,10.0,-0.0065185802735509,1,0,14.0,-5.060971946896364
BTC-USD,preview_unclosed15m_fixed_hold_corrected,10.0,0.005612668688538713,1,0,11.0,12.392438089754432
BTC-USD,preview_unclosed15m_fixed_hold_corrected,10.0,-0.0006740569863240564,1,0,10.0,-1.6206404771168526
BTC-USD,preview_unclosed15m_fixed_hold_corrected,10.0,0.00370009930100057,1,0,8.0,12.435633252074751
BTC-USD,preview_unclosed15m_fixed_hold_corrected,10.0,0.04056984149828535,1,0,5.0,41.14146450342248
BTC-USD,preview_unclosed15m_fixed_hold_corrected,10.0,-0.00512064769978815,1,0,11.0,25.571763010985293
BTC-USD,preview_unclosed15m_fixed_hold_corrected,10.0,0.01770515706819764,1,0,14.0,67.70427459195093
BTC-USD,preview_unclosed15m_fixed_hold_corrected,10.0,0.0020364085860098413,1,0,0.0,0.0
BTC-USD,preview_unclosed15m_fixed_hold_corrected,10.0,0.0032797018199730577,1,0,4.0,31.615699322418145
BTC-USD,preview_unclosed15m_fixed_hold_corrected,10.0,0.0011820374609781137,1,0,11.0,15.901360180083923
BTC-USD,preview_unclosed15m_fixed_hold_corrected,10.0,0.005050368138886929,1,0,13.0,44.607908100877665
BTC-USD,preview_unclosed15m_fixed_hold_corrected,10.0,-0.003279085551782024,1,0,9.0,7.485494325860653
BTC-USD,preview_unclosed15m_fixed_hold_corrected,10.0,0.005791417266555632,1,0,14.0,1.6929187626613107
BTC-USD,preview_unclosed15m_fixed_hold_corrected,10.0,-0.0038798457936136677,1,0,9.0,89.85511949949121
BTC-USD,preview_unclosed15m_fixed_hold_corrected,10.0,-0.0017320999755086053,1,0,5.0,60.51060307915801
BTC-USD,preview_unclosed15m_fixed_hold_corrected,10.0,0.0016726381122205147,1,0,6.0,0.9577775054681048
BTC-USD,preview_unclosed15m_fixed_hold_corrected,15.0,0.0001160619073834468,1,0,8.0,29.521126760563288
BTC-USD,preview_unclosed15m_fixed_hold_corrected,15.0,0.012700745242301581,1,0,8.0,38.55690566968883
BTC-USD,preview_unclosed15m_fixed_hold_corrected,15.0,0.013304717389680754,1,0,6.0,35.106279037644406
BTC-USD,preview_unclosed15m_fixed_hold_corrected,15.0,0.010083201506686068,1,0,12.0,41.55123129231386
BTC-USD,preview_unclosed15m_fixed_hold_corrected,15.0,0.0064141263446764185,1,0,11.0,19.901207464325665
BTC-USD,preview_unclosed15m_fixed_hold_corrected,15.0,0.004046287068296461,1,0,13.0,83.90961337568115
